Time (ms), Time (us), Altitude (m), Pressure (Pa), Temperature (degC), Packet Error
7700, 7700941, -9.24, 101436.0, 35.06, 0
9873, 9873006, -9.15, 101435.0, 35.1, 0
10662, 10662939, -9.24, 101436.0, 35.11, 0
11552, 11552937, -9.32, 101437.0, 35.13, 0
13202, 13202939, -9.07, 101434.0, 35.15, 0
15681, 15681900, -9.15, 101435.0, 35.17, 0
18333, 18333110, -9.32, 101437.0, 35.21, 0
21205, 21205940, -9.24, 101436.0, 35.25, 0
22246, 22246905, -9.15, 101435.0, 35.25, 0
24160, 24160940, -8.99, 101433.0, 35.28, 0
25432, 25432950, -9.32, 101437.0, 35.3, 0
26699, 26699895, -9.24, 101436.0, 35.31, 0
29667, 29667935, -9.15, 101435.0, 35.35, 0
30939, 30939987, -9.24, 101436.0, 35.36, 0
35182, 35182941, -9.24, 101436.0, 35.42, 0
36457, 36457995, -9.32, 101437.0, 35.43, 0
37165, 37165941, -9.24, 101436.0, 35.44, 0
38917, 38917059, -9.32, 101437.0, 35.46, 0
39462, 39462993, -9.32, 101437.0, 35.47, 0
42170, 42170937, -9.32, 101437.0, 35.5, 0
42962, 42962988, -9.32, 101437.0, 35.51, 0
44077, 44077948, -9.15, 101435.0, 35.52, 0
44559, 44559993, -9.24, 101436.0, 35.46, 0
45994, 45994995, -9.24, 101436.0, 35.54, 0
47591, 47591994, -9.24, 101436.0, 35.57, 0
48789, 48789241, -9.07, 101434.0, 35.58, 0
50300, 50300932, -9.4, 101438.0, 35.6, 0
51256, 51256938, -9.4, 101438.0, 35.61, 0
3950, 3950909, -9.24, 101436.0, 34.58, 0
5681, 5681086, -9.32, 101437.0, 34.54, 0
6881, 6881876, -9.07, 101434.0, 34.63, 0
7914, 7914913, -9.07, 101434.0, 34.66, 0
10722, 10722989, -9.32, 101437.0, 34.7, 0
14637, 14637984, -9.4, 101438.0, 34.77, 0
15341, 15341928, -9.4, 101438.0, 34.79, 0
15891, 15891911, -9.32, 101437.0, 34.8, 0
16843, 16843912, -9.4, 101438.0, 34.81, 0
19003, 19003911, -9.4, 101438.0, 34.85, 0
20687, 20687984, -9.15, 101435.0, 34.88, 0
21644, 21644967, -9.24, 101436.0, 34.9, 0
25161, 25161991, -9.57, 101440.0, 34.96, 0
25865, 25865912, -9.32, 101437.0, 34.98, 0
26174, 26174991, -9.24, 101436.0, 34.98, 0
27039, 27039910, -9.49, 101439.0, 35.0, 0
30187, 30187984, -9.49, 101439.0, 35.05, 0
32018, 32018876, -9.4, 101438.0, 35.1, 0
33058, 33058912, -9.49, 101439.0, 35.12, 0
36729, 36729987, -9.4, 101438.0, 35.19, 0
37684, 37684990, -9.32, 101437.0, 35.2, 0
39737, 39737987, -9.57, 101440.0, 35.24, 0
41011, 41011918, -9.57, 101440.0, 35.27, 0
42049, 42049912, -9.32, 101437.0, 35.29, 0
44776, 44776990, -9.32, 101437.0, 35.34, 0
46040, 46040878, -9.4, 101438.0, 35.37, 0
46994, 46994912, -9.15, 101435.0, 35.39, 0
50765, 50765987, -9.24, 101436.0, 35.44, 0
52033, 52033910, -9.4, 101438.0, 35.47, 0
52987, 52987910, -9.49, 101439.0, 35.48, 0
0, 2687500288, -0.0, 0.0, 0.0, 1
53870, 53870986, -9.24, 101436.0, 35.49, 0
54299, 54299014, -9.49, 101439.0, 35.47, 0
55007, 55007916, -9.49, 101439.0, 35.51, 0
55960, 55960911, -9.24, 101436.0, 35.53, 0
58509, 58509914, -9.49, 101439.0, 35.56, 0
60753, 60753047, -9.57, 101440.0, 35.6, 0
63165, 63165912, -9.4, 101438.0, 35.64, 0
64768, 64768055, -9.4, 101438.0, 35.66, 0
66124, 66124910, -9.32, 101437.0, 35.68, 0
67165, 67165918, -9.49, 101439.0, 35.69, 0
68839, 68839945, -9.32, 101437.0, 35.71, 0
4158, 4158996, -9.32, 101437.0, 34.86, 0
7196, 7196991, -9.57, 101440.0, 34.91, 0
8148, 8148990, -9.24, 101436.0, 34.92, 0
12388, 12388888, -9.49, 101439.0, 34.98, 0
15256, 15256957, -9.49, 101439.0, 35.02, 0
16687, 16687998, -9.57, 101440.0, 35.04, 0
17010, 17010888, -9.49, 101439.0, 35.04, 0
19701, 19701997, -9.57, 101440.0, 35.07, 0
23390, 23390880, -9.49, 101439.0, 35.12, 0
2048, 2687500288, 0.0, 0.0, 0.0, 1
27309, 27309996, -9.65, 101441.0, 35.16, 0
29223, 29223999, -9.49, 101439.0, 35.19, 0
2048, 3145728, 0.0, 0.0, 0.0, 1
30255, 30255992, -9.4, 101438.0, 35.2, 0
31524, 31524906, -9.49, 101439.0, 35.22, 0
33203, 33203997, -9.57, 101440.0, 35.24, 0
33553, 33553876, -9.4, 101438.0, 35.21, 0
0, 2687500288, -0.0, 0.0, 0.0, 1
36842, 36842995, -9.49, 101439.0, 35.28, 0
39809, 39809997, -9.4, 101438.0, 35.31, 0
42523, 42523905, -9.49, 101439.0, 35.34, 0
49189, 49189076, -9.57, 101440.0, 35.4, 0
49619, 49619881, -9.32, 101437.0, 35.38, 0
51299, 51299002, -9.4, 101438.0, 35.42, 0
52323, 52323993, -9.49, 101439.0, 35.43, 0
56645, 56645888, -9.49, 101439.0, 35.46, 0
58084, 58084887, -9.32, 101437.0, 35.48, 0
59361, 59361999, -9.24, 101436.0, 35.48, 0
60313, 60313002, -9.4, 101438.0, 35.49, 0
61340, 61341001, -9.49, 101439.0, 35.5, 0
63165, 63165886, -9.32, 101437.0, 35.51, 0
65420, 65420191, -9.57, 101440.0, 35.52, 0
67325, 67326000, -9.4, 101438.0, 35.54, 0
69871, 69872000, -9.24, 101436.0, 35.57, 0
78376, 78376996, -9.57, 101440.0, 35.63, 0
79398, 79398996, -9.74, 101442.0, 35.64, 0
80911, 80911993, -9.4, 101438.0, 35.65, 0
81783, 81783088, -9.4, 101438.0, 35.66, 0
1405, 1405793, -9.24, 101436.0, 34.58, 0
1718, 1718903, -9.24, 101436.0, 34.69, 0
0, 589824, 0.0, 0.0, 0.0, 1
5499, 5499008, -9.4, 101438.0, 34.78, 0
0, 2687500288, 0.0, 0.0, 0.0, 1
6935, 6935026, -9.65, 101441.0, 34.8, 0
7964, 7964027, -9.49, 101439.0, 34.81, 0
9236, 9236901, -9.32, 101437.0, 34.83, 0
11728, 11728903, -9.32, 101437.0, 34.87, 0
0, 3145728, 0.0, 0.0, 0.0, 1
12767, 12767903, -9.49, 101439.0, 34.88, 0
15289, 15289909, -9.65, 101441.0, 34.91, 0
17291, 17291904, -9.32, 101437.0, 34.93, 0
25538, 25538017, -9.4, 101438.0, 35.04, 0
26243, 26243903, -9.32, 101437.0, 35.06, 0
27751, 27751905, -9.49, 101439.0, 35.08, 0
28866, 28866288, -9.57, 101440.0, 35.1, 0
30455, 30455123, -9.4, 101438.0, 35.12, 0
31243, 31243903, -9.4, 101438.0, 35.13, 0
0, 2684354560, 0.0, 0.0, -0.0, 1
33804, 33804909, -9.65, 101441.0, 35.16, 0
35318, 35318905, -9.65, 101441.0, 35.18, 0
0, 589824, -0.0, 0.0, 0.0, 1
37480, 37480110, -9.49, 101439.0, 35.21, 0
39558, 39558019, -9.49, 101439.0, 35.24, 0
41145, 41145010, -9.74, 101442.0, 35.25, 0
44038, 44038011, -9.4, 101438.0, 35.29, 0
44989, 44989086, -9.57, 101440.0, 35.3, 0
46887, 46887088, -9.65, 101441.0, 35.32, 0
50582, 50582013, -9.65, 101441.0, 35.37, 0
52183, 52183013, -9.74, 101442.0, 35.38, 0
54429, 54429902, -9.57, 101440.0, 35.42, 0
55792, 55792903, -9.74, 101442.0, 35.43, 0
56579, 56579014, -9.74, 101442.0, 35.44, 0
57447, 57447902, -9.4, 101438.0, 35.46, 0
58809, 58809159, -9.4, 101438.0, 35.47, 0
60161, 60161013, -9.65, 101441.0, 35.48, 0
61412, 61412920, -9.82, 101443.0, 35.43, 0
63171, 63171013, -9.4, 101438.0, 35.52, 0
65485, 65485899, -9.57, 101440.0, 35.55, 0
67722, 67722015, -9.65, 101441.0, 35.58, 0
72516, 72516907, -9.74, 101442.0, 35.63, 0
73883, 73883342, -9.74, 101442.0, 35.64, 0
74515, 74515902, -9.74, 101442.0, 35.65, 0
76433, 76433907, -9.65, 101441.0, 35.67, 0
77701, 77701007, -9.49, 101439.0, 35.62, 0
78488, 78488907, -9.65, 101441.0, 35.68, 0
79689, 79689014, -9.65, 101441.0, 35.69, 0
85291, 85291978, -9.57, 101440.0, 35.74, 0
88804, 88804014, -9.57, 101440.0, 35.78, 0
89763, 89763015, -9.57, 101440.0, 35.79, 0
89944, 89944936, -9.82, 101443.0, 35.78, 0
91792, 91792013, -9.49, 101439.0, 35.8, 0
93321, 93321004, -9.49, 101439.0, 35.82, 0
93767, 93767017, -9.65, 101441.0, 35.79, 0
98766, 98766977, -9.49, 101439.0, 35.86, 0
99799, 99799010, -9.74, 101442.0, 35.87, 0
100508, 100508908, -9.57, 101440.0, 35.88, 0
101778, 101778014, -9.57, 101440.0, 35.89, 0
102808, 102808318, -9.32, 101437.0, 35.9, 0
111126, 111126906, -9.49, 101439.0, 35.95, 0
112809, 112809261, -9.74, 101442.0, 35.97, 0
113517, 113517904, -9.57, 101440.0, 35.98, 0
116646, 116646910, -9.49, 101439.0, 36.0, 0
121070, 121070904, -9.57, 101440.0, 36.02, 0
125484, 125484014, -9.49, 101439.0, 36.04, 0
131317, 131317068, -9.49, 101439.0, 36.08, 0
133472, 133472018, -9.49, 101439.0, 36.09, 0
135469, 135469012, -9.49, 101439.0, 36.1, 0
139412, 139412012, -9.57, 101440.0, 36.12, 0
141741, 141741893, -9.49, 101439.0, 36.12, 0
142376, 142376959, -9.57, 101440.0, 36.1, 0
142689, 142689876, -9.57, 101440.0, 36.12, 0
1408, 1408700, -9.24, 101436.0, 35.3, 0
1809, 1809879, -9.4, 101438.0, 35.42, 0
0, 589824, 0.0, 0.0, 0.0, 1
2353, 2353888, -9.32, 101437.0, 35.46, 0
3219, 3219886, -9.24, 101436.0, 35.47, 0
3766, 3766879, -9.4, 101438.0, 35.48, 0
4544, 4544878, -9.07, 101434.0, 35.49, 0
5334, 5334876, -9.4, 101438.0, 35.49, 0
5880, 5880876, -9.32, 101437.0, 35.5, 0
6745, 6745886, -9.49, 101439.0, 35.5, 0
7293, 7293880, -9.4, 101438.0, 35.51, 0
7831, 7831880, -9.49, 101439.0, 35.52, 0
8380, 8380888, -9.4, 101438.0, 35.52, 0
8931, 8931881, -9.4, 101438.0, 35.52, 0
9473, 9473888, -9.57, 101440.0, 35.53, 0
10021, 10021888, -9.4, 101438.0, 35.54, 0
10567, 10567516, -9.32, 101437.0, 35.54, 0
11596, 11596475, -9.49, 101439.0, 35.54, 0
12222, 12222888, -9.57, 101440.0, 35.55, 0
13000, 13000875, -9.57, 101440.0, 35.56, 0
13543, 13543872, -9.65, 101441.0, 35.56, 0
0, 2687500288, 0.0, 0.0, 0.0, 1
14325, 14325885, -9.49, 101439.0, 35.57, 0
15111, 15111886, -9.4, 101438.0, 35.57, 0
15741, 15741886, -9.49, 101439.0, 35.57, 0
16497, 16497881, -9.65, 101441.0, 35.51, 0
17132, 17132881, -9.4, 101438.0, 35.58, 0
17763, 17763886, -9.32, 101437.0, 35.58, 0
18544, 18544878, -9.32, 101437.0, 35.6, 0
19326, 19326883, -9.57, 101440.0, 35.6, 0
19870, 19870878, -9.32, 101437.0, 35.61, 0
20412, 20412880, -9.4, 101438.0, 35.61, 0
20959, 20959882, -9.65, 101441.0, 35.62, 0
21498, 21498878, -9.32, 101437.0, 35.63, 0
22289, 22289887, -9.57, 101440.0, 35.63, 0
23067, 23067880, -9.49, 101439.0, 35.64, 0
23537, 23537855, -9.65, 101441.0, 35.64, 0
24317, 24317887, -9.57, 101440.0, 35.65, 0
25092, 25092888, -9.57, 101440.0, 35.65, 0
25565, 25565320, -9.65, 101441.0, 35.66, 0
26107, 26107877, -9.49, 101439.0, 35.66, 0
26895, 26895883, -9.65, 101441.0, 35.66, 0
27758, 27758111, -9.65, 101441.0, 35.67, 0
28537, 28537886, -9.65, 101441.0, 35.68, 0
29555, 29555880, -9.57, 101440.0, 35.69, 0
30100, 30100852, -9.49, 101439.0, 35.69, 0
30649, 30649555, -9.57, 101440.0, 35.7, 0
31271, 31271102, -9.49, 101439.0, 35.7, 0
31978, 31978883, -9.57, 101440.0, 35.71, 0
32521, 32521878, -9.49, 101439.0, 35.71, 0
33308, 33308890, -9.57, 101440.0, 35.72, 0
34086, 34086879, -9.4, 101438.0, 35.73, 0
35892, 35892888, -9.57, 101440.0, 35.74, 0
36436, 36436878, -9.57, 101440.0, 35.74, 0
37302, 37302046, -9.4, 101438.0, 35.75, 0
37849, 37849895, -9.4, 101438.0, 35.76, 0
38625, 38625476, -9.65, 101441.0, 35.77, 0
39169, 39169881, -9.49, 101439.0, 35.77, 0
39640, 39640268, -9.57, 101440.0, 35.77, 0
40425, 40425886, -9.4, 101438.0, 35.77, 0
41207, 41207886, -9.49, 101439.0, 35.78, 0
42071, 42071882, -9.57, 101440.0, 35.79, 0
42542, 42542880, -9.57, 101440.0, 35.79, 0
44106, 44106879, -9.4, 101438.0, 35.81, 0
44648, 44648625, -9.4, 101438.0, 35.82, 0
45118, 45118888, -9.65, 101441.0, 35.82, 0
45662, 45662896, -9.4, 101438.0, 35.82, 0
46447, 46447877, -9.74, 101442.0, 35.83, 0
47229, 47229879, -9.57, 101440.0, 35.83, 0
49140, 49140878, -9.57, 101440.0, 35.84, 0
49681, 49681871, -9.4, 101438.0, 35.85, 0
50701, 50701869, -9.49, 101439.0, 35.86, 0
51244, 51244879, -9.4, 101438.0, 35.86, 0
51793, 51793123, -9.65, 101441.0, 35.86, 0
52056, 52056881, -9.49, 101439.0, 35.82, 0
52687, 52687890, -9.65, 101441.0, 35.86, 0
53480, 53480879, -9.57, 101440.0, 35.87, 0
54026, 54026878, -9.49, 101439.0, 35.87, 0
54577, 54577871, -9.49, 101439.0, 35.88, 0
55120, 55120879, -9.74, 101442.0, 35.88, 0
55975, 55975886, -9.57, 101440.0, 35.89, 0
56522, 56522881, -9.49, 101439.0, 35.89, 0
57387, 57387890, -9.32, 101437.0, 35.89, 0
57931, 57931889, -9.65, 101441.0, 35.9, 0
58714, 58714866, -9.57, 101440.0, 35.9, 0
59265, 59265875, -9.65, 101441.0, 35.91, 0
60054, 60054882, -9.9, 101444.0, 35.91, 0
60598, 60598479, -9.74, 101442.0, 35.91, 0
61141, 61141873, -9.49, 101439.0, 35.92, 0
61685, 61685890, -9.65, 101441.0, 35.92, 0
62228, 62228880, -9.65, 101441.0, 35.92, 0
63016, 63016882, -9.57, 101440.0, 35.92, 0
63802, 63802877, -9.49, 101439.0, 35.92, 0
64429, 64429890, -9.57, 101440.0, 35.93, 0
65213, 65213876, -9.57, 101440.0, 35.93, 0
65757, 65757851, -9.57, 101440.0, 35.94, 0
66299, 66299878, -9.57, 101440.0, 35.94, 0
67086, 67086878, -9.49, 101439.0, 35.94, 0
67625, 67625475, -9.57, 101440.0, 35.95, 0
68408, 68408118, -9.65, 101441.0, 35.95, 0
69117, 69117879, -9.57, 101440.0, 35.95, 0
69507, 69507880, -9.49, 101439.0, 35.95, 0
71697, 71697890, -9.49, 101439.0, 35.96, 0
72247, 72247884, -9.65, 101441.0, 35.96, 0
72789, 72789882, -9.49, 101439.0, 35.97, 0
73816, 73816887, -9.4, 101438.0, 35.97, 0
74995, 74995886, -9.57, 101440.0, 35.97, 0
75538, 75538881, -9.57, 101440.0, 35.98, 0
76241, 76241852, -9.57, 101440.0, 35.98, 0
76786, 76786879, -9.49, 101439.0, 35.98, 0
77576, 77576693, -9.49, 101439.0, 35.99, 0
78121, 78121880, -9.49, 101439.0, 35.99, 0
78985, 78985895, -9.49, 101439.0, 35.99, 0
79764, 79764856, -9.49, 101439.0, 36.0, 0
80547, 80547886, -9.49, 101439.0, 36.0, 0
81012, 81012888, -9.57, 101440.0, 36.0, 0
81562, 81562095, -9.49, 101439.0, 36.01, 0
82101, 82101887, -9.49, 101439.0, 36.01, 0
83203, 83203880, -9.65, 101441.0, 36.02, 0
84063, 84063881, -9.49, 101439.0, 36.02, 0
84607, 84607471, -9.49, 101439.0, 36.03, 0
85153, 85153880, -9.32, 101437.0, 36.03, 0
85698, 85698892, -9.49, 101439.0, 36.04, 0
86242, 86242878, -9.65, 101441.0, 36.04, 0
87189, 87189869, -9.57, 101440.0, 36.04, 0
88608, 88608478, -9.65, 101441.0, 36.04, 0
89153, 89153887, -9.65, 101441.0, 36.05, 0
89701, 89701892, -9.57, 101440.0, 36.05, 0
90242, 90242881, -9.57, 101440.0, 36.06, 0
91102, 91102887, -9.65, 101441.0, 36.06, 0
91885, 91885880, -9.65, 101441.0, 36.07, 0
92355, 92355887, -9.74, 101442.0, 36.07, 0
92900, 92900878, -9.57, 101440.0, 36.07, 0
93530, 93530894, -9.57, 101440.0, 36.07, 0
94793, 94793880, -9.57, 101440.0, 36.08, 0
95338, 95338886, -9.57, 101440.0, 36.08, 0
95881, 95881858, -9.65, 101441.0, 36.09, 0
96905, 96905877, -9.57, 101440.0, 36.09, 0
97535, 97535885, -9.57, 101440.0, 36.09, 0
98076, 98076889, -9.65, 101441.0, 36.1, 0
98621, 98621475, -9.57, 101440.0, 36.1, 0
99164, 99164881, -9.49, 101439.0, 36.1, 0
99709, 99709893, -9.49, 101439.0, 36.1, 0
100811, 100811879, -9.65, 101441.0, 36.11, 0
101360, 101360877, -9.65, 101441.0, 36.11, 0
101829, 101829880, -9.49, 101439.0, 36.11, 0
102373, 102373874, -9.74, 101442.0, 36.12, 0
103162, 103162880, -9.49, 101439.0, 36.12, 0
103945, 103945854, -9.57, 101440.0, 36.13, 0
104806, 104806881, -9.49, 101439.0, 36.13, 0
104961, 104961035, -9.74, 101442.0, 36.13, 0
105883, 105883885, -9.65, 101441.0, 36.13, 0
106913, 106913881, -9.4, 101438.0, 36.14, 0
107773, 107773885, -9.4, 101438.0, 36.14, 0
108318, 108318877, -9.65, 101441.0, 36.15, 0
108866, 108866881, -9.82, 101443.0, 36.15, 0
109415, 109415887, -9.65, 101441.0, 36.15, 0
109954, 109954880, -9.57, 101440.0, 36.16, 0
110423, 110423885, -9.57, 101440.0, 36.16, 0
111205, 111205878, -9.57, 101440.0, 36.16, 0
111909, 111909874, -9.74, 101442.0, 36.16, 0
112698, 112698893, -9.65, 101441.0, 36.16, 0
113240, 113240880, -9.49, 101439.0, 36.17, 0
113784, 113784882, -9.49, 101439.0, 36.17, 0
114330, 114330880, -9.57, 101440.0, 36.17, 0
114873, 114873887, -9.57, 101440.0, 36.17, 0
115417, 115417878, -9.49, 101439.0, 36.17, 0
116204, 116204885, -9.49, 101439.0, 36.17, 0
116910, 116910880, -9.57, 101440.0, 36.18, 0
117454, 117454885, -9.74, 101442.0, 36.18, 0
118475, 118475885, -9.57, 101440.0, 36.18, 0
119337, 119337885, -9.57, 101440.0, 36.19, 0
119882, 119882878, -9.65, 101441.0, 36.19, 0
120351, 120351886, -9.65, 101441.0, 36.19, 0
121367, 121367880, -9.49, 101439.0, 36.2, 0
122000, 122000880, -9.57, 101440.0, 36.2, 0
122714, 122714895, -9.65, 101441.0, 36.19, 0
123217, 123217878, -9.65, 101441.0, 36.18, 0
124006, 124006885, -9.49, 101439.0, 36.2, 0
124474, 124474878, -9.49, 101439.0, 36.21, 0
125018, 125018885, -9.65, 101441.0, 36.21, 0
125887, 125887885, -9.57, 101440.0, 36.21, 0
126678, 126678903, -9.57, 101440.0, 36.21, 0
127225, 127225880, -9.57, 101440.0, 36.22, 0
127766, 127766880, -9.49, 101439.0, 36.22, 0
129184, 129184887, -9.74, 101442.0, 36.22, 0
129962, 129962850, -9.57, 101440.0, 36.23, 0
130510, 130510885, -9.49, 101439.0, 36.23, 0
131537, 131537880, -9.82, 101443.0, 36.23, 0
132324, 132324881, -9.65, 101441.0, 36.24, 0
133188, 133188889, -9.65, 101441.0, 36.24, 0
133968, 133968885, -9.65, 101441.0, 36.25, 0
134517, 134517874, -9.57, 101440.0, 36.25, 0
135544, 135544881, -9.57, 101440.0, 36.25, 0
136327, 136327880, -9.65, 101441.0, 36.26, 0
137424, 137424885, -9.49, 101439.0, 36.27, 0
138445, 138445885, -9.57, 101440.0, 36.27, 0
139721, 139721898, -9.65, 101441.0, 36.27, 0
140264, 140264886, -9.49, 101439.0, 36.28, 0
140342, 140342885, -9.65, 101441.0, 36.27, 0
140846, 140846885, -9.4, 101438.0, 36.25, 0
141391, 141391881, -9.65, 101441.0, 36.27, 0
142180, 142180060, -9.65, 101441.0, 36.28, 0
142726, 142726897, -9.74, 101442.0, 36.28, 0
143273, 143273881, -9.57, 101440.0, 36.29, 0
143821, 143821878, -9.57, 101440.0, 36.29, 0
144599, 144599466, -9.57, 101440.0, 36.29, 0
145230, 145230888, -9.57, 101440.0, 36.29, 0
146011, 146011878, -9.82, 101443.0, 36.3, 0
146555, 146555877, -9.57, 101440.0, 36.3, 0
147339, 147339880, -9.4, 101438.0, 36.31, 0
148204, 148204046, -9.57, 101440.0, 36.31, 0
148907, 148907876, -9.82, 101443.0, 36.31, 0
149454, 149454886, -9.57, 101440.0, 36.31, 0
149997, 149997877, -9.4, 101438.0, 36.32, 0
150547, 150547885, -9.57, 101440.0, 36.31, 0
1658, 1658903, -9.15, 101435.0, 35.21, 0
2433, 2433896, -9.4, 101438.0, 35.29, 0
3219, 3219899, -9.32, 101437.0, 35.29, 0
3763, 3763898, -9.65, 101441.0, 35.29, 0
4627, 4627049, -9.4, 101438.0, 35.3, 0
5404, 5404902, -9.57, 101440.0, 35.31, 0
5874, 5874899, -9.49, 101439.0, 35.31, 0
6416, 6416895, -9.32, 101437.0, 35.33, 0
6812, 6812897, -9.65, 101441.0, 35.33, 0
7734, 7734900, -9.49, 101439.0, 35.33, 0
8518, 8518900, -9.65, 101441.0, 35.35, 0
9382, 9382896, -9.74, 101442.0, 35.36, 0
9926, 9926490, -9.57, 101440.0, 35.37, 0
10709, 10709908, -9.65, 101441.0, 35.38, 0
11253, 11253898, -9.49, 101439.0, 35.38, 0
12041, 12041917, -9.65, 101441.0, 35.39, 0
12898, 12898115, -9.49, 101439.0, 35.41, 0
13763, 13763898, -9.49, 101439.0, 35.41, 0
14469, 14469902, -9.57, 101440.0, 35.42, 0
15015, 15015888, -9.74, 101442.0, 35.43, 0
15797, 15797899, -9.57, 101440.0, 35.44, 0
16339, 16339912, -9.49, 101439.0, 35.45, 0
17202, 17202906, -9.57, 101440.0, 35.45, 0
17984, 17984172, -9.65, 101441.0, 35.46, 0
18527, 18527908, -9.57, 101440.0, 35.47, 0
19394, 19394900, -9.65, 101441.0, 35.47, 0
19937, 19937489, -9.4, 101438.0, 35.48, 0
20480, 20480896, -9.57, 101440.0, 35.48, 0
21028, 21028911, -9.57, 101440.0, 35.49, 0
21573, 21573899, -9.49, 101439.0, 35.49, 0
22438, 22438900, -9.65, 101441.0, 35.5, 0
22980, 22980347, -9.57, 101440.0, 35.51, 0
24004, 24004917, -9.57, 101440.0, 35.52, 0
24546, 24546907, -9.65, 101441.0, 35.53, 0
25577, 25577901, -9.65, 101441.0, 35.53, 0
26448, 26448899, -9.57, 101440.0, 35.54, 0
27305, 27305893, -9.65, 101441.0, 35.55, 0
27851, 27851908, -9.65, 101441.0, 35.56, 0
28398, 28398902, -9.82, 101443.0, 35.56, 0
29265, 29265920, -9.4, 101438.0, 35.57, 0
29806, 29806898, -9.65, 101441.0, 35.58, 0
30347, 30347903, -9.57, 101440.0, 35.59, 0
30894, 30894006, -9.57, 101440.0, 35.6, 0
31441, 31441902, -9.65, 101441.0, 35.6, 0
31992, 31992917, -9.57, 101440.0, 35.61, 0
32777, 32777909, -9.49, 101439.0, 35.62, 0
33323, 33323895, -9.57, 101440.0, 35.62, 0
33862, 33862899, -9.74, 101442.0, 35.63, 0
34563, 34563905, -9.65, 101441.0, 35.64, 0
35108, 35108903, -9.57, 101440.0, 35.65, 0
35738, 35738092, -9.65, 101441.0, 35.65, 0
36286, 36286911, -9.74, 101442.0, 35.66, 0
37069, 37069900, -9.4, 101438.0, 35.67, 0
37613, 37613901, -9.65, 101441.0, 35.68, 0
38641, 38641901, -9.9, 101444.0, 35.7, 0
39269, 39269915, -9.74, 101442.0, 35.7, 0
40046, 40046914, -9.82, 101443.0, 35.71, 0
40591, 40591902, -9.74, 101442.0, 35.72, 0
41380, 41380899, -9.65, 101441.0, 35.73, 0
42166, 42166901, -9.65, 101441.0, 35.74, 0
44399, 44399903, -9.57, 101440.0, 35.75, 0
46059, 46059915, -9.82, 101443.0, 35.77, 0
47413, 47413908, -9.74, 101442.0, 35.79, 0
1668, 1668453, -9.4, 101438.0, 34.98, 0
2447, 2447903, -9.65, 101441.0, 35.06, 0
3242, 3242891, -9.9, 101444.0, 35.06, 0
4991, 4991908, -9.9, 101444.0, 35.08, 0
6817, 6817922, -9.9, 101444.0, 35.1, 0
7369, 7369903, -9.74, 101442.0, 35.11, 0
8400, 8400898, -9.65, 101441.0, 35.12, 0
9350, 9350896, -9.82, 101443.0, 35.14, 0
10380, 10380902, -9.9, 101444.0, 35.15, 0
12457, 12457900, -9.82, 101443.0, 35.17, 0
13487, 13487902, -9.65, 101441.0, 35.18, 0
16030, 16030901, -9.82, 101443.0, 35.21, 0
17065, 17065893, -9.74, 101442.0, 35.22, 0
18986, 18986904, -9.82, 101443.0, 35.24, 0
19535, 19535904, -9.82, 101443.0, 35.25, 0
21536, 21536899, -9.82, 101443.0, 35.27, 0
22490, 22490903, -9.9, 101444.0, 35.28, 0
23844, 23844912, -9.82, 101443.0, 35.29, 0
24393, 24393894, -9.82, 101443.0, 35.31, 0
25504, 25504902, -9.74, 101442.0, 35.32, 0
27571, 27571897, -9.82, 101443.0, 35.35, 0
28607, 28607902, -9.82, 101443.0, 35.36, 0
31086, 31086903, -9.74, 101442.0, 35.39, 0
8348, 8348904, -9.82, 101443.0, 34.53, 0
9377, 9377903, -9.9, 101444.0, 34.58, 0
10332, 10332907, -9.74, 101442.0, 34.61, 0
11923, 11923281, -9.9, 101444.0, 34.64, 0
13264, 13264907, -9.82, 101443.0, 34.67, 0
14851, 14851824, -9.82, 101443.0, 34.7, 0
16364, 16364904, -10.15, 101447.0, 34.73, 0
17393, 17393920, -9.9, 101444.0, 34.75, 0
18343, 18343908, -9.9, 101444.0, 34.77, 0
18815, 18815910, -9.99, 101445.0, 34.77, 0
19843, 19843907, -9.74, 101442.0, 34.79, 0
21207, 21207908, -9.74, 101442.0, 34.81, 0
23434, 23434913, -9.99, 101445.0, 34.85, 0
24224, 24224906, -10.07, 101446.0, 34.87, 0
25894, 25894502, -9.74, 101442.0, 34.89, 0
27808, 27808921, -9.82, 101443.0, 34.93, 0
29394, 29394907, -9.99, 101445.0, 34.96, 0
33455, 33455911, -9.82, 101443.0, 35.03, 0
34892, 34892506, -10.07, 101446.0, 35.05, 0
35843, 35843915, -9.82, 101443.0, 35.06, 0
2390, 2390872, -9.65, 101441.0, 34.26, 0
3347, 3347908, -9.9, 101444.0, 34.28, 0
4706, 4706873, -9.9, 101444.0, 34.3, 0
6375, 6375909, -9.99, 101445.0, 34.33, 0
7403, 7403911, -9.99, 101445.0, 34.36, 0
8431, 8431917, -9.9, 101444.0, 34.38, 0
9945, 9945911, -9.74, 101442.0, 34.41, 0
11465, 11465911, -9.9, 101444.0, 34.44, 0
12497, 12497916, -9.9, 101444.0, 34.46, 0
14398, 14398906, -9.74, 101442.0, 34.5, 0
16466, 16466922, -9.82, 101443.0, 34.54, 0
18953, 18953914, -9.74, 101442.0, 34.58, 0
21675, 21675925, -9.99, 101445.0, 34.63, 0
23970, 23970913, -9.82, 101443.0, 34.68, 0
