Time (ms), accX, accY, accZ, gyroX, gyroY, gyroZ, tempC, Packet Error
301214, 0.24, 0.0, 0.0, 0.0, 0.0, 0.019.4, 0
300998, 0.17, 0.0, 0.0, 0.0, 0.0, 0.019.44, 0
301214, 0.24, 0.0, 0.0, 0.0, 0.0, 0.019.4, 0
302844, 0.19, 0.0, 0.0, -0.01, -0.01, -0.0119.4, 0
303041, 0.21, 0.0, 0.0, 0.0, 0.0, 0.019.35, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0, 0
303395, 0.21, 0.0, 0.0, 0.0, 0.0, 0.019.35, 0
303686, 0.22, 0.0, 0.0, 0.0, 0.0, 0.019.3, 0
303823, 0.21, 0.0, 0.0, 0.0, 0.0, 0.019.3, 0
304020, 0.19, 0.0, 0.0, 0.0, 0.0, 0.019.4, 0
304145, 0.18, 0.0, 0.0, 0.0, 0.0, 0.019.35, 0
304366, 0.16, 0.0, 0.0, 0.0, 0.0, 0.019.3, 0
304581, 0.22, 0.0, 0.0, 0.0, 0.0, 0.019.44, 0
304868, 0.2, 0.0, 0.0, 0.0, 0.0, 0.019.49, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0, 0
305219, 0.21, 0.0, 0.0, 0.0, 0.0, 0.019.49, 0
305510, 0.27, 0.0, 0.0, 0.0, 0.0, 0.019.35, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0, 0
305976, 0.17, 0.0, 0.0, 0.0, 0.0, 0.019.44, 0
306188, 0.18, 0.0, 0.0, 0.0, 0.0, 0.019.54, 0
306387, 0.2, 0.0, 0.0, 0.0, 0.0, 0.019.44, 0
306583, 0.21, 0.0, 0.0, 0.0, 0.0, 0.019.49, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0, 0
306935, 0.18, 0.0, 0.0, 0.0, 0.0, 0.019.49, 0
307152, 0.21, 0.0, 0.0, 0.0, 0.0, 0.019.54, 0
307364, 0.18, 0.0, 0.0, 0.0, 0.0, 0.019.35, 0
307563, 0.24, 0.0, 0.0, 0.0, 0.0, 0.019.44, 0
307688, 0.17, 0.0, 0.0, 0.0, 0.0, 0.019.49, 0
307979, 0.16, 0.0, 0.0, 0.0, 0.0, 0.019.44, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0, 0
308443, 0.23, 0.0, 0.0, 0.0, 0.0, 0.019.44, 0
308655, 0.21, 0.0, 0.0, 0.0, 0.0, 0.019.44, 0
308854, 0.17, 0.0, 0.0, 0.0, 0.0, 0.019.44, 0
308977, 0.21, 0.0, 0.0, 0.0, 0.0, 0.019.4, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0, 0
309501, 0.21, 0.0, 0.0, 0.0, 0.0, 0.019.4, 0
309702, 23, 647, -280, -772, -49, 01944, 1
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0, 0
310054, 0.17, 0.0, 0.0, 0.0, 0.0, 0.019.35, 0
310376, 0.17, 0.0, 0.0, 0.0, 0.0, 0.019.35, 0
310572, 0.13, 0.0, 0.0, 0.0, 0.0, 0.019.35, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0, 0
310924, 0.22, 0.0, 0.0, 0.0, 0.0, 0.019.35, 0
311140, 0.13, 0.0, 0.0, 0.0, 0.0, 0.019.49, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0, 0
311754, 0.19, 0.0, 0.0, 0.0, 0.0, 0.019.44, 0
311969, 0.23, 0.0, 0.0, 0.0, 0.0, 0.019.44, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0, 0
312435, 0.21, 0.0, 0.0, 0.0, 0.0, 0.019.4, 0
312647, 0.14, 0.0, 0.0, 0.0, 0.0, 0.019.4, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0, 0
313194, 0.21, 0.0, 0.0, 0.0, 0.0, 0.019.49, 0
313406, 0.18, 0.0, 0.0, 0.0, 0.0, 0.019.54, 0
313695, 0.2, 0.0, 0.0, 0.0, 0.0, 0.019.49, 0
313832, 0.22, 0.0, 0.0, 0.0, 0.0, 0.019.44, 0
314029, 0.19, 0.0, 0.0, 0.0, 0.0, 0.019.3, 0
314225, 0.21, 0.0, 0.0, 0.0, 0.0, 0.019.4, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0, 0
314766, 0.17, 0.0, 0.0, 0.0, 0.0, 0.019.35, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0, 0
315120, 0.19, 0.0, 0.0, 0.0, 0.0, 0.019.44, 0
315334, 0.16, 0.0, 0.0, 0.0, 0.0, 0.019.4, 0
315622, 0.14, 0.0, 0.0, 0.0, 0.0, 0.019.44, 0
315838, 0.21, 0.0, 0.0, 0.0, 0.0, 0.019.4, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0, 0
316191, 0.24, 0.0, 0.0, 0.0, 0.0, 0.019.54, 0
