Time (ms), accX, accY, accZ, gyroX, gyroY, gyroZ, tempC, Packet Error
921717, 9.82, 0.1, 0.1, 0.0, 0.0, 0.0, 60.05, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
922151, 9.85, 0.1, 0.1, 0.0, 0.0, 0.0, 60.1, 0
922403, 9.85, 0.1, 0.1, 0.0, 0.0, 0.0, 60.1, 0
922623, 9.83, 0.1, 0.1, 0.0, 0.0, 0.0, 60.15, 0
922912, 9.86, 0.1, 0.1, 0.0, 0.0, 0.0, 60.15, 0
923129, 9.84, 0.1, 0.1, 0.0, 0.0, 0.0, 60.1, 0
923270, 9.93, 0.1, 0.1, 0.0, 0.0, 0.0, 60.2, 0
923563, 9.84, 0.1, 0.1, 0.0, 0.0, 0.0, 60.24, 0
923700, 9.77, 0.1, 0.1, 0.0, 0.0, 0.0, 60.2, 0
923901, 9.83, 0.1, 0.1, 0.0, 0.0, 0.0, 60.15, 0
924024, 9.8, 0.1, 0.1, 0.0, 0.0, 0.0, 60.15, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
924554, 9.84, 0.1, 0.1, 0.0, 0.0, 0.0, 60.2, 0
924677, 9.78, 0.1, 0.1, 0.0, 0.0, 0.0, 60.1, 0
924892, 9.8, 0.1, 0.1, 0.0, 0.0, 0.0, 60.2, 0
925176, 9.85, 0.1, 0.1, 0.0, 0.0, 0.0, 60.1, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
925641, 9.78, 0.1, 0.1, 0.0, 0.0, 0.0, 60.15, 0
925764, 9.8, 0.1, 0.1, 0.0, 0.0, 0.0, 60.2, 0
925986, 9.89, 0.1, 0.1, 0.0, 0.0, 0.0, 60.15, 0
926223, 9.87, 0.1, 0.1, 0.0, 0.0, 0.0, 60.1, 0
926408, 9.85, 0.1, 0.1, 0.0, 0.0, 0.0, 60.2, 0
926550, 9.84, 0.1, 0.1, 0.0, 0.0, 0.0, 60.05, 0
926766, 9.94, 0.1, 0.1, 0.0, 0.0, 0.0, 60.1, 0
927055, 9.88, 0.1, 0.1, 0.0, 0.0, 0.0, 60.2, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
927511, 9.8, 0.1, 0.1, 0.0, 0.0, 0.0, 60.2, 0
927634, 9.85, 0.1, 0.1, 0.0, 0.0, 0.0, 60.15, 0
927854, 9.8, 0.1, 0.1, 0.0, 0.0, 0.0, 60.29, 0
928141, 9.87, 0.1, 0.1, 0.0, 0.0, 0.0, 60.2, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
928599, 9.86, 0.1, 0.1, 0.0, 0.0, 0.0, 60.2, 0
928726, 9.85, 0.1, 0.1, 0.0, 0.0, 0.0, 60.2, 0
929015, 9.82, 0.1, 0.1, 0.0, 0.0, 0.0, 60.2, 0
929161, 9.82, 0.1, 0.1, 0.0, 0.0, 0.0, 60.2, 0
929365, 9.86, 0.1, 0.1, 0.0, 0.0, 0.0, 60.1, 0
929496, 9.87, 0.1, 0.1, 0.0, 0.0, 0.0, 60.15, 0
929785, 9.85, 0.1, 0.1, 0.0, 0.0, 0.0, 60.15, 0
930002, 9.88, 0.1, 0.1, 0.0, 0.0, 0.0, 60.1, 0
930124, 9.87, 0.1, 0.1, 0.0, 0.0, 0.0, 60.24, 0
930335, 9.9, 0.1, 0.1, 0.0, 0.0, 0.0, 60.24, 0
930473, 9.91, 0.1, 0.1, 0.0, 0.0, 0.0, 60.2, 0
930672, 9.85, 0.1, 0.1, 0.0, 0.0, 0.0, 60.24, 0
930871, 9.88, 0.1, 0.1, 0.0, 0.0, 0.0, 60.1, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
931325, 9.89, 0.1, 0.1, 0.0, 0.0, 0.0, 60.2, 0
931467, 9.89, 0.1, 0.1, 0.0, 0.0, 0.0, 60.05, 0
931665, 9.92, 0.1, 0.1, 0.0, 0.0, 0.0, 60.2, 0
931792, 9.86, 0.1, 0.1, 0.0, 0.0, 0.0, 60.29, 0
932005, 9.83, 0.1, 0.1, 0.0, 0.0, 0.0, 60.24, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
