Time (ms), Altitude (m), Pressure (Pa), Temperature (degC), Packet Error
1021982, 105.94, 100059.0, 65.26, 0
1022211, 105.85, 100060.0, 65.26, 0
1022554, 106.02, 100058.0, 65.23, 0
1022875, 105.94, 100059.0, 65.25, 0
1023510, 105.77, 100061.0, 65.27, 0
1024052, 106.19, 100056.0, 65.27, 0
1024295, 105.85, 100060.0, 65.27, 0
1024937, 105.77, 100061.0, 65.28, 0
1025172, 105.77, 100061.0, 65.27, 0
1025388, 106.02, 100058.0, 65.28, 0
1025711, 105.94, 100059.0, 65.28, 0
1025926, 105.69, 100062.0, 65.29, 0
1026484, 106.19, 100056.0, 65.29, 0
1027122, 106.02, 100058.0, 65.3, 0
1027346, 105.94, 100059.0, 65.29, 0
1027556, 106.19, 100056.0, 65.3, 0
1027771, 106.11, 100057.0, 65.3, 0
1028090, 106.02, 100058.0, 65.3, 0
1028525, 105.94, 100059.0, 65.3, 0
1028841, 105.85, 100060.0, 65.31, 0
1029056, 105.94, 100059.0, 65.31, 0
1029281, 105.94, 100059.0, 65.31, 0
1029602, 106.02, 100058.0, 65.31, 0
1029921, 106.19, 100056.0, 65.31, 0
1030275, 106.19, 100056.0, 65.31, 0
1030592, 106.02, 100058.0, 65.32, 0
1031026, 106.19, 100056.0, 65.32, 0
1031282, 106.36, 100054.0, 65.31, 0
1031599, 106.11, 100057.0, 65.32, 0
1031816, 106.19, 100056.0, 65.32, 0
1032131, 106.36, 100054.0, 65.32, 0
1032347, 106.36, 100054.0, 65.33, 0
1032670, 106.36, 100054.0, 65.33, 0
1032887, 106.27, 100055.0, 65.33, 0
1033528, 106.53, 100052.0, 65.33, 0
1034171, 106.78, 100049.0, 65.34, 0
1034391, 106.78, 100049.0, 65.34, 0
1034711, 106.69, 100050.0, 65.34, 0
1035262, 106.69, 100050.0, 65.34, 0
1035582, 106.69, 100050.0, 65.34, 0
1036104, 106.36, 100054.0, 65.33, 0
1036318, 106.44, 100053.0, 65.34, 0
1036638, 106.36, 100054.0, 65.35, 0
1036953, 106.36, 100054.0, 65.35, 0
1037164, 106.61, 100051.0, 65.35, 0
1037386, 106.53, 100052.0, 65.35, 0
1037922, 106.53, 100052.0, 65.35, 0
1038138, 106.53, 100052.0, 65.36, 0
1038360, 106.69, 100050.0, 65.36, 0
1038572, 106.61, 100051.0, 65.36, 0
1038891, 106.53, 100052.0, 65.36, 0
1039107, 106.44, 100053.0, 65.36, 0
1039323, 106.53, 100052.0, 65.36, 0
1039540, 106.36, 100054.0, 65.37, 0
1039752, 106.53, 100052.0, 65.37, 0
1040176, 106.53, 100052.0, 65.37, 0
1040807, 106.19, 100056.0, 65.38, 0
1041280, 106.53, 100052.0, 65.37, 0
1041921, 106.19, 100056.0, 65.38, 0
1042171, 106.36, 100054.0, 65.37, 0
1042378, 106.44, 100053.0, 65.38, 0
1043352, 106.36, 100054.0, 65.39, 0
1043564, 106.19, 100056.0, 65.39, 0
1043879, 106.36, 100054.0, 65.39, 0
1044094, 106.53, 100052.0, 65.39, 0
1044319, 106.78, 100049.0, 65.39, 0
1044855, 106.53, 100052.0, 65.4, 0
1045173, 106.27, 100055.0, 65.4, 0
1045385, 106.36, 100054.0, 65.4, 0
1046026, 106.19, 100056.0, 65.4, 0
1046272, 106.11, 100057.0, 65.4, 0
1046698, 105.94, 100059.0, 65.41, 0
1047016, 106.02, 100058.0, 65.41, 0
1047454, 106.27, 100055.0, 65.41, 0
1047773, 105.85, 100060.0, 65.41, 0
1047985, 105.94, 100059.0, 65.42, 0
1048206, 106.02, 100058.0, 65.41, 0
1048527, 105.94, 100059.0, 65.42, 0
1048848, 105.69, 100062.0, 65.42, 0
1049095, 105.85, 100060.0, 65.37, 0
1049316, 106.11, 100057.0, 65.39, 0
1049641, 106.11, 100057.0, 65.41, 0
1049857, 105.94, 100059.0, 65.42, 0
1050076, 106.36, 100054.0, 65.42, 0
1050833, 106.27, 100055.0, 65.43, 0
1051052, 106.44, 100053.0, 65.43, 0
1051294, 106.36, 100054.0, 65.42, 0
1051514, 106.36, 100054.0, 65.42, 0
1052272, 106.44, 100053.0, 65.43, 0
1052595, 106.27, 100055.0, 65.44, 0
1053392, 106.36, 100054.0, 65.43, 0
1053615, 106.53, 100052.0, 65.43, 0
1053935, 106.19, 100056.0, 65.44, 0
1054177, 106.44, 100053.0, 65.44, 0
1054614, 106.53, 100052.0, 65.44, 0
1054833, 106.36, 100054.0, 65.45, 0
1055151, 106.44, 100053.0, 65.45, 0
1055376, 106.11, 100057.0, 65.45, 0
1055594, 106.36, 100054.0, 65.45, 0
1056389, 106.11, 100057.0, 65.45, 0
1056713, 106.11, 100057.0, 65.46, 0
1057283, 106.11, 100057.0, 65.45, 0
1057607, 106.27, 100055.0, 65.46, 0
1058038, 106.02, 100058.0, 65.47, 0
1058288, 105.94, 100059.0, 65.46, 0
1059285, 106.19, 100056.0, 65.47, 0
1059609, 105.85, 100060.0, 65.47, 0
1060393, 106.02, 100058.0, 65.48, 0
1060720, 106.02, 100058.0, 65.48, 0
1061274, 106.02, 100058.0, 65.48, 0
1061489, 105.94, 100059.0, 65.48, 0
1061812, 106.11, 100057.0, 65.49, 0
1062399, 106.11, 100057.0, 65.48, 0
1062620, 106.19, 100056.0, 65.49, 0
1063301, 106.02, 100058.0, 65.49, 0
1063625, 105.94, 100059.0, 65.5, 0
1064270, 105.85, 100060.0, 65.5, 0
1064489, 106.11, 100057.0, 65.5, 0
1065027, 106.02, 100058.0, 65.51, 0
1065263, 106.02, 100058.0, 65.5, 0
1065480, 106.02, 100058.0, 65.51, 0
1065804, 106.44, 100053.0, 65.51, 0
1066357, 106.78, 100049.0, 65.51, 0
1066788, 106.86, 100048.0, 65.48, 0
1067111, 106.95, 100047.0, 65.41, 0
1067539, 106.78, 100049.0, 65.3, 0
1067761, 106.69, 100050.0, 65.24, 0
1068084, 107.03, 100046.0, 65.2, 0
1068405, 107.28, 100043.0, 65.2, 0
1069053, 107.79, 100037.0, 65.11, 0
1069379, 108.04, 100034.0, 64.94, 0
1070374, 108.04, 100034.0, 64.65, 0
1070698, 107.62, 100039.0, 64.66, 0
1070916, 107.87, 100036.0, 64.67, 0
1071479, 107.87, 100036.0, 64.67, 0
1071698, 107.54, 100040.0, 64.64, 0
1072389, 107.37, 100042.0, 64.54, 0
1072713, 107.28, 100043.0, 64.53, 0
1073285, 107.03, 100046.0, 64.49, 0
1073609, 107.7, 100038.0, 64.46, 0
1074040, 107.28, 100043.0, 64.35, 0
1074277, 107.54, 100040.0, 64.26, 0
1074492, 107.62, 100039.0, 64.19, 0
1074817, 107.62, 100039.0, 64.09, 0
1075369, 107.62, 100039.0, 63.94, 0
1076025, 107.45, 100041.0, 63.84, 0
1076266, 107.54, 100040.0, 63.8, 0
1076696, 107.45, 100041.0, 63.75, 0
1077019, 107.45, 100041.0, 63.7, 0
1077258, 107.37, 100042.0, 63.66, 0
1077475, 107.37, 100042.0, 63.63, 0
1077690, 107.37, 100042.0, 63.6, 0
1077908, 107.28, 100043.0, 63.56, 0
1078372, 107.2, 100044.0, 63.47, 0
1078696, 107.37, 100042.0, 63.41, 0
1079260, 107.03, 100046.0, 63.24, 0
1079584, 107.2, 100044.0, 63.13, 0
1079802, 107.37, 100042.0, 63.07, 0
1080801, 107.2, 100044.0, 62.76, 0
1081019, 107.45, 100041.0, 62.71, 0
1081263, 107.2, 100044.0, 62.65, 0
1081583, 107.28, 100043.0, 62.61, 0
1082368, 107.45, 100041.0, 62.47, 0
1083125, 107.28, 100043.0, 62.28, 0
1083349, 107.28, 100043.0, 62.21, 0
1083568, 107.28, 100043.0, 62.16, 0
1084644, 107.2, 100044.0, 61.93, 0
1084863, 107.03, 100046.0, 61.87, 0
1085183, 107.03, 100046.0, 61.79, 0
