Time (ms), Time (us), Altitude (m), Pressure (Pa), Temperature (degC), Packet Error
260577, 260577353, -6.91, 101408.0, 34.12, 0
261208, 261208930, -6.91, 101408.0, 34.12, 0
262073, 262073915, -6.91, 101408.0, 34.13, 0
263169, 263169082, -6.82, 101407.0, 34.14, 0
263636, 263636102, -6.74, 101406.0, 34.14, 0
264495, 264495831, -6.82, 101407.0, 34.15, 0
265119, 265119082, -7.07, 101410.0, 34.15, 0
265982, 265982920, -6.82, 101407.0, 34.16, 0
266535, 266535313, -6.91, 101408.0, 34.16, 0
267616, 267616999, -6.82, 101407.0, 34.16, 0
268638, 268638071, -6.91, 101408.0, 34.18, 0
269501, 269501943, -6.91, 101408.0, 34.18, 0
270125, 270125003, -6.91, 101408.0, 34.19, 0
271147, 271147698, -6.99, 101409.0, 34.2, 0
271777, 271777928, -6.91, 101408.0, 34.2, 0
272476, 272476922, -6.91, 101408.0, 34.21, 0
273502, 273502832, -6.82, 101407.0, 34.22, 0
273964, 273964919, -6.74, 101406.0, 34.23, 0
274592, 274592938, -6.82, 101407.0, 34.23, 0
275219, 275219065, -6.82, 101407.0, 34.23, 0
276175, 276175062, -6.99, 101409.0, 34.24, 0
277039, 277039921, -6.82, 101407.0, 34.25, 0
277748, 277748930, -6.99, 101409.0, 34.25, 0
278213, 278213087, -6.91, 101408.0, 34.26, 0
279157, 279157037, -6.82, 101407.0, 34.26, 0
280016, 280016924, -6.99, 101409.0, 34.27, 0
280809, 280809927, -6.82, 101407.0, 34.28, 0
281511, 281511028, -6.82, 101407.0, 34.28, 0
282297, 282297925, -6.82, 101407.0, 34.29, 0
282685, 282685079, -7.07, 101410.0, 34.29, 0
283172, 283172068, -6.82, 101407.0, 34.29, 0
283492, 283492569, -6.82, 101407.0, 34.29, 0
284192, 284192083, -6.82, 101407.0, 34.3, 0
284468, 284468921, -6.74, 101406.0, 34.25, 0
285174, 285174030, -6.91, 101408.0, 34.3, 0
286196, 286196086, -6.99, 101409.0, 34.32, 0
287136, 287136890, -6.91, 101408.0, 34.33, 0
288240, 288240078, -6.91, 101408.0, 34.33, 0
289176, 289176922, -6.82, 101407.0, 34.34, 0
290039, 290039922, -6.91, 101408.0, 34.35, 0
291143, 291143924, -7.07, 101410.0, 34.36, 0
291768, 291768087, -6.91, 101408.0, 34.36, 0
292624, 292624935, -6.91, 101408.0, 34.37, 0
293651, 293651913, -6.58, 101404.0, 34.38, 0
294744, 294744089, -6.99, 101409.0, 34.39, 0
295846, 295846926, -6.99, 101409.0, 34.39, 0
296545, 296545526, -6.91, 101408.0, 34.4, 0
297249, 297249080, -7.07, 101410.0, 34.4, 0
298118, 298118924, -6.91, 101408.0, 34.41, 0
299058, 299058895, -6.91, 101408.0, 34.41, 0
299764, 299764089, -6.99, 101409.0, 34.42, 0
300229, 300229074, -6.82, 101407.0, 34.43, 0
300859, 300859927, -6.91, 101408.0, 34.42, 0
301558, 301558518, -7.07, 101410.0, 34.43, 0
301955, 301955911, -7.07, 101410.0, 34.43, 0
303187, 303187927, -6.91, 101408.0, 34.43, 0
303820, 303820029, -6.82, 101407.0, 34.44, 0
304680, 304680919, -6.82, 101407.0, 34.45, 0
305301, 305301082, -6.91, 101408.0, 34.46, 0
306087, 306087921, -7.16, 101411.0, 34.46, 0
306713, 306713927, -6.91, 101408.0, 34.47, 0
307344, 307344930, -6.99, 101409.0, 34.47, 0
308440, 308440918, -6.91, 101408.0, 34.48, 0
309299, 309299058, -6.99, 101409.0, 34.49, 0
310162, 310162919, -6.91, 101408.0, 34.49, 0
310549, 310549521, -6.91, 101408.0, 34.5, 0
311253, 311253990, -6.91, 101408.0, 34.5, 0
312276, 312276048, -6.91, 101408.0, 34.51, 0
313141, 313141914, -6.99, 101409.0, 34.51, 0
313763, 313763006, -6.99, 101409.0, 34.52, 0
314627, 314627936, -6.91, 101408.0, 34.52, 0
315722, 315722921, -6.99, 101409.0, 34.53, 0
316348, 316348080, -6.99, 101409.0, 34.54, 0
317211, 317211920, -7.07, 101410.0, 34.54, 0
318154, 318154921, -6.99, 101409.0, 34.55, 0
318781, 318781027, -6.99, 101409.0, 34.55, 0
319726, 319726918, -7.07, 101410.0, 34.56, 0
320728, 320728919, -7.07, 101410.0, 34.56, 0
321753, 321753916, -7.16, 101411.0, 34.57, 0
322699, 322699914, -6.91, 101408.0, 34.57, 0
323320, 323320081, -6.91, 101408.0, 34.58, 0
324189, 324189923, -6.91, 101408.0, 34.58, 0
324814, 324814508, -7.07, 101410.0, 34.59, 0
325442, 325442929, -7.24, 101412.0, 34.59, 0
326300, 326300968, -7.07, 101410.0, 34.6, 0
326930, 326930928, -7.07, 101410.0, 34.6, 0
327795, 327795919, -7.16, 101411.0, 34.61, 0
328659, 328659921, -6.99, 101409.0, 34.61, 0
329363, 329363088, -7.24, 101412.0, 34.61, 0
330226, 330226921, -6.99, 101409.0, 34.62, 0
330851, 330851080, -7.16, 101411.0, 34.62, 0
331719, 331719916, -6.99, 101409.0, 34.62, 0
332340, 332340085, -7.24, 101412.0, 34.63, 0
332971, 332971930, -7.07, 101410.0, 34.63, 0
334383, 334383085, -7.16, 101411.0, 34.64, 0
335246, 335246923, -6.99, 101409.0, 34.64, 0
335711, 335711927, -7.16, 101411.0, 34.65, 0
336902, 336902077, -7.16, 101411.0, 34.65, 0
337377, 337377054, -7.32, 101413.0, 34.65, 0
337696, 337696939, -7.16, 101411.0, 34.59, 0
338254, 338254920, -7.16, 101411.0, 34.64, 0
339194, 339194920, -6.99, 101409.0, 34.65, 0
339906, 339906076, -7.07, 101410.0, 34.66, 0
340374, 340374080, -7.07, 101410.0, 34.67, 0
340836, 340836914, -7.07, 101410.0, 34.67, 0
341468, 341468930, -7.24, 101412.0, 34.67, 0
342332, 342332922, -7.07, 101410.0, 34.67, 0
343199, 343199916, -7.24, 101412.0, 34.68, 0
344296, 344296914, -7.16, 101411.0, 34.68, 0
344921, 344921085, -7.24, 101412.0, 34.69, 0
345784, 345784924, -6.99, 101409.0, 34.69, 0
346409, 346409086, -7.16, 101411.0, 34.7, 0
347273, 347273921, -7.07, 101410.0, 34.7, 0
347902, 347902092, -7.07, 101410.0, 34.7, 0
348366, 348366919, -7.07, 101410.0, 34.7, 0
348918, 348918073, -7.32, 101413.0, 34.71, 0
349385, 349385081, -7.07, 101410.0, 34.71, 0
350247, 350247923, -6.91, 101408.0, 34.71, 0
350947, 350947082, -7.24, 101412.0, 34.72, 0
351809, 351809919, -7.16, 101411.0, 34.72, 0
352440, 352440087, -7.07, 101410.0, 34.72, 0
353302, 353302922, -7.07, 101410.0, 34.72, 0
353925, 353925087, -6.99, 101409.0, 34.73, 0
354792, 354792922, -7.07, 101410.0, 34.73, 0
356148, 356148927, -7.07, 101410.0, 34.73, 0
356467, 356467083, -7.07, 101410.0, 34.74, 0
357326, 357326916, -7.16, 101411.0, 34.74, 0
358351, 358351924, -6.91, 101408.0, 34.75, 0
359446, 359446082, -6.99, 101409.0, 34.76, 0
360320, 360320928, -7.07, 101410.0, 34.76, 0
360785, 360785926, -7.07, 101410.0, 34.76, 0
361409, 361409919, -7.24, 101412.0, 34.77, 0
362268, 362268924, -7.16, 101411.0, 34.77, 0
363061, 363061923, -7.16, 101411.0, 34.77, 0
363766, 363766918, -7.07, 101410.0, 34.78, 0
364392, 364392920, -6.99, 101409.0, 34.78, 0
364577, 364577554, -6.99, 101409.0, 34.77, 0
364888, 364888921, -6.99, 101409.0, 34.78, 0
365995, 365995087, -6.91, 101408.0, 34.79, 0
366463, 366463074, -6.99, 101409.0, 34.79, 0
367332, 367332922, -7.16, 101411.0, 34.8, 0
367958, 367958083, -6.91, 101408.0, 34.8, 0
368819, 368819920, -7.16, 101411.0, 34.81, 0
369446, 369446037, -7.07, 101410.0, 34.81, 0
370312, 370312925, -6.99, 101409.0, 34.82, 0
370933, 370933922, -7.07, 101410.0, 34.83, 0
371872, 371872894, -6.99, 101409.0, 34.83, 0
372500, 372500917, -7.07, 101410.0, 34.83, 0
372822, 372822913, -7.24, 101412.0, 34.83, 0
373165, 373165921, -7.157437324523926, 101411.0, 69.5999984741211, 1
373863, 373863921, -7.07, 101410.0, 34.84, 0
374491, 374491990, -7.07, 101410.0, 34.84, 0
375355, 375355921, -6.99, 101409.0, 34.85, 0
375982, 375982078, -6.99, 101409.0, 34.86, 0
376843, 376843920, -6.99, 101409.0, 34.86, 0
377464, 377464981, -7.07, 101410.0, 34.86, 0
378493, 378493880, -7.16, 101411.0, 34.87, 0
379354, 379354924, -7.16, 101411.0, 34.87, 0
379981, 379981055, -6.99, 101409.0, 34.88, 0
380849, 380849913, -7.16, 101411.0, 34.88, 0
381318, 381318921, -6.99, 101409.0, 34.88, 0
382020, 382020080, -7.07, 101410.0, 34.89, 0
382485, 382485168, -7.07, 101410.0, 34.89, 0
383514, 383514684, -7.07, 101410.0, 34.89, 0
384375, 384375922, -6.99, 101409.0, 34.9, 0
384999, 384999069, -6.91, 101408.0, 34.9, 0
386022, 386022084, -7.07, 101410.0, 34.9, 0
386486, 386486163, -6.91, 101408.0, 34.91, 0
387982, 387982921, -6.99, 101409.0, 34.91, 0
388844, 388844921, -7.16, 101411.0, 34.92, 0
389547, 389547700, -6.91, 101408.0, 34.92, 0
0, 2684354560, -0.0, 0.0, 0.0, 1
390012, 390012008, -6.99, 101409.0, 34.93, 0
390786, 390786939, -6.82, 101407.0, 34.86, 0
392362, 392362895, -6.99, 101409.0, 34.94, 0
393392, 393392918, -7.16, 101411.0, 34.94, 0
393860, 393860917, -7.07, 101410.0, 34.94, 0
394564, 394564349, -7.07, 101410.0, 34.95, 0
395028, 395028027, -6.82, 101407.0, 34.96, 0
395896, 395896928, -7.07, 101410.0, 34.96, 0
396991, 396991923, -6.91, 101408.0, 34.96, 0
398559, 398559605, -6.82, 101407.0, 34.97, 0
399186, 399186918, -6.82, 101407.0, 34.97, 0
400050, 400050069, -6.99, 101409.0, 34.98, 0
401071, 401071074, -6.99, 101409.0, 34.99, 0
401539, 401539513, -7.16, 101411.0, 34.99, 0
402401, 402401919, -6.91, 101408.0, 34.99, 0
403031, 403031928, -6.91, 101408.0, 34.99, 0
403894, 403894918, -6.99, 101409.0, 35.0, 0
404600, 404600101, -6.99, 101409.0, 35.0, 0
405460, 405460915, -6.99, 101409.0, 35.01, 0
406085, 406085079, -6.91, 101408.0, 35.01, 0
407187, 407187918, -7.07, 101410.0, 35.01, 0
408128, 408128075, -6.91, 101408.0, 35.02, 0
408295, 408295907, -6.99, 101409.0, 35.01, 0
409921, 409921917, -6.91, 101408.0, 35.02, 0
411097, 411097079, -6.99, 101409.0, 35.03, 0
412430, 412430920, -6.82, 101407.0, 35.04, 0
413457, 413457924, -6.99, 101409.0, 35.04, 0
414080, 414080909, -6.99, 101409.0, 35.04, 0
414940, 414940921, -6.82, 101407.0, 35.05, 0
415645, 415645097, -6.91, 101408.0, 35.05, 0
416508, 416508522, -6.82, 101407.0, 35.05, 0
417931, 417931919, -6.99, 101409.0, 35.06, 0
418635, 418635068, -6.99, 101409.0, 35.06, 0
419748, 419748929, -6.99, 101409.0, 35.07, 0
420447, 420447917, -6.74, 101406.0, 35.07, 0
421155, 421155077, -6.74, 101406.0, 35.08, 0
422023, 422023921, -6.91, 101408.0, 35.08, 0
422493, 422493736, -6.91, 101408.0, 35.08, 0
423113, 423113918, -6.99, 101409.0, 35.09, 0
424135, 424135105, -6.99, 101409.0, 35.09, 0
425162, 425162057, -6.99, 101409.0, 35.09, 0
425626, 425626009, -6.99, 101409.0, 35.1, 0
425949, 425949910, -7.16, 101411.0, 35.1, 0
427101, 427101889, -6.99, 101409.0, 35.1, 0
428122, 428122921, -7.07, 101410.0, 35.11, 0
428987, 428987911, -6.91, 101408.0, 35.11, 0
429931, 429931912, -7.16, 101411.0, 35.12, 0
1580, 1580925, -6.66, 101405.0, 33.18, 0
2277, 2277921, -6.82, 101407.0, 33.28, 0
2978, 2978013, -6.82, 101407.0, 33.3, 0
3838, 3838938, -7.07, 101410.0, 33.31, 0
4544, 4544062, -6.99, 101409.0, 33.32, 0
5400, 5400919, -6.82, 101407.0, 33.33, 0
6027, 6027094, -6.99, 101409.0, 33.34, 0
6890, 6890920, -6.82, 101407.0, 33.35, 0
7512, 7512093, -6.91, 101408.0, 33.36, 0
8139, 8139931, -7.07, 101410.0, 33.37, 0
8606, 8606929, -7.07, 101410.0, 33.38, 0
9068, 9068093, -6.99, 101409.0, 33.39, 0
9536, 9536083, -6.99, 101409.0, 33.4, 0
10001, 10001007, -6.99, 101409.0, 33.4, 0
11101, 11101927, -7.16, 101411.0, 33.42, 0
11566, 11566092, -6.99, 101409.0, 33.43, 0
12192, 12192921, -7.16, 101411.0, 33.44, 0
12890, 12890922, -7.24, 101412.0, 33.45, 0
12972, 12972887, -6.91, 101408.0, 33.45, 0
14358, 14358920, -7.07, 101410.0, 33.47, 0
15144, 15144926, -7.07, 101410.0, 33.48, 0
15611, 15611009, -7.16, 101411.0, 33.49, 0
16237, 16237887, -6.99, 101409.0, 33.5, 0
16941, 16941921, -7.24, 101412.0, 33.51, 0
17407, 17407922, -7.07, 101410.0, 33.52, 0
17873, 17873921, -7.07, 101410.0, 33.53, 0
18423, 18423921, -7.16, 101411.0, 33.54, 0
19124, 19124012, -7.16, 101411.0, 33.54, 0
19982, 19982920, -7.16, 101411.0, 33.56, 0
20607, 20607092, -7.07, 101410.0, 33.57, 0
21236, 21236885, -6.82, 101407.0, 33.58, 0
21939, 21939915, -6.91, 101408.0, 33.59, 0
22405, 22405919, -7.16, 101411.0, 33.6, 0
22871, 22871920, -7.24, 101412.0, 33.61, 0
23570, 23570086, -7.16, 101411.0, 33.62, 0
24428, 24428923, -6.99, 101409.0, 33.64, 0
25052, 25052029, -7.07, 101410.0, 33.65, 0
25681, 25681928, -7.16, 101411.0, 33.66, 0
26306, 26306920, -7.24, 101412.0, 33.67, 0
27000, 27000923, -7.07, 101410.0, 33.68, 0
27625, 27625059, -7.24, 101412.0, 33.69, 0
28482, 28482919, -6.91, 101408.0, 33.7, 0
29504, 29504921, -7.32, 101413.0, 33.72, 0
30124, 30124088, -7.07, 101410.0, 33.73, 0
30674, 30674917, -6.91, 101408.0, 33.73, 0
31599, 31599092, -7.24, 101412.0, 33.74, 0
32458, 32458920, -7.41, 101414.0, 33.76, 0
33081, 33081062, -7.07, 101410.0, 33.77, 0
33943, 33943922, -6.99, 101409.0, 33.79, 0
34559, 34559923, -7.24, 101412.0, 33.8, 0
35184, 35184927, -6.99, 101409.0, 33.81, 0
35571, 35571918, -7.16, 101411.0, 33.81, 0
36036, 36036923, -6.99, 101409.0, 33.82, 0
36500, 36500919, -6.99, 101409.0, 33.83, 0
37128, 37128102, -7.16, 101411.0, 33.84, 0
37985, 37985921, -7.16, 101411.0, 33.85, 0
38610, 38610133, -7.16, 101411.0, 33.86, 0
39233, 39233926, -7.24, 101412.0, 33.87, 0
39938, 39938921, -7.16, 101411.0, 33.88, 0
40640, 40640098, -7.07, 101410.0, 33.89, 0
41429, 41429923, -7.07, 101410.0, 33.9, 0
42129, 42129093, -7.07, 101410.0, 33.91, 0
42591, 42591920, -7.16, 101411.0, 33.92, 0
43053, 43053923, -7.07, 101410.0, 33.93, 0
