Time (ms), accX, accY, accZ, gyroX, gyroY, gyroZ, tempC, Packet Error
762065, 9.81, 0.1, 0.1, 0.0, 0.0, 0.058.74, 0
762286, 9.87, 0.1, 0.1, 0.0, 0.0, 0.058.78, 0
762506, 9.91, 0.1, 0.1, 0.0, 0.0, 0.058.78, 0
762795, 9.83, 0.1, 0.1, 0.0, 0.0, 0.058.83, 0
763010, 9.9, 0.1, 0.1, 0.0, 0.0, 0.058.93, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0, 0
763475, 9.85, 0.1, 0.1, 0.0, 0.0, 0.058.78, 0
763602, 9.85, 0.1, 0.1, 0.0, 0.0, 0.058.78, 0
763799, 9.84, 0.1, 0.1, 0.0, 0.0, 0.058.78, 0
763923, 9.82, 0.1, 0.1, 0.0, 0.0, 0.058.83, 0
764124, 9.85, 0.1, 0.1, 0.0, 0.0, 0.058.78, 0
764335, 9.8, 0.1, 0.1, 0.0, 0.0, 0.058.93, 0
764477, 9.82, 0.1, 0.1, 0.0, 0.0, 0.058.88, 0
764674, 9.89, 0.1, 0.1, 0.0, 0.0, 0.058.78, 0
764801, 9.84, 0.1, 0.1, 0.0, 0.0, 0.058.78, 0
765090, 9.86, 0.1, 0.1, 0.0, 0.0, 0.058.78, 0
765221, 9.85, 0.1, 0.1, 0.0, 0.0, 0.058.83, 0
765364, 9.87, 0.1, 0.1, 0.0, 0.0, 0.058.74, 0
765569, 9.82, 0.1, 0.1, 0.0, 0.0, 0.058.88, 0
765692, 9.84, 0.1, 0.1, 0.0, 0.0, 0.058.78, 0
765909, 9.84, 0.1, 0.1, 0.0, 0.0, 0.058.74, 0
766125, 9.81, 0.1, 0.1, 0.0, 0.0, 0.058.74, 0
766420, 9.86, 0.1, 0.1, 0.0, 0.0, 0.058.83, 0
766558, 9.83, 0.1, 0.1, 0.0, 0.0, 0.058.88, 0
766759, 9.87, 0.1, 0.1, 0.0, 0.0, 0.058.74, 0
766882, 9.9, 0.1, 0.1, 0.0, 0.0, 0.058.74, 0
767099, 9.84, 0.1, 0.1, 0.0, 0.0, 0.058.78, 0
767392, 9.93, 0.1, 0.1, 0.0, 0.0, 0.058.88, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0, 0
767862, 9.88, 0.1, 0.1, 0.0, 0.0, 0.058.78, 0
768150, 9.84, 0.1, 0.1, 0.0, 0.0, 0.058.93, 0
768288, 9.81, 0.1, 0.1, 0.0, 0.0, 0.058.83, 0
768489, 9.9, 0.1, 0.1, 0.0, 0.0, 0.058.88, 0
768612, 9.87, 0.1, 0.1, 0.0, 0.0, 0.058.88, 0
768831, 9.85, 0.1, 0.1, 0.0, 0.0, 0.058.93, 0
769046, 9.84, 0.1, 0.1, 0.0, 0.0, 0.058.78, 0
769271, 9.85, 0.1, 0.1, 0.0, 0.0, 0.058.78, 0
