Time (ms), Time (us), Altitude (m), Pressure (Pa), Temperature (degC), Packet Error
237414, 237414899, -58.53, 102030.0, 28.77, 0
254023, 254023900, -58.61, 102031.0, 29.05, 0
265039, 265039783, -58.36, 102028.0, 29.23, 0
287898, 287898867, -58.36, 102028.0, 29.57, 0
298992, 293750022, -58.36427688598633, 102028.0, 29.75, 1
304249, 304249897, -58.36, 102028.0, 29.82, 0
320229, 320229898, -58.28, 102027.0, 30.03, 0
330490, 330490922, -58.12, 102025.0, 30.15, 0
0, 2684354560, 0.0, 0.0, 0.0, 1
339643, 339643897, -58.28, 102027.0, 30.28, 0
339965, 339965901, -58.45, 102029.0, 30.28, 0
340294, 340294506, -58.36, 102028.0, 30.18, 0
341087, 341087256, -58.36, 102028.0, 30.1, 0
341872, 341872949, -58.45, 102029.0, 30.09, 0
344014, 344014896, -58.28, 102027.0, 30.32, 0
349543, 349543898, -58.53, 102030.0, 30.4, 0
350138, 350138911, -58.2, 102026.0, 30.36, 0
351250, 351250898, -58.28, 102027.0, 30.42, 0
352451, 352451893, -58.28, 102027.0, 30.44, 0
353246, 353246895, -58.28, 102027.0, 30.46, 0
355013, 355013870, -58.45, 102029.0, 30.48, 0
356205, 356205868, -58.45, 102029.0, 30.5, 0
358852, 358852897, -58.28, 102027.0, 30.53, 0
360779, 360779871, -58.2, 102026.0, 30.56, 0
362224, 362224899, -58.45, 102029.0, 30.57, 0
363097, 363097486, -58.36, 102028.0, 30.59, 0
366940, 366940890, -58.12, 102025.0, 30.64, 0
367104, 367104302, -58.28, 102027.0, 30.63, 0
368992, 368992899, -58.36, 102028.0, 30.66, 0
372500, 372500916, -58.36, 102028.0, 30.7, 0
375377, 375377868, -58.2, 102026.0, 30.74, 0
377616, 377616895, -58.45, 102029.0, 30.76, 0
378814, 378814899, -58.12, 102025.0, 30.77, 0
