Time (ms), Altitude (m), Pressure (Pa), Temperature (degC), Packet Error
10174, -75.9, 102240.0, 22.62, 0
10392, -76.07, 102242.0, 22.63, 0
11033, -75.9, 102240.0, 22.67, 0
11357, -75.98, 102241.0, 22.68, 0
12656, -75.9, 102240.0, 22.75, 0
12875, -75.82, 102239.0, 22.76, 0
13099, -75.74, 102238.0, 22.76, 0
13746, -75.98, 102241.0, 22.8, 0
13965, -75.9, 102240.0, 22.81, 0
14189, -75.82, 102239.0, 22.82, 0
15707, -75.82, 102239.0, 22.89, 0
16024, -75.65, 102237.0, 22.91, 0
16456, -75.9, 102240.0, 22.93, 0
16675, -75.98, 102241.0, 22.94, 0
17117, -75.82, 102239.0, 22.96, 0
18857, -75.74, 102238.0, 23.05, 0
19929, -75.82, 102239.0, 23.1, 0
20152, -75.9, 102240.0, 23.11, 0
20372, -75.82, 102239.0, 23.12, 0
21667, -75.65, 102237.0, 23.19, 0
21886, -75.9, 102240.0, 23.2, 0
22116, -75.9, 102240.0, 23.21, 0
22977, -75.74, 102238.0, 23.25, 0
23292, -75.82, 102239.0, 23.27, 0
24817, -75.9, 102240.0, 23.34, 0
25891, -75.82, 102239.0, 23.39, 0
26528, -75.98, 102241.0, 23.43, 0
26851, -75.65, 102237.0, 23.44, 0
27061, -75.74, 102238.0, 23.45, 0
27386, -75.82, 102239.0, 23.46, 0
28684, -75.65, 102237.0, 23.53, 0
29323, -75.98, 102241.0, 23.56, 0
29646, -75.74, 102238.0, 23.57, 0
31286, -75.82, 102239.0, 23.65, 0
31500, -75.82, 102239.0, 23.66, 0
31720, -75.65, 102237.0, 23.67, 0
33128, -75.65, 102237.0, 23.74, 0
33452, -75.74, 102238.0, 23.75, 0
33883, -75.82, 102239.0, 23.78, 0
34105, -75.74, 102238.0, 23.78, 0
34322, -75.74, 102238.0, 23.8, 0
34536, -75.74, 102238.0, 23.81, 0
34754, -75.74, 102238.0, 23.81, 0
35196, -75.82, 102239.0, 23.83, 0
35627, -75.65, 102237.0, 23.86, 0
35846, -75.57, 102236.0, 23.87, 0
36166, -75.74, 102238.0, 23.88, 0
36489, -75.65, 102237.0, 23.9, 0
37131, -75.65, 102237.0, 23.93, 0
37454, -75.74, 102238.0, 23.94, 0
38754, -75.57, 102236.0, 24.0, 0
38974, -75.65, 102237.0, 24.0, 0
39199, -75.65, 102237.0, 24.01, 0
40497, -75.65, 102237.0, 24.07, 0
40716, -75.74, 102238.0, 24.08, 0
41036, -75.74, 102238.0, 24.1, 0
41258, -75.49, 102235.0, 24.1, 0
41473, -75.57, 102236.0, 24.12, 0
41904, -75.74, 102238.0, 24.13, 0
42539, -75.65, 102237.0, 24.16, 0
42756, -75.49, 102235.0, 24.17, 0
43074, -75.82, 102239.0, 24.18, 0
43398, -75.82, 102239.0, 24.19, 0
44041, -75.65, 102237.0, 24.22, 0
44264, -75.65, 102237.0, 24.22, 0
44482, -75.57, 102236.0, 24.24, 0
45129, -75.57, 102236.0, 24.26, 0
45448, -75.65, 102237.0, 24.28, 0
46757, -75.65, 102237.0, 24.33, 0
47087, -75.49, 102235.0, 24.34, 0
47412, -75.57, 102236.0, 24.35, 0
47843, -75.65, 102237.0, 24.37, 0
48912, -75.41, 102234.0, 24.41, 0
49135, -75.65, 102237.0, 24.41, 0
49353, -75.65, 102237.0, 24.42, 0
50224, -75.49, 102235.0, 24.46, 0
50547, -75.57, 102236.0, 24.47, 0
50978, -75.74, 102238.0, 24.48, 0
51294, -75.57, 102236.0, 24.5, 0
51727, -75.41, 102234.0, 24.51, 0
52370, -75.41, 102234.0, 24.54, 0
52589, -75.41, 102234.0, 24.54, 0
53782, -75.57, 102236.0, 24.58, 0
54004, -75.57, 102236.0, 24.59, 0
54757, -75.49, 102235.0, 24.62, 0
54980, -75.57, 102236.0, 24.62, 0
55203, -75.65, 102237.0, 24.63, 0
55847, -75.32, 102233.0, 24.65, 0
56073, -75.57, 102236.0, 24.66, 0
56291, -75.49, 102235.0, 24.67, 0
56939, -75.48770904541016, -1.885902880375696e+24, 24.690000534057617, 1
57575, -75.49, 102235.0, 24.72, 0
58217, -75.49, 102235.0, 24.73, 0
58542, -75.41, 102234.0, 24.74, 0
58972, -75.57, 102236.0, 24.76, 0
59289, -75.49, 102235.0, 24.77, 0
59505, -75.41, 102234.0, 24.78, 0
59827, -75.49, 102235.0, 24.79, 0
60164, -75.57, 102236.0, 24.79, 0
61020, -75.49, 102235.0, 24.83, 0
61344, -75.49, 102235.0, 24.84, 0
61775, -75.32, 102233.0, 24.85, 0
62413, -75.41, 102234.0, 24.87, 0
62734, -75.32, 102233.0, 24.88, 0
63827, -75.32, 102233.0, 24.91, 0
64250, -75.32, 102233.0, 24.93, 0
64469, -75.4050521850586, 102234.0, 398.8800048828125, 1
65001, -75.16, 102231.0, 24.95, 0
65326, -75.24, 102232.0, 24.96, 0
65971, -75.57, 102236.0, 24.98, 0
66287, -75.24, 102232.0, 24.99, 0
66935, -75.41, 102234.0, 25.01, 0
67255, -75.41, 102234.0, 25.02, 0
67687, -75.24, 102232.0, 25.03, 0
67904, -75.32, 102233.0, 25.04, 0
68142, -75.24, 102232.0, 25.03, 0
68361, -75.24, 102232.0, 25.04, 0
69771, -75.32, 102233.0, 25.09, 0
69994, -75.49, 102235.0, 25.1, 0
70214, -75.41, 102234.0, 25.1, 0
70859, -75.24, 102232.0, 25.13, 0
71499, -75.24, 102232.0, 25.14, 0
71718, -75.07, 102230.0, 25.15, 0
72035, -75.16, 102231.0, 25.16, 0
72363, -75.49, 102235.0, 25.17, 0
73002, -75.32, 102233.0, 25.19, 0
73222, -75.32, 102233.0, 25.19, 0
73977, -75.32, 102233.0, 25.22, 0
74293, -75.07, 102230.0, 25.23, 0
74724, -75.16, 102231.0, 25.24, 0
75370, -75.24, 102232.0, 25.26, 0
75589, -75.49, 102235.0, 25.26, 0
75806, -75.16, 102231.0, 25.27, 0
76020, -75.24, 102232.0, 25.28, 0
76342, -75.24, 102232.0, 25.29, 0
76773, -75.24, 102232.0, 25.3, 0
77002, -75.32, 102233.0, 25.3, 0
77215, -74.99, 102229.0, 25.31, 0
78091, -75.07, 102230.0, 25.33, 0
78310, -75.24, 102232.0, 25.34, 0
78955, -75.32, 102233.0, 25.36, 0
79181, -75.16, 102231.0, 25.36, 0
79399, -75.24, 102232.0, 25.37, 0
80042, -75.24, 102232.0, 25.39, 0
80366, -75.16, 102231.0, 25.4, 0
81664, -75.24, 102232.0, 25.44, 0
81881, -75.24, 102232.0, 25.44, 0
83727, -75.24, 102232.0, 25.49, 0
83946, -75.32, 102233.0, 25.5, 0
84172, -75.32, 102233.0, 25.5, 0
84822, -75.32, 102233.0, 25.52, 0
85462, -75.32, 102233.0, 25.54, 0
85781, -75.16, 102231.0, 25.55, 0
86438, -75.16, 102231.0, 25.56, 0
86761, -75.16, 102231.0, 25.57, 0
88178, -75.24, 102232.0, 25.61, 0
88609, -75.32, 102233.0, 25.62, 0
88828, -75.32, 102233.0, 25.63, 0
89147, -74.99, 102229.0, 25.64, 0
89470, -75.07, 102230.0, 25.64, 0
89904, -75.16, 102231.0, 25.65, 0
90128, -75.32, 102233.0, 25.66, 0
90343, -75.24, 102232.0, 25.66, 0
90551, -75.07, 102230.0, 25.67, 0
90875, -75.07, 102230.0, 25.68, 0
91742, -75.24, 102232.0, 25.7, 0
91961, -75.16, 102231.0, 25.71, 0
92186, -75.07, 102230.0, 25.71, 0
92831, -75.07, 102230.0, 25.73, 0
93049, -75.16, 102231.0, 25.73, 0
93803, -74.83, 102227.0, 25.76, 0
95531, -75.16, 102231.0, 25.8, 0
95852, -74.99, 102229.0, 25.81, 0
96063, -75.07, 102230.0, 25.82, 0
96386, -75.16, 102231.0, 25.82, 0
97029, -75.07, 102230.0, 25.84, 0
97349, -75.07, 102230.0, 25.85, 0
98657, -75.16, 102231.0, 25.88, 0
98978, -74.99, 102229.0, 25.89, 0
99309, -75.16, 102231.0, 25.89, 0
99741, -74.99, 102229.0, 25.9, 0
99963, -75.32, 102233.0, 25.91, 0
100189, -75.16, 102231.0, 25.91, 0
100832, -75.41, 102234.0, 25.93, 0
101470, -75.07, 102230.0, 25.95, 0
101691, -75.07, 102230.0, 25.95, 0
102232, -75.07, 102230.0, 25.96, 0
102451, -75.16, 102231.0, 25.97, 0
103868, -75.16, 102231.0, 26.0, 0
104085, -75.16, 102231.0, 26.01, 0
104403, -75.16, 102231.0, 26.02, 0
104726, -75.24, 102232.0, 26.03, 0
105492, -75.16, 102231.0, 26.04, 0
105706, -74.99, 102229.0, 26.05, 0
105925, -75.07, 102230.0, 26.05, 0
106365, -75.16, 102231.0, 26.06, 0
107665, -75.07, 102230.0, 26.09, 0
107884, -75.16, 102231.0, 26.1, 0
108325, -75.07, 102230.0, 26.11, 0
109311, -75.07, 102230.0, 26.13, 0
109527, -75.32, 102233.0, 26.13, 0
109849, -75.07, 102230.0, 26.14, 0
110399, -75.16, 102231.0, 26.15, 0
110831, -74.99, 102229.0, 26.16, 0
50443125, -74.90911102294922, 102228.0, 26.18000030517578, 1
111698, -74.99, 102229.0, 26.18, 0
112235, -75.16, 102231.0, 26.2, 0
112558, -75.07441711425781, -1.8858106466553275e+24, 26.200000762939453, 1
112887, -75.07, 102230.0, 26.21, 0
113096, -75.07, 102230.0, 26.21, 0
113317, -75.07, 102230.0, 26.22, 0
114075, -75.24, 102232.0, 26.23, 0
114389, -75.32, 102233.0, 26.24, 0
114607, -75.07, 102230.0, 26.24, 0
114931, -74.99, 102229.0, 26.25, 0
115263, -75.07, 102230.0, 26.25, 0
3314, -74.91, 102228.0, 24.24, 0
4610, -75.07, 102230.0, 24.42, 0
4829, -75.16, 102231.0, 24.43, 0
5051, -75.32, 102233.0, 24.44, 0
6342, -74.99, 102229.0, 24.5, 0
6561, -75.24, 102232.0, 24.51, 0
6782, -75.24, 102232.0, 24.52, 0
7649, -75.24, 102232.0, 24.56, 0
7868, -75.16, 102231.0, 24.56, 0
9053, -74.91, 102228.0, 24.62, 0
9272, -75.16, 102231.0, 24.63, 0
10034, -75.24, 102232.0, 24.66, 0
10258, -75.16, 102231.0, 24.67, 0
10472, -75.07, 102230.0, 24.69, 0
11551, -75.16, 102231.0, 24.74, 0
11771, -75.24, 102232.0, 24.74, 0
11993, -74.99, 102229.0, 24.75, 0
12857, -74.99, 102229.0, 24.79, 0
13181, -75.07, 102230.0, 24.8, 0
14047, -74.91, 102228.0, 24.84, 0
14262, -75.32, 102233.0, 24.85, 0
14585, -74.99, 102229.0, 24.86, 0
14805, -75.16, 102231.0, 24.87, 0
15994, -75.07, 102230.0, 24.92, 0
16216, -75.16, 102231.0, 24.93, 0
16430, -75.16, 102231.0, 24.94, 0
17728, -75.07, 102230.0, 25.0, 0
18051, -75.16, 102231.0, 25.01, 0
18482, -75.07, 102230.0, 25.03, 0
18702, -75.16, 102231.0, 25.04, 0
18920, -75.24, 102232.0, 25.05, 0
19132, -74.99, 102229.0, 25.06, 0
19352, -75.16, 102231.0, 25.07, 0
19888, -75.07, 102230.0, 25.09, 0
20106, -75.07, 102230.0, 25.1, 0
20865, -74.99, 102229.0, 25.13, 0
21087, -75.16, 102231.0, 25.14, 0
21623, -75.24, 102232.0, 25.16, 0
21943, -74.91, 102228.0, 25.18, 0
22591, -75.07, 102230.0, 25.21, 0
22809, -74.91, 102228.0, 25.21, 0
23350, -75.16, 102231.0, 25.24, 0
23571, -75.16, 102231.0, 25.24, 0
24330, -75.07, 102230.0, 25.28, 0
24551, -74.99, 102229.0, 25.28, 0
25647, -74.99, 102229.0, 25.33, 0
26515, -74.99, 102229.0, 25.36, 0
26734, -74.99, 102229.0, 25.38, 0
27922, -74.99, 102229.0, 25.43, 0
28565, -75.07, 102230.0, 25.45, 0
28784, -74.83, 102227.0, 25.46, 0
29975, -75.07, 102230.0, 25.51, 0
30196, -74.91, 102228.0, 25.51, 0
30733, -74.99, 102229.0, 25.54, 0
30955, -74.99, 102229.0, 25.54, 0
31174, -74.99, 102229.0, 25.55, 0
32035, -74.99, 102229.0, 25.59, 0
32255, -74.91, 102228.0, 25.59, 0
33443, -75.07, 102230.0, 25.64, 0
33660, -75.07, 102230.0, 25.65, 0
34851, -74.91, 102228.0, 25.69, 0
35072, -74.83, 102227.0, 25.7, 0
35608, -74.91, 102228.0, 25.72, 0
35827, -74.91, 102228.0, 25.73, 0
36803, -74.99, 102229.0, 25.76, 0
37127, -74.99, 102229.0, 25.78, 0
38641, -74.83, 102227.0, 25.83, 0
38860, -75.07, 102230.0, 25.84, 0
39399, -74.91, 102228.0, 25.86, 0
39620, -75.07, 102230.0, 25.86, 0
39839, -75.07, 102230.0, 25.87, 0
40054, -74.99, 102229.0, 25.88, 0
40274, -74.91, 102228.0, 25.89, 0
40811, -75.07, 102230.0, 25.91, 0
41030, -74.99, 102229.0, 25.91, 0
41788, -74.83, 102227.0, 25.94, 0
42005, -74.91, 102228.0, 25.95, 0
42543, -74.83, 102227.0, 25.97, 0
42762, -75.24, 102232.0, 25.97, 0
43518, -74.91, 102228.0, 26.0, 0
43737, -74.99, 102229.0, 26.01, 0
44062, -75.07, 102230.0, 26.02, 0
44275, -74.99, 102229.0, 26.02, 0
44599, -74.91, 102228.0, 26.04, 0
44819, -75.07, 102230.0, 26.04, 0
45573, -75.07, 102230.0, 26.07, 0
45896, -75.07, 102230.0, 26.08, 0
46328, -74.83, 102227.0, 26.1, 0
46550, -74.91, 102228.0, 26.1, 0
46768, -74.99, 102229.0, 26.11, 0
47198, -74.99, 102229.0, 26.12, 0
47519, -74.83, 102227.0, 26.13, 0
48075, -74.83, 102227.0, 26.15, 0
48402, -74.91, 102228.0, 26.16, 0
48833, -74.83, 102227.0, 26.18, 0
49052, -74.91, 102228.0, 26.18, 0
49813, -74.91, 102228.0, 26.21, 0
50037, -74.99, 102229.0, 26.21, 0
50253, -75.16, 102231.0, 26.22, 0
50900, -75.07, 102230.0, 26.24, 0
51123, -74.99, 102229.0, 26.24, 0
51341, -74.91, 102228.0, 26.25, 0
51988, -74.99, 102229.0, 26.28, 0
52206, -74.91, 102228.0, 26.28, 0
52962, -74.83, 102227.0, 26.31, 0
53181, -74.91, 102228.0, 26.31, 0
53721, -74.74, 102226.0, 26.33, 0
53940, -74.83, 102227.0, 26.34, 0
54694, -74.66, 102225.0, 26.36, 0
54913, -75.07, 102230.0, 26.37, 0
55455, -74.83, 102227.0, 26.39, 0
55674, -74.83, 102227.0, 26.39, 0
56428, -74.91, 102228.0, 26.42, 0
56751, -74.91, 102228.0, 26.43, 0
57185, -74.91, 102228.0, 26.44, 0
57404, -74.74, 102226.0, 26.44, 0
58157, -74.91, 102228.0, 26.47, 0
58480, -74.83, 102227.0, 26.48, 0
58912, -74.83, 102227.0, 26.49, 0
59131, -74.66, 102225.0, 26.5, 0
59885, -74.83, 102227.0, 26.52, 0
60210, -74.83, 102227.0, 26.53, 0
60537, -74.83, 102227.0, 26.54, 0
60969, -74.83, 102227.0, 26.55, 0
61187, -74.91, 102228.0, 26.56, 0
61724, -74.91, 102228.0, 26.58, 0
61942, -74.83, 102227.0, 26.58, 0
62700, -74.91, 102228.0, 26.6, 0
62926, -74.83, 102227.0, 26.6, 0
63143, -74.83, 102227.0, 26.61, 0
63573, -74.91, 102228.0, 26.63, 0
63789, -74.91, 102228.0, 26.63, 0
64010, -74.83, 102227.0, 26.64, 0
64442, -74.83, 102227.0, 26.65, 0
64660, -74.91, 102228.0, 26.65, 0
65853, -74.83, 102227.0, 26.69, 0
66074, -74.83, 102227.0, 26.69, 0
66610, -74.74, 102226.0, 26.71, 0
66829, -74.99, 102229.0, 26.71, 0
67149, -74.74, 102226.0, 26.73, 0
67472, -74.99, 102229.0, 26.73, 0
67903, -74.74, 102226.0, 26.75, 0
68228, -74.8264389038086, 102227.0, 9.380000114440918, 1
68658, -74.83, 102227.0, 26.77, 0
68878, -74.66, 102225.0, 26.77, 0
70069, -74.66, 102225.0, 26.81, 0
70293, -74.91, 102228.0, 26.81, 0
70511, -74.74, 102226.0, 26.81, 0
71157, -74.58, 102224.0, 26.83, 0
71376, -74.66, 102225.0, 26.84, 0
72130, -74.58, 102224.0, 26.86, 0
72453, -74.83, 102227.0, 26.87, 0
72884, -74.66, 102225.0, 26.88, 0
73104, -74.83, 102227.0, 26.88, 0
73858, -74.74, 102226.0, 26.9, 0
74183, -74.74, 102226.0, 26.91, 0
74510, -74.66, 102225.0, 26.92, 0
74728, -74.66, 102225.0, 26.93, 0
75051, -74.74, 102226.0, 26.93, 0
75694, -74.58, 102224.0, 26.95, 0
76014, -74.66, 102225.0, 26.96, 0
76571, -74.66, 102225.0, 26.87, 0
77134, -74.91, 102228.0, 26.86, 0
77801, -74.66, 102225.0, 26.86, 0
78354, -74.74, 102226.0, 26.87, 0
78892, -74.74, 102226.0, 26.88, 0
79452, -74.58, 102224.0, 26.89, 0
79893, -74.74, 102226.0, 26.97, 0
80109, -74.66, 102225.0, 27.0, 0
81178, -74.74, 102226.0, 27.06, 0
81815, -74.66, 102225.0, 27.08, 0
82887, -74.66, 102225.0, 27.11, 0
83526, -74.66, 102225.0, 27.13, 0
84599, -74.66, 102225.0, 27.16, 0
85023, -74.58, 102224.0, 27.17, 0
85659, -74.74, 102226.0, 27.18, 0
85880, -74.74, 102226.0, 27.18, 0
86415, -74.58, 102224.0, 27.2, 0
86733, -74.83, 102227.0, 27.21, 0
86945, -74.66, 102225.0, 27.21, 0
87369, -74.83, 102227.0, 27.22, 0
87587, -74.74, 102226.0, 27.23, 0
87907, -74.58, 102224.0, 27.24, 0
88225, -74.66, 102225.0, 27.24, 0
88441, -74.58, 102224.0, 27.25, 0
88756, -74.74, 102226.0, 27.26, 0
88972, -74.74, 102226.0, 27.26, 0
89295, -74.66, 102225.0, 27.27, 0
89719, -74.58, 102224.0, 27.28, 0
90358, -74.5, 102223.0, 27.29, 0
90676, -74.66, 102225.0, 27.3, 0
91325, -74.74, 102226.0, 27.31, 0
91644, -74.58, 102224.0, 27.32, 0
92072, -74.66, 102225.0, 27.33, 0
92285, -74.58, 102224.0, 27.33, 0
93041, -74.58, 102224.0, 27.34, 0
93678, -74.74, 102226.0, 27.36, 0
93992, -74.66, 102225.0, 27.37, 0
94209, -74.66, 102225.0, 27.37, 0
94531, -74.58, 102224.0, 27.38, 0
94747, -74.66, 102225.0, 27.38, 0
95069, -74.66, 102225.0, 27.39, 0
95281, -74.74, 102226.0, 27.4, 0
95599, -74.74, 102226.0, 27.41, 0
96033, -74.66, 102225.0, 27.41, 0
96251, -74.66, 102225.0, 27.41, 0
96785, -74.66, 102225.0, 27.43, 0
97427, -74.66, 102225.0, 27.44, 0
98070, -74.5, 102223.0, 27.45, 0
98387, -74.58, 102224.0, 27.46, 0
98603, -74.66, 102225.0, 27.47, 0
98922, -74.74, 102226.0, 27.47, 0
99133, -74.74, 102226.0, 27.47, 0
99776, -74.5, 102223.0, 27.49, 0
100098, -74.41, 102222.0, 27.49, 0
100527, -74.66, 102225.0, 27.5, 0
101165, -74.58, 102224.0, 27.51, 0
102021, -74.66, 102225.0, 27.53, 0
102235, -74.5, 102223.0, 27.53, 0
102556, -74.5, 102223.0, 27.54, 0
103198, -74.5, 102223.0, 27.55, 0
103516, -74.58, 102224.0, 27.55, 0
103731, -74.58, 102224.0, 27.56, 0
104048, -74.74, 102226.0, 27.57, 0
104260, -74.5, 102223.0, 27.57, 0
105331, -74.74, 102226.0, 27.59, 0
105552, -74.66, 102225.0, 27.59, 0
105865, -74.41, 102222.0, 27.57, 0
106084, -74.58, 102224.0, 27.58, 0
106837, -74.58, 102224.0, 27.61, 0
107260, -74.58, 102224.0, 27.62, 0
107899, -74.58, 102224.0, 27.63, 0
108115, -74.66, 102225.0, 27.63, 0
108440, -74.41, 102222.0, 27.64, 0
108758, -74.66, 102225.0, 27.65, 0
108970, -74.41, 102222.0, 27.65, 0
109609, -74.5, 102223.0, 27.66, 0
109826, -74.66, 102225.0, 27.66, 0
110149, -74.41, 102222.0, 27.67, 0
110467, -74.5, 102223.0, 27.68, 0
110681, -74.5, 102223.0, 27.68, 0
111321, -74.5, 102223.0, 27.69, 0
111962, -74.74, 102226.0, 27.71, 0
112283, -74.41, 102222.0, 27.71, 0
112497, -74.5, 102223.0, 27.71, 0
112815, -74.58, 102224.0, 27.72, 0
113027, -74.58, 102224.0, 27.72, 0
113242, -74.5, 102223.0, 27.73, 0
113778, -74.41, 102222.0, 27.73, 0
114418, -74.5, 102223.0, 27.75, 0
115488, -74.74, 102226.0, 27.76, 0
116130, -74.5, 102223.0, 27.78, 0
116988, -74.33, 102221.0, 27.79, 0
117306, -74.33, 102221.0, 27.8, 0
117519, -74.41, 102222.0, 27.8, 0
117943, -74.5, 102223.0, 27.81, 0
118695, -74.25, 102220.0, 27.82, 0
119039, -74.5, 102223.0, 27.79, 0
119467, -74.74, 102226.0, 27.82, 0
120539, -74.66, 102225.0, 27.85, 0
121175, -74.58, 102224.0, 27.86, 0
122245, -74.41, 102222.0, 27.88, 0
122882, -74.58, 102224.0, 27.89, 0
123103, -74.58, 102224.0, 27.89, 0
123635, -74.41, 102222.0, 27.9, 0
123854, -74.3304443359375, 102221.0, 27.899999618530273, 1
124390, -74.66, 102225.0, 27.91, 0
124706, -74.5, 102223.0, 27.92, 0
124922, -74.41, 102222.0, 27.92, 0
125240, -74.66, 102225.0, 27.93, 0
125670, -74.5, 102223.0, 27.94, 0
126310, -74.5, 102223.0, 27.95, 0
126629, -74.58, 102224.0, 27.95, 0
124796, -74.57843017578125, 102224.0, 27.950000762939453, 1
127168, -74.33, 102221.0, 27.96, 0
127594, -74.58, 102224.0, 27.97, 0
127911, -74.58, 102224.0, 27.97, 0
128123, -74.5, 102223.0, 27.98, 0
128763, -74.58, 102224.0, 27.98, 0
128980, -74.5, 102223.0, 27.99, 0
129302, -74.33, 102221.0, 27.99, 0
129620, -74.5, 102223.0, 28.0, 0
129832, -74.58, 102224.0, 28.0, 0
130471, -74.41, 102222.0, 28.01, 0
130689, -74.25, 102220.0, 28.01, 0
131011, -74.58, 102224.0, 28.02, 0
131225, -74.33, 102221.0, 28.02, 0
131546, -74.5, 102223.0, 28.03, 0
132180, -74.41, 102222.0, 28.0, 0
132504, -74.5, 102223.0, 28.03, 0
0, 4.408103815583578e-39, 0.0, 0.0, 1
133149, -74.41, 102222.0, 28.05, 0
133471, -74.58, 102224.0, 28.05, 0
133785, -74.5, 102223.0, 28.06, 0
134000, -74.5, 102223.0, 28.06, 0
134324, -74.5, 102223.0, 28.07, 0
134539, -74.5, 102223.0, 28.07, 0
134856, -74.58, 102224.0, 28.08, 0
135071, -74.5, 102223.0, 28.08, 0
135390, -74.58, 102224.0, 28.08, 0
136035, -74.74, 102226.0, 28.09, 0
136251, -74.41, 102222.0, 28.09, 0
136573, -74.41, 102222.0, 28.1, 0
136887, -74.5, 102223.0, 28.1, 0
137107, -74.41, 102222.0, 28.11, 0
137425, -74.5, 102223.0, 28.11, 0
137854, -74.58, 102224.0, 28.12, 0
138494, -74.41, 102222.0, 28.13, 0
139567, -74.33, 102221.0, 28.14, 0
140204, -74.5, 102223.0, 28.15, 0
140528, -74.41, 102222.0, 28.16, 0
141384, -74.41, 102222.0, 28.17, 0
142025, -74.5, 102223.0, 28.18, 0
142241, -74.33, 102221.0, 28.18, 0
142991, -74.25, 102220.0, 28.19, 0
143211, -74.5, 102223.0, 28.19, 0
143531, -74.5, 102223.0, 28.2, 0
143849, -74.25, 102220.0, 28.21, 0
144063, -74.33, 102221.0, 28.21, 0
144280, -74.5, 102223.0, 28.21, 0
144603, -74.5, 102223.0, 28.21, 0
144921, -74.41, 102222.0, 28.22, 0
145133, -74.33, 102221.0, 28.23, 0
145234, -74.41, 102222.0, 28.23, 0
145553, -74.17, 102219.0, 28.2, 0
145770, -74.33, 102221.0, 28.22, 0
146413, -74.17, 102219.0, 28.24, 0
147052, -74.33, 102221.0, 28.25, 0
147691, -74.33, 102221.0, 28.26, 0
147913, -74.41, 102222.0, 28.26, 0
149088, -74.33, 102221.0, 28.27, 0
150158, -74.33, 102221.0, 28.29, 0
150799, -74.25, 102220.0, 28.3, 0
151871, -74.33, 102221.0, 28.31, 0
152090, -74.33, 102221.0, 28.31, 0
152411, -74.5, 102223.0, 28.31, 0
152729, -74.08, 102218.0, 28.32, 0
152941, -74.33, 102221.0, 28.32, 0
153161, -74.33, 102221.0, 28.32, 0
153697, -74.33, 102221.0, 28.33, 0
154014, -74.17, 102219.0, 28.33, 0
154227, -74.41, 102222.0, 28.34, 0
154546, -74.25, 102220.0, 28.34, 0
154978, -82.1651611328125, 102219.0, 5.2278072986367846e+20, 1
155198, -74.33, 102221.0, 28.35, 0
155519, -74.25, 102220.0, 28.35, 0
155837, -74.41, 102222.0, 28.36, 0
156049, -74.58, 102224.0, 28.36, 0
156586, -74.33, 102221.0, 28.37, 0
156800, -74.5, 102223.0, 28.37, 0
157440, -74.33, 102221.0, 28.37, 0
157754, -74.33, 102221.0, 28.38, 0
157969, -74.33, 102221.0, 28.38, 0
158293, -74.25, 102220.0, 28.39, 0
158400, -74.33, 102221.0, 28.39, 0
158751, -74.25, 102220.0, 28.36, 0
159073, -74.33, 102221.0, 28.38, 0
159286, -74.25, 102220.0, 28.39, 0
159603, -74.33, 102221.0, 28.4, 0
