Time (ms), Altitude (m), Pressure (Pa), Temperature (degC), Packet Error
116906, -76.15, 102243.0, 22.82, 0
117229, -76.15, 102243.0, 22.83, 0
117657, -76.07, 102242.0, 22.85, 0
117877, -76.15, 102243.0, 22.85, 0
118632, -76.23, 102244.0, 22.88, 0
118954, -76.15, 102243.0, 22.89, 0
119384, -75.74, 102238.0, 22.9, 0
119610, -76.07, 102242.0, 22.91, 0
119824, -75.74, 102238.0, 22.92, 0
120476, -75.98, 102241.0, 22.94, 0
120793, -76.23, 102244.0, 22.96, 0
121224, -76.15, 102243.0, 22.97, 0
122081, -75.98, 102241.0, 23.0, 0
122404, -75.9, 102240.0, 23.02, 0
122733, -76.07, 102242.0, 23.03, 0
122947, -75.9, 102240.0, 23.03, 0
123168, -75.9, 102240.0, 23.04, 0
123930, -76.07, 102242.0, 23.07, 0
124149, -75.9, 102240.0, 23.07, 0
124471, -75.98, 102241.0, 23.09, 0
124702, -75.98, 102241.0, 23.09, 0
124918, -75.98, 102241.0, 23.1, 0
125244, -75.9, 102240.0, 23.11, 0
126332, -75.9, 102240.0, 23.15, 0
127407, -75.9, 102240.0, 23.19, 0
127828, -75.98, 102241.0, 23.21, 0
128047, -75.98, 102241.0, 23.21, 0
128580, -75.82, 102239.0, 23.23, 0
128799, -75.98, 102241.0, 23.24, 0
129018, -75.82, 102239.0, 23.24, 0
129232, -75.82, 102239.0, 23.25, 0
129876, -75.9, 102240.0, 23.28, 0
130093, -75.9, 102240.0, 23.28, 0
131285, -75.65, 102237.0, 23.32, 0
131608, -75.9, 102240.0, 23.34, 0
132476, -75.74, 102238.0, 23.37, 0
132697, -75.65, 102237.0, 23.37, 0
132914, -75.9, 102240.0, 23.38, 0
133344, -75.98, 102241.0, 23.4, 0
1484, -75.74, 102238.0, 22.19, 0
1706, -75.82, 102239.0, 22.23, 0
2023, -75.82, 102239.0, 22.26, 0
2343, -75.82, 102239.0, 22.27, 0
3643, -76.07, 102242.0, 22.31, 0
3860, -75.9, 102240.0, 22.31, 0
4303, -75.9, 102240.0, 22.33, 0
5287, -75.82, 102239.0, 22.38, 0
5718, -76.07, 102242.0, 22.4, 0
6793, -75.82, 102239.0, 22.45, 0
7017, -75.98, 102241.0, 22.46, 0
7236, -75.82, 102239.0, 22.47, 0
7880, -75.98, 102241.0, 22.51, 0
8104, -75.9, 102240.0, 22.52, 0
8326, -76.07, 102242.0, 22.53, 0
