Time (ms), accX, accY, accZ, gyroX, gyroY, gyroZ, tempC, Packet Error
80299, 0.34, 0.0, 0.0, 0.19, 0.19, 0.19, 29.94, 0
83575, 0.36, 0.0, 0.0, 0.19, 0.19, 0.19, 29.98, 0
85701, 0.33, 0.0, 0.0, 0.19, 0.19, 0.19, 30.03, 0
88929, 0.33, 0.0, 0.0, 0.19, 0.19, 0.19, 29.89, 0
92207, 0.33, 0.0, 0.0, 0.19, 0.19, 0.19, 29.94, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
97596, 0.33, 0.0, 0.0, 0.2, 0.2, 0.2, 29.89, 0
99797, 0.3, 0.0, 0.0, 0.19, 0.19, 0.19, 29.94, 0
102004, 0.35, 0.0, 0.0, 0.19, 0.19, 0.19, 29.8, 0
105203, 0.26, 0.0, 0.0, 0.19, 0.19, 0.19, 29.84, 0
108432, 0.32, 0.0, 0.0, 0.19, 0.19, 0.19, 29.75, 0
