Time (ms), accX, accY, accZ, gyroX, gyroY, gyroZ, tempC, Packet Error
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
1784, 0.34, 0.0, 0.0, 0.19, 0.19, 0.19, 29.23, 0
1998, 0.35, 0.0, 0.0, 0.19, 0.19, 0.19, 29.04, 0
2117, 0.34, 0.0, 0.0, 0.19, 0.19, 0.19, 29.09, 0
2344, 0.35, 0.0, 0.0, 0.19, 0.19, 0.19, 29.14, 0
2557, 0.37, 0.0, 0.0, 0.19, 0.19, 0.19, 29.14, 0
2687, 0.32, 0.0, 0.0, 0.19, 0.19, 0.19, 29.04, 0
2883, 0.32, 0.0, 0.0, 0.19, 0.19, 0.19, 29.09, 0
3013, 0.33, 0.0, 0.0, 0.19, 0.19, 0.19, 29.09, 0
3243, 0.39, 0.0, 0.0, 0.19, 0.19, 0.19, 29.0, 0
3456, 0.39, 0.0, 0.0, 0.2, 0.2, 0.2, 29.09, 0
3676, 0.34, 0.0, 0.0, 0.19, 0.19, 0.19, 29.04, 0
3883, 0.35, 0.0, 0.0, 0.19, 0.19, 0.19, 29.04, 0
4012, 0.31, 0.0, 0.0, 0.2, 0.2, 0.2, 29.04, 0
4222, 0.32, 0.0, 0.0, 0.2, 0.2, 0.2, 28.95, 0
4351, 0.36, 0.0, 0.0, 0.19, 0.19, 0.19, 29.0, 0
4561, 0.28, 0.0, 0.0, 0.19, 0.19, 0.19, 29.0, 0
4690, 0.29, 0.0, 0.0, 0.19, 0.19, 0.19, 28.95, 0
4884, 0.37, 0.0, 0.0, 0.19, 0.19, 0.19, 29.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
5429, 0.32, 0.0, 0.0, 0.19, 0.19, 0.19, 29.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
5882, 0.32, 0.0, 0.0, 0.2, 0.2, 0.2, 29.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
6352, 0.32, 0.0, 0.0, 0.19, 0.19, 0.19, 28.95, 0
6578, 0.3, 0.0, 0.0, 0.19, 0.19, 0.19, 29.0, 0
6785, 0.36, 0.0, 0.0, 0.19, 0.19, 0.19, 29.0, 0
6902, 0.37, 0.0, 0.0, 0.2, 0.2, 0.2, 29.0, 0
7129, 0.33, 0.0, 0.0, 0.19, 0.19, 0.19, 29.04, 0
7348, 0.42, 0.0, 0.0, 0.19, 0.19, 0.19, 28.9, 0
