Time (ms), accX, accY, accZ, gyroX, gyroY, gyroZ, tempC, Packet Error
113910, -0.43, -0.0, -0.0, -0.3, -0.3, -0.3, 24.71, 0
114126, -0.42, -0.0, -0.0, -0.23, -0.23, -0.23, 24.76, 0
114321, -0.39, -0.0, -0.0, -0.31, -0.31, -0.31, 24.76, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
114666, -0.44, -0.0, -0.0, -0.27, -0.27, -0.27, 24.81, 0
114855, -0.4, -0.0, -0.0, -0.26, -0.26, -0.26, 24.81, 0
115071, -0.41, -0.0, -0.0, -0.2, -0.2, -0.2, 24.67, 0
115266, -0.37, -0.0, -0.0, -0.28, -0.28, -0.28, 24.76, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
115611, -0.39, -0.0, -0.0, -0.32, -0.32, -0.32, 24.71, 0
115800, -0.37, -0.0, -0.0, -0.26, -0.26, -0.26, 24.76, 0
116016, -0.37, -0.0, -0.0, -0.23, -0.23, -0.23, 24.85, 0
116211, -0.38, -0.0, -0.0, -0.26, -0.26, -0.26, 24.71, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
116556, -0.43, -0.0, -0.0, -0.29, -0.29, -0.29, 24.67, 0
116745, -0.45, -0.0, -0.0, -0.28, -0.28, -0.28, 24.67, 0
116961, -0.4, -0.0, -0.0, -0.25, -0.25, -0.25, 24.81, 0
117156, -0.39, -0.0, -0.0, -0.27, -0.27, -0.27, 24.81, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
117501, -0.4, -0.0, -0.0, -0.3, -0.3, -0.3, 24.76, 0
117690, -0.43, -0.0, -0.0, -0.31, -0.31, -0.31, 24.81, 0
117906, -0.41, -0.0, -0.0, -0.25, -0.25, -0.25, 24.81, 0
118101, -0.39, -0.0, -0.0, -0.29, -0.29, -0.29, 24.71, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
118446, -0.42, -0.0, -0.0, -0.3, -0.3, -0.3, 24.85, 0
118635, -0.41, -0.0, -0.0, -0.23, -0.23, -0.23, 24.85, 0
118851, -0.42, -0.0, -0.0, -0.25, -0.25, -0.25, 24.71, 0
119046, -0.46, -0.0, -0.0, -0.31, -0.31, -0.31, 24.76, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
119391, -0.49, -0.0, -0.0, -0.27, -0.27, -0.27, 24.81, 0
119580, -0.44, -0.0, -0.0, -0.2, -0.2, -0.2, 24.81, 0
119796, -0.39, -0.0, -0.0, -0.17, -0.17, -0.17, 24.76, 0
119991, -0.42, -0.0, -0.0, -0.15, -0.15, -0.15, 24.85, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
120336, -0.4, -0.0, -0.0, -0.2, -0.2, -0.2, 24.71, 0
120525, -0.42, -0.0, -0.0, -0.21, -0.21, -0.21, 24.76, 0
120741, -0.43, -0.0, -0.0, -0.24, -0.24, -0.24, 24.85, 0
120936, -0.41, -0.0, -0.0, -0.22, -0.22, -0.22, 24.81, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
121281, -0.4, -0.0, -0.0, -0.25, -0.25, -0.25, 24.81, 0
121470, -0.35, -0.0, -0.0, -0.25, -0.25, -0.25, 24.76, 0
121686, -0.39, -0.0, -0.0, -0.27, -0.27, -0.27, 24.67, 0
121881, -0.31, -0.0, -0.0, -0.27, -0.27, -0.27, 24.71, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
122226, -0.4, -0.0, -0.0, -0.24, -0.24, -0.24, 24.67, 0
122415, -0.47, -0.0, -0.0, -0.31, -0.31, -0.31, 24.67, 0
122631, -0.39, -0.0, -0.0, -0.23, -0.23, -0.23, 24.71, 0
122826, -0.41, -0.0, -0.0, -0.18, -0.18, -0.18, 24.81, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
123171, -0.41, -0.0, -0.0, -0.29, -0.29, -0.29, 24.76, 0
123360, -0.39, -0.0, -0.0, -0.08, -0.08, -0.08, 24.81, 0
123576, -0.4, -0.0, -0.0, -0.22, -0.22, -0.22, 24.81, 0
123771, -0.44, -0.0, -0.0, -0.19, -0.19, -0.19, 24.76, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
124116, -0.4, -0.0, -0.0, -0.3, -0.3, -0.3, 24.76, 0
124305, -0.43, -0.0, -0.0, -0.17, -0.17, -0.17, 24.71, 0
124521, -0.39, -0.0, -0.0, -0.2, -0.2, -0.2, 24.71, 0
124716, -0.35, -0.0, -0.0, -0.19, -0.19, -0.19, 24.57, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
125061, -0.48, -0.0, -0.0, -0.22, -0.22, -0.22, 24.67, 0
125250, -0.4, -0.0, -0.0, -0.25, -0.25, -0.25, 24.62, 0
125466, -0.44, -0.0, -0.0, -0.21, -0.21, -0.21, 24.57, 0
125661, -0.39, -0.0, -0.0, -0.15, -0.15, -0.15, 24.67, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
126006, -0.37, -0.0, -0.0, -0.24, -0.24, -0.24, 24.62, 0
126195, -0.37, -0.0, -0.0, -0.27, -0.27, -0.27, 24.57, 0
126411, -0.39, -0.0, -0.0, -0.26, -0.26, -0.26, 24.67, 0
126606, -0.4, -0.0, -0.0, -0.21, -0.21, -0.21, 24.53, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
126951, -0.44, -0.0, -0.0, -0.12, -0.12, -0.12, 24.57, 0
127140, -0.36, -0.0, -0.0, -0.28, -0.28, -0.28, 24.48, 0
127356, -0.46, -0.0, -0.0, -0.23, -0.23, -0.23, 24.53, 0
127551, -0.37, -0.0, -0.0, -0.22, -0.22, -0.22, 24.43, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
127896, -0.35, -0.0, -0.0, -0.17, -0.17, -0.17, 24.48, 0
128085, -0.42, -0.0, -0.0, -0.25, -0.25, -0.25, 24.38, 0
128301, -0.4, -0.0, -0.0, -0.32, -0.32, -0.32, 24.43, 0
128496, -0.42, -0.0, -0.0, -0.27, -0.27, -0.27, 24.53, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
128841, -0.4, -0.0, -0.0, -0.25, -0.25, -0.25, 24.57, 0
129030, -0.45, -0.0, -0.0, -0.23, -0.23, -0.23, 24.53, 0
129246, -0.42, -0.0, -0.0, -0.22, -0.22, -0.22, 24.53, 0
129441, -0.38, -0.0, -0.0, -0.09, -0.09, -0.09, 24.38, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
129786, -0.41, -0.0, -0.0, -0.21, -0.21, -0.21, 24.43, 0
129975, -0.42, -0.0, -0.0, -0.21, -0.21, -0.21, 24.53, 0
130191, -0.42, -0.0, -0.0, -0.18, -0.18, -0.18, 24.57, 0
130386, -0.44, -0.0, -0.0, -0.27, -0.27, -0.27, 24.48, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
130731, -0.4, -0.0, -0.0, -0.24, -0.24, -0.24, 24.43, 0
130920, -0.43, -0.0, -0.0, -0.13, -0.13, -0.13, 24.57, 0
131136, -0.46, -0.0, -0.0, -0.12, -0.12, -0.12, 24.48, 0
131331, -0.36, -0.0, -0.0, -0.29, -0.29, -0.29, 24.48, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
131676, -0.42, -0.0, -0.0, -0.23, -0.23, -0.23, 24.38, 0
131865, -0.36, -0.0, -0.0, -0.16, -0.16, -0.16, 24.38, 0
132081, -0.46, -0.0, -0.0, -0.07, -0.07, -0.07, 24.43, 0
132276, -0.45, -0.0, -0.0, -0.13, -0.13, -0.13, 24.43, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
132621, -0.4, -0.0, -0.0, -0.22, -0.22, -0.22, 24.48, 0
132810, -0.42, -0.0, -0.0, -0.23, -0.23, -0.23, 24.34, 0
133026, -0.36, -0.0, -0.0, -0.2, -0.2, -0.2, 24.34, 0
133221, -0.45, -0.0, -0.0, -0.09, -0.09, -0.09, 24.34, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
133566, -0.4, -0.0, -0.0, -0.21, -0.21, -0.21, 24.38, 0
133755, -0.47, -0.0, -0.0, -0.22, -0.22, -0.22, 24.43, 0
133971, -0.45, -0.0, -0.0, -0.01, -0.01, -0.01, 24.43, 0
134166, -0.4, -0.0, -0.0, -0.07, -0.07, -0.07, 24.38, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
134511, -0.4, -0.0, -0.0, -0.25, -0.25, -0.25, 24.38, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
