Time (ms), Altitude (m), Pressure (Pa), Temperature (degC), Packet Error
9400, -32.92, 101721.0, 20.39, 0
9821, -33.08, 101723.0, 20.43, 0
10136, -33.08, 101723.0, 20.45, 0
10347, -33.08, 101723.0, 20.47, 0
10555, -32.92, 101721.0, 20.49, 0
10869, -33.25, 101725.0, 20.52, 0
11080, -33.08, 101723.0, 20.54, 0
11501, -33.0, 101722.0, 20.57, 0
11815, -33.0, 101722.0, 20.6, 0
12026, -33.08, 101723.0, 20.61, 0
12445, -33.0, 101722.0, 20.65, 0
12760, -33.0, 101722.0, 20.67, 0
12970, -33.08, 101723.0, 20.69, 0
13285, -33.08, 101723.0, 20.72, 0
13498, -33.0, 101722.0, 20.74, 0
13917, -33.0, 101722.0, 20.78, 0
14232, -33.0, 101722.0, 20.8, 0
14443, -33.0, 101722.0, 20.82, 0
14649, -33.0, 101722.0, 20.84, 0
14963, -33.08, 101723.0, 20.87, 0
15174, -33.0, 101722.0, 20.89, 0
15595, -33.17, 101724.0, 20.92, 0
15910, -33.0, 101722.0, 20.95, 0
16121, -33.0, 101722.0, 20.97, 0
16537, -32.92, 101721.0, 21.0, 0
16852, -33.0, 101722.0, 21.03, 0
17063, -33.0, 101722.0, 21.05, 0
17482, -32.92, 101721.0, 21.08, 0
17902, 141376503808.0, -1.8764212539218093e+24, 5406.72021484375, 1
18216, -32.92, 101721.0, 21.14, 0
18427, -32.83, 101720.0, 21.16, 0
18633, -32.92, 101721.0, 21.18, 0
18947, -32.67, 101718.0, 21.2, 0
19158, -33.08, 101723.0, 21.22, 0
19576, -32.83, 101720.0, 21.26, 0
19891, -32.92, 101721.0, 21.28, 0
20102, -32.92, 101721.0, 21.3, 0
20523, -33.0, 101722.0, 21.33, 0
20838, -32.83, 101720.0, 21.36, 0
21049, -33.08, 101723.0, 21.38, 0
21468, -32.92, 101721.0, 21.41, 0
21886, -32.83, 101720.0, 21.44, 0
22200, -32.75, 101719.0, 21.47, 0
22411, -33.0, 101722.0, 21.49, 0
22616, -32.83, 101720.0, 21.5, 0
22931, -32.92, 101721.0, 21.53, 0
23142, -32.92, 101721.0, 21.54, 0
23561, -32.75, 101719.0, 21.58, 0
23876, -32.75, 101719.0, 21.6, 0
24087, -32.83, 101720.0, 21.62, 0
24503, -32.75, 101719.0, 21.65, 0
24817, -32.83, 101720.0, 21.67, 0
25028, -32.75, 101719.0, 21.69, 0
25447, -32.75, 101719.0, 21.73, 0
25762, -32.75, 101719.0, 21.75, 0
25972, -32.67, 101718.0, 21.76, 0
26287, -32.83, 101720.0, 21.79, 0
26498, -32.75, 101719.0, 21.8, 0
26917, -32.83, 101720.0, 21.84, 0
27232, -32.75, 101719.0, 21.86, 0
27443, -32.92, 101721.0, 21.88, 0
27648, -32.58, 101717.0, 21.9, 0
27963, -32.75, 101719.0, 21.92, 0
28174, -32.75, 101719.0, 21.94, 0
28595, -32.83, 101720.0, 21.97, 0
28910, -32.83, 101720.0, 22.0, 0
29121, -32.67, 101718.0, 22.01, 0
29540, -32.58, 101717.0, 22.04, 0
29855, -32.58, 101717.0, 22.07, 0
30066, -32.75, 101719.0, 22.08, 0
30485, -32.75, 101719.0, 22.11, 0
30800, -32.75, 101719.0, 22.13, 0
31010, -32.83, 101720.0, 22.14, 0
31325, -32.67, 101718.0, 22.17, 0
31538, -32.75, 101719.0, 22.18, 0
31957, -32.67, 101718.0, 22.22, 0
32272, -32.67, 101718.0, 22.24, 0
32483, -32.75, 101719.0, 22.25, 0
32902, -32.75, 101719.0, 22.28, 0
33217, -32.83, 101720.0, 22.31, 0
50365076, -32.66779708862305, 101718.0, 5777.919921875, 1
33634, -32.67, 101718.0, 22.34, 0
33948, -32.67, 101718.0, 22.36, 0
34159, -32.75, 101719.0, 22.38, 0
34578, -32.58, 101717.0, 22.41, 0
34893, -32.58, 101717.0, 22.44, 0
35523, -32.83, 101720.0, 22.48, 0
35838, -32.58, 101717.0, 22.51, 0
36049, -32.42, 101715.0, 22.53, 0
36468, -32.83, 101720.0, 22.56, 0
36782, -32.34, 101714.0, 22.59, 0
36992, -32.5, 101716.0, 22.6, 0
37307, -32.58, 101717.0, 22.63, 0
37516, -32.5, 101716.0, 22.64, 0
37726, -32.58, 101717.0, 22.66, 0
38040, -32.58, 101717.0, 22.68, 0
38251, -32.5, 101716.0, 22.69, 0
38461, -32.42, 101715.0, 22.71, 0
38879, -32.42, 101715.0, 22.74, 0
39193, -32.58, 101717.0, 22.76, 0
39404, -32.42, 101715.0, 22.77, 0
39609, -32.58, 101717.0, 22.79, 0
39924, -32.67, 101718.0, 22.81, 0
40135, -32.67, 101718.0, 22.83, 0
40553, -32.58, 101717.0, 22.86, 0
40868, -32.34, 101714.0, 22.88, 0
41079, -32.58, 101717.0, 22.89, 0
41501, -32.58, 101717.0, 22.92, 0
41815, -32.58, 101717.0, 22.95, 0
42026, -32.5, 101716.0, 22.96, 0
42445, -32.75, 101719.0, 22.99, 0
42859, -32.42, 101715.0, 23.02, 0
43174, -32.5, 101716.0, 23.04, 0
43385, -32.42, 101715.0, 23.06, 0
43593, -32.58, 101717.0, 23.07, 0
43907, -32.42, 101715.0, 23.1, 0
42070, -32.584808349609375, -1.8763474669455145e+24, 23.110000610351562, 1
44537, -32.42, 101715.0, 23.14, 0
44852, -32.25, 101713.0, 23.16, 0
45063, -32.42, 101715.0, 23.18, 0
45482, -32.5, 101716.0, 23.21, 0
45901, -32.5, 101716.0, 23.24, 0
46215, -32.58, 101717.0, 23.26, 0
46426, -32.67, 101718.0, 23.27, 0
46845, -32.5, 101716.0, 23.3, 0
47160, -32.42, 101715.0, 23.32, 0
47371, -32.34, 101714.0, 23.33, 0
47789, -32.42, 101715.0, 23.36, 0
48104, -32.42, 101715.0, 23.38, 0
48315, -32.42, 101715.0, 23.4, 0
48735, -32.42, 101715.0, 23.43, 0
49050, -32.34, 101714.0, 23.44, 0
49261, -32.42, 101715.0, 23.46, 0
49471, -32.34, 101714.0, 23.47, 0
49784, -32.25, 101713.0, 23.5, 0
49994, -32.34, 101714.0, 23.51, 0
50309, -32.5, 101716.0, 23.53, 0
50520, -32.5, 101716.0, 23.54, 0
50939, -32.34, 101714.0, 23.57, 0
51254, -32.42, 101715.0, 23.59, 0
51465, -32.34, 101714.0, 23.6, 0
51884, -32.25, 101713.0, 23.63, 0
52199, -32.34, 101714.0, 23.65, 0
52410, -32.34, 101714.0, 23.66, 0
52829, -32.25, 101713.0, 23.69, 0
53144, -32.34, 101714.0, 23.71, 0
53355, -32.5, 101716.0, 23.72, 0
53773, -32.34, 101714.0, 23.75, 0
54088, -32.34, 101714.0, 23.77, 0
54299, -32.17, 101712.0, 23.78, 0
54717, -32.42, 101715.0, 23.81, 0
55032, -32.34, 101714.0, 23.82, 0
55243, -32.25, 101713.0, 23.84, 0
55453, -32.42, 101715.0, 23.85, 0
55873, -32.42, 101715.0, 23.88, 0
56187, -32.34, 101714.0, 23.9, 0
56398, -32.34, 101714.0, 23.91, 0
56816, -32.42, 101715.0, 23.94, 0
57131, -32.42, 101715.0, 23.96, 0
57342, -32.09, 101711.0, 23.97, 0
57763, -32.25, 101713.0, 23.99, 0
58078, -32.25, 101713.0, 24.01, 0
58289, -32.17, 101712.0, 24.03, 0
58711, -32.25, 101713.0, 24.05, 0
59026, -32.42, 101715.0, 24.07, 0
59237, -32.42, 101715.0, 24.08, 0
59447, -32.42, 101715.0, 24.1, 0
59867, -32.25, 101713.0, 24.12, 0
60181, -32.34, 101714.0, 24.14, 0
60392, -32.34, 101714.0, 24.15, 0
60813, -32.17, 101712.0, 24.18, 0
61128, -32.17, 101712.0, 24.19, 0
61339, -32.17, 101712.0, 24.21, 0
61761, -32.25, 101713.0, 24.23, 0
62076, -32.0, 101710.0, 24.25, 0
62287, -32.25, 101713.0, 24.26, 0
62708, -32.34, 101714.0, 24.29, 0
63023, -31.92, 101709.0, 24.3, 0
63234, -32.25, 101713.0, 24.32, 0
63650, -32.17, 101712.0, 24.34, 0
63965, -32.25, 101713.0, 24.36, 0
64176, -32.25, 101713.0, 24.37, 0
64594, -32.0, 101710.0, 24.39, 0
64909, -32.17, 101712.0, 24.41, 0
65120, -32.25, 101713.0, 24.42, 0
65541, -32.34, 101714.0, 24.44, 0
65856, -32.25, 101713.0, 24.46, 0
66067, -32.09, 101711.0, 24.47, 0
66486, -32.09, 101711.0, 24.49, 0
66801, -32.17, 101712.0, 24.51, 0
67011, -32.25, 101713.0, 24.52, 0
67326, -32.17, 101712.0, 24.54, 0
67537, -32.34, 101714.0, 24.55, 0
67956, -32.34, 101714.0, 24.57, 0
68271, -32.09, 101711.0, 24.58, 0
68482, -32.0, 101710.0, 24.59, 0
68901, -32.25, 101713.0, 24.62, 0
69216, -32.09, 101711.0, 24.63, 0
69427, -32.16982650756836, 101712.0, 24.389999389648438, 1
69633, -32.09, 101711.0, 24.66, 0
69947, -32.09, 101711.0, 24.67, 0
70158, -32.09, 101711.0, 24.68, 0
70576, -32.09, 101711.0, 24.7, 0
70891, -32.25, 101713.0, 24.72, 0
71102, -32.25, 101713.0, 24.73, 0
71523, -32.17, 101712.0, 24.75, 0
71838, -32.09, 101711.0, 24.77, 0
72049, -32.09, 101711.0, 24.78, 0
72468, -32.17, 101712.0, 24.8, 0
72888, -32.17, 101712.0, 24.82, 0
73202, -32.17, 101712.0, 24.84, 0
73413, -32.25, 101713.0, 24.85, 0
73831, -32.09, 101711.0, 24.87, 0
74146, -32.17, 101712.0, 24.88, 0
74357, -32.34, 101714.0, 24.89, 0
74778, -32.42, 101715.0, 24.91, 0
75093, -32.17, 101712.0, 24.93, 0
75304, -32.09, 101711.0, 24.94, 0
75725, -32.17, 101712.0, 24.97, 0
76040, -32.17, 101712.0, 24.98, 0
76251, -32.09, 101711.0, 24.99, 0
76461, -32.25, 101713.0, 25.0, 0
76879, -32.09, 101711.0, 25.03, 0
77193, -32.09, 101711.0, 25.04, 0
77404, -32.09, 101711.0, 25.05, 0
77609, -32.09, 101711.0, 25.06, 0
77924, -32.17, 101712.0, 25.07, 0
78135, -32.25, 101713.0, 25.09, 0
78556, -32.09, 101711.0, 25.1, 0
78871, -32.09, 101711.0, 25.12, 0
79082, -32.25, 101713.0, 25.13, 0
79502, -32.17, 101712.0, 25.15, 0
79815, -32.09, 101711.0, 25.16, 0
80026, -32.09, 101711.0, 25.17, 0
80445, -32.25, 101713.0, 25.2, 0
80859, -32.17, 101712.0, 25.22, 0
81174, -32.17, 101712.0, 25.23, 0
81385, -32.0, 101710.0, 25.24, 0
81593, -32.17, 101712.0, 25.25, 0
81907, -32.09, 101711.0, 25.27, 0
82118, -32.17, 101712.0, 25.28, 0
82537, -32.09, 101711.0, 25.3, 0
82852, -32.25, 101713.0, 25.31, 0
83063, -32.17, 101712.0, 25.32, 0
83482, -32.0, 101710.0, 25.35, 0
83796, -32.17, 101712.0, 25.36, 0
84006, -32.0, 101710.0, 25.37, 0
84321, -32.17, 101712.0, 25.39, 0
84534, -32.09, 101711.0, 25.4, 0
84953, -31.92, 101709.0, 25.42, 0
85268, -32.34, 101714.0, 25.43, 0
85479, -32.0, 101710.0, 25.44, 0
85687, -32.09, 101711.0, 25.45, 0
86001, -32.17, 101712.0, 25.47, 0
86212, -32.09, 101711.0, 25.48, 0
86628, -32.09, 101711.0, 25.5, 0
86943, -32.17, 101712.0, 25.51, 0
87154, -32.09, 101711.0, 25.52, 0
87573, -32.09, 101711.0, 25.54, 0
87888, -32.17, 101712.0, 25.55, 0
88099, -32.09, 101711.0, 25.56, 0
88519, -32.09, 101711.0, 25.58, 0
88834, -32.0, 101710.0, 25.6, 0
89045, -32.17, 101712.0, 25.61, 0
89464, -32.17, 101712.0, 25.63, 0
89778, -32.09, 101711.0, 25.64, 0
89988, -32.17, 101712.0, 25.65, 0
90303, -32.09, 101711.0, 25.66, 0
90516, -32.17, 101712.0, 25.67, 0
90935, -32.25, 101713.0, 25.7, 0
91250, -32.17, 101712.0, 25.71, 0
91461, -32.17, 101712.0, 25.72, 0
91879, -32.17, 101712.0, 25.74, 0
92194, -32.09, 101711.0, 25.75, 0
92405, -31.92, 101709.0, 25.76, 0
92823, -31.92, 101709.0, 25.78, 0
93138, -31.92, 101709.0, 25.79, 0
93349, -31.92, 101709.0, 25.8, 0
93770, -32.09, 101711.0, 25.82, 0
94085, -32.09, 101711.0, 25.83, 0
94296, -32.0, 101710.0, 25.84, 0
94718, -32.09, 101711.0, 25.86, 0
95033, -31.92, 101709.0, 25.87, 0
95244, -32.0, 101710.0, 25.88, 0
95454, -32.0, 101710.0, 25.89, 0
95873, -32.09, 101711.0, 25.91, 0
96187, -32.0, 101710.0, 25.92, 0
96398, -31.92, 101709.0, 25.93, 0
96817, -32.09, 101711.0, 25.95, 0
97132, -32.09, 101711.0, 25.96, 0
97343, -32.0, 101710.0, 25.97, 0
97762, -32.0, 101710.0, 25.99, 0
98077, -31.92, 101709.0, 26.0, 0
98288, -32.09, 101711.0, 26.01, 0
98708, -32.17, 101712.0, 26.03, 0
99023, -31.84, 101708.0, 26.04, 0
99234, -32.09, 101711.0, 26.05, 0
99650, -32.09, 101711.0, 26.07, 0
99965, -32.0, 101710.0, 26.08, 0
100176, -32.17, 101712.0, 26.09, 0
100594, -32.17, 101712.0, 26.11, 0
100909, -32.09, 101711.0, 26.13, 0
101120, -32.17, 101712.0, 26.13, 0
101537, -31.92, 101709.0, 26.15, 0
101852, -32.09, 101711.0, 26.16, 0
102063, -32.0, 101710.0, 26.18, 0
102482, -32.25, 101713.0, 26.19, 0
102796, -32.17, 101712.0, 26.2, 0
103006, -31.92, 101709.0, 26.21, 0
103321, -32.09, 101711.0, 26.22, 0
103953, -32.17, 101712.0, 26.25, 0
104268, -32.0, 101710.0, 26.26, 0
104479, -32.09, 101711.0, 26.27, 0
104687, -32.09, 101711.0, 26.28, 0
105001, -32.17, 101712.0, 26.29, 0
105212, -32.0, 101710.0, 26.3, 0
105630, -32.0, 101710.0, 26.31, 0
105945, -32.0, 101710.0, 26.32, 0
106156, -31.92, 101709.0, 26.33, 0
106577, -31.92, 101709.0, 26.35, 0
106892, -31.84, 101708.0, 26.36, 0
107103, -32.0, 101710.0, 26.37, 0
107523, -32.0, 101710.0, 26.39, 0
107838, -31.92, 101709.0, 26.4, 0
108049, -31.75, 101707.0, 26.41, 0
108468, -32.0, 101710.0, 26.43, 0
108782, -32.09, 101711.0, 26.44, 0
108992, -31.92, 101709.0, 26.44, 0
109519, -31.92, 101709.0, 26.46, 0
109939, -31.92, 101709.0, 26.48, 0
110254, -32.09, 101711.0, 26.49, 0
110465, -32.0, 101710.0, 26.49, 0
110670, -31.92, 101709.0, 26.5, 0
110985, -31.92, 101709.0, 26.51, 0
111196, -32.09, 101711.0, 26.52, 0
111614, -31.84, 101708.0, 26.53, 0
111929, -32.17, 101712.0, 26.55, 0
112140, -31.92, 101709.0, 26.55, 0
112559, -31.84, 101708.0, 26.57, 0
112874, -32.09, 101711.0, 26.58, 0
113085, -31.92, 101709.0, 26.59, 0
113505, -31.84, 101708.0, 26.61, 0
113818, -32.09, 101711.0, 26.62, 0
114029, -31.92, 101709.0, 26.62, 0
114448, -31.84, 101708.0, 26.64, 0
114763, -31.92, 101709.0, 26.65, 0
114973, -32.09, 101711.0, 26.66, 0
115288, -31.84, 101708.0, 26.66, 0
115501, -31.92, 101709.0, 26.67, 0
115920, -32.0, 101710.0, 26.68, 0
116235, -32.0, 101710.0, 26.69, 0
116446, -32.0, 101710.0, 26.7, 0
116651, -31.84, 101708.0, 26.71, 0
116966, -32.0, 101710.0, 26.72, 0
117177, -31.84, 101708.0, 26.73, 0
117594, -31.92, 101709.0, 26.75, 0
117909, -32.09, 101711.0, 26.76, 0
118120, -31.92, 101709.0, 26.76, 0
118541, -31.92, 101709.0, 26.78, 0
118856, -31.75, 101707.0, 26.79, 0
119067, -31.75, 101707.0, 26.79, 0
119486, -31.84, 101708.0, 26.8, 0
119801, -31.84, 101708.0, 26.81, 0
120011, -31.92, 101709.0, 26.82, 0
120326, -31.92, 101709.0, 26.83, 0
120537, -32.0, 101710.0, 26.84, 0
120956, -31.92, 101709.0, 26.86, 0
121271, -31.92, 101709.0, 26.87, 0
121482, -32.09, 101711.0, 26.88, 0
121901, -32.0, 101710.0, 26.89, 0
122216, -32.0, 101710.0, 26.9, 0
122427, -31.84, 101708.0, 26.91, 0
122845, -32.0, 101710.0, 26.93, 0
123160, -32.0, 101710.0, 26.94, 0
123371, -32.0, 101710.0, 26.95, 0
123789, -32.0, 101710.0, 26.96, 0
124104, -31.84, 101708.0, 26.97, 0
124315, -32.09, 101711.0, 26.97, 0
124735, -32.0, 101710.0, 26.98, 0
125050, -32.0, 101710.0, 26.98, 0
125261, -32.0, 101710.0, 26.99, 0
125471, -32.09, 101711.0, 26.99, 0
125890, -32.09, 101711.0, 27.0, 0
126204, -32.0, 101710.0, 27.01, 0
126415, -32.0, 101710.0, 27.01, 0
126620, -32.0, 101710.0, 27.02, 0
126935, -32.09, 101711.0, 27.02, 0
127146, -31.84, 101708.0, 27.03, 0
127564, -31.84, 101708.0, 27.04, 0
127879, -31.84, 101708.0, 27.04, 0
128090, -31.75, 101707.0, 27.04, 0
128510, -32.0, 101710.0, 27.06, 0
128825, -32.0, 101710.0, 27.07, 0
129036, -32.09, 101711.0, 27.08, 0
129455, -32.0, 101710.0, 27.09, 0
129874, -31.92, 101709.0, 27.1, 0
130188, -31.92, 101709.0, 27.1, 0
130399, -32.09, 101711.0, 27.11, 0
130818, -32.0, 101710.0, 27.12, 0
131133, -32.09, 101711.0, 27.12, 0
131344, -32.0, 101710.0, 27.13, 0
131765, -32.0, 101710.0, 27.14, 0
132080, -32.09, 101711.0, 27.14, 0
132291, -31.92, 101709.0, 27.15, 0
132712, -32.0, 101710.0, 27.16, 0
133027, -32.0, 101710.0, 27.16, 0
133238, -32.0, 101710.0, 27.17, 0
133448, -31.92, 101709.0, 27.17, 0
133762, -32.0, 101710.0, 27.19, 0
133972, -31.84, 101708.0, 27.19, 0
134287, -31.75, 101707.0, 27.2, 0
134498, -32.0, 101710.0, 27.2, 0
134917, -32.0, 101710.0, 27.22, 0
135232, -31.92, 101709.0, 27.23, 0
135443, -31.84, 101708.0, 27.24, 0
135649, -32.09, 101711.0, 27.25, 0
135963, -31.84, 101708.0, 27.26, 0
136174, -32.09, 101711.0, 27.27, 0
136595, -32.0, 101710.0, 27.27, 0
136910, -31.92, 101709.0, 27.27, 0
137121, -31.92, 101709.0, 27.28, 0
137540, -31.92, 101709.0, 27.29, 0
137855, -31.92, 101709.0, 27.29, 0
138066, -31.92, 101709.0, 27.29, 0
138485, -31.92, 101709.0, 27.3, 0
138799, -31.92, 101709.0, 27.31, 0
139009, -32.0, 101710.0, 27.32, 0
139324, -32.09, 101711.0, 27.33, 0
139537, -32.09, 101711.0, 27.33, 0
139956, -32.0, 101710.0, 27.35, 0
140271, -31.92, 101709.0, 27.35, 0
140482, -32.09, 101711.0, 27.36, 0
140901, -31.92, 101709.0, 27.37, 0
141216, -32.0, 101710.0, 27.38, 0
141427, -31.84, 101708.0, 27.39, 0
141634, -31.92, 101709.0, 27.39, 0
141948, -32.09, 101711.0, 27.4, 0
142159, -32.09, 101711.0, 27.41, 0
142578, -32.0, 101710.0, 27.41, 0
142893, -31.92, 101709.0, 27.41, 0
143104, -32.09, 101711.0, 27.42, 0
143523, -31.92, 101709.0, 27.43, 0
143838, -31.84, 101708.0, 27.44, 0
144049, -32.0, 101710.0, 27.45, 0
144468, -32.0, 101710.0, 27.47, 0
144782, -32.09, 101711.0, 27.48, 0
144992, -31.92, 101709.0, 27.48, 0
145307, -31.92, 101709.0, 27.49, 0
145516, -31.92, 101709.0, 27.5, 0
145726, -32.0, 101710.0, 27.5, 0
146040, -31.92, 101709.0, 27.51, 0
146251, -31.92, 101709.0, 27.52, 0
146461, -31.92, 101709.0, 27.53, 0
146774, -31.84, 101708.0, 27.54, 0
146984, -32.09, 101711.0, 27.55, 0
147299, -31.92, 101709.0, 27.56, 0
147506, -31.92, 101709.0, 27.56, 0
147715, -31.75, 101707.0, 27.57, 0
148030, -32.09, 101711.0, 27.57, 0
148241, -32.0, 101710.0, 27.58, 0
148451, -32.0, 101710.0, 27.59, 0
148871, -31.92, 101709.0, 27.61, 0
149185, -32.09, 101711.0, 27.61, 0
149396, -32.0, 101710.0, 27.62, 0
149817, -32.0, 101710.0, 27.63, 0
150132, -32.09, 101711.0, 27.64, 0
150343, -31.84, 101708.0, 27.64, 0
150762, -32.0, 101710.0, 27.65, 0
151077, -32.0, 101710.0, 27.65, 0
151288, -31.84, 101708.0, 27.66, 0
151708, -32.09, 101711.0, 27.67, 0
152023, -31.92, 101709.0, 27.68, 0
152234, -32.0, 101710.0, 27.68, 0
152650, -32.0, 101710.0, 27.7, 0
152965, -32.0, 101710.0, 27.71, 0
153176, -32.17, 101712.0, 27.72, 0
153594, -32.0, 101710.0, 27.73, 0
153909, -31.84, 101708.0, 27.73, 0
154120, -32.0, 101710.0, 27.74, 0
154538, -31.92, 101709.0, 27.76, 0
154853, -32.0, 101710.0, 27.77, 0
155064, -31.92, 101709.0, 27.78, 0
155483, -32.0, 101710.0, 27.79, 0
155903, -31.92, 101709.0, 27.8, 0
156217, -32.0, 101710.0, 27.8, 0
156428, -32.17, 101712.0, 27.81, 0
156634, -32.0, 101710.0, 27.82, 0
156948, -32.09, 101711.0, 27.82, 0
157159, -31.67, 101706.0, 27.82, 0
157578, -32.0, 101710.0, 27.84, 0
157893, -32.09, 101711.0, 27.85, 0
158104, -32.0, 101710.0, 27.86, 0
158525, -32.0, 101710.0, 27.87, 0
158840, -32.0, 101710.0, 27.88, 0
159051, -32.0, 101710.0, 27.89, 0
159470, -31.92, 101709.0, 27.9, 0
159784, -32.0, 101710.0, 27.91, 0
159994, -32.0, 101710.0, 27.91, 0
160309, -31.92, 101709.0, 27.93, 0
160518, -32.09, 101711.0, 27.93, 0
160728, -31.92, 101709.0, 27.94, 0
161042, -31.84, 101708.0, 27.95, 0
161253, -32.0, 101710.0, 27.96, 0
161463, -31.84, 101708.0, 27.97, 0
161776, -31.92, 101709.0, 27.98, 0
161986, -31.92, 101709.0, 27.98, 0
162301, -31.84, 101708.0, 27.99, 0
162509, -31.75, 101707.0, 28.0, 0
162719, -32.09, 101711.0, 28.0, 0
163033, -31.92, 101709.0, 28.01, 0
163244, -31.92, 101709.0, 28.02, 0
163454, -31.92, 101709.0, 28.03, 0
163872, -31.84, 101708.0, 28.04, 0
164186, -32.0, 101710.0, 28.04, 0
164397, -31.92, 101709.0, 28.05, 0
164818, -32.09, 101711.0, 28.06, 0
165133, -32.0, 101710.0, 28.07, 0
165344, -31.92, 101709.0, 28.08, 0
165765, -31.92, 101709.0, 28.09, 0
166080, -31.92, 101709.0, 28.1, 0
166291, -32.0, 101710.0, 28.11, 0
166714, -31.92, 101709.0, 28.12, 0
167029, -31.84, 101708.0, 28.12, 0
167240, -31.84, 101708.0, 28.13, 0
167450, -32.0, 101710.0, 28.14, 0
167763, -31.84, 101708.0, 28.14, 0
167973, -32.0, 101710.0, 28.15, 0
168288, -31.92, 101709.0, 28.15, 0
168498, -31.84, 101708.0, 28.16, 0
168917, -31.84, 101708.0, 28.17, 0
169232, -32.0, 101710.0, 28.18, 0
169443, -31.84, 101708.0, 28.18, 0
169649, -32.09, 101711.0, 28.19, 0
169963, -32.0, 101710.0, 28.2, 0
170174, -31.84, 101708.0, 28.2, 0
170595, -31.92, 101709.0, 28.21, 0
170910, -31.92, 101709.0, 28.22, 0
171121, -31.84, 101708.0, 28.23, 0
171540, -31.92, 101709.0, 28.23, 0
171855, -32.0, 101710.0, 28.24, 0
172485, -32.0, 101710.0, 28.26, 0
172799, -32.09, 101711.0, 28.27, 0
173009, -31.92, 101709.0, 28.27, 0
173537, -32.0, 101710.0, 28.28, 0
173956, -32.09, 101711.0, 28.3, 0
