Time (ms), Time (us), Altitude (m), Pressure (Pa), Temperature (degC), Packet Error
43283, 43283868, -5.91, 101396.0, 30.99, 0
43496, 43496863, -6.16, 101399.0, 30.99, 0
43937, 43937868, -6.33, 101401.0, 31.0, 0
44152, 44152861, -6.08, 101398.0, 31.0, 0
44589, 44589875, -6.16, 101399.0, 31.01, 0
44802, 44802861, -6.16, 101399.0, 31.01, 0
45234, 45234868, -6.16, 101399.0, 31.02, 0
45447, 45447822, -6.16, 101399.0, 31.03, 0
45784, 45784838, -6.16, 101399.0, 31.03, 0
46002, 46002863, -6.33, 101401.0, 31.03, 0
46217, 46217850, -6.16, 101399.0, 31.03, 0
46430, 46430860, -5.99, 101397.0, 31.04, 0
46868, 46868864, -6.24, 101400.0, 31.04, 0
47081, 47081838, -6.08, 101398.0, 31.05, 0
47518, 47518864, -6.16, 101399.0, 31.05, 0
47949, 47949861, -6.08, 101398.0, 31.06, 0
48384, 48384836, -6.16, 101399.0, 31.07, 0
48821, 48821840, -6.08, 101398.0, 31.07, 0
49034, 49034862, -6.08, 101398.0, 31.08, 0
49471, 49471868, -5.99, 101397.0, 31.08, 0
49906, 49906855, -6.16, 101399.0, 31.09, 0
50337, 50337851, -6.08, 101398.0, 31.1, 0
50773, 50773867, -6.33, 101401.0, 31.1, 0
51206, 51206862, -6.08, 101398.0, 31.1, 0
51638, 51638834, -6.24, 101400.0, 31.11, 0
51855, 51855859, -6.16, 101399.0, 31.12, 0
52285, 52285847, -6.08, 101398.0, 31.12, 0
52502, 52502860, -6.08, 101398.0, 31.13, 0
52940, 52940839, -6.16, 101399.0, 31.13, 0
53155, 53155861, -6.16, 101399.0, 31.14, 0
53586, 53586859, -6.33, 101401.0, 31.14, 0
54021, 54021866, -6.16, 101399.0, 31.15, 0
54234, 54234867, -6.08, 101398.0, 31.15, 0
54669, 54669854, -6.08, 101398.0, 31.16, 0
54882, 54882863, -6.16, 101399.0, 31.17, 0
55316, 55316852, -6.24, 101400.0, 31.17, 0
55529, 55529834, -6.16, 101399.0, 31.17, 0
55963, 55963853, -6.33, 101401.0, 31.18, 0
56177, 56177862, -6.08, 101398.0, 31.18, 0
56613, 56613866, -6.33, 101401.0, 31.19, 0
56826, 56826862, -6.16, 101399.0, 31.2, 0
57260, 57260866, -6.16, 101399.0, 31.2, 0
57473, 57473860, -6.08, 101398.0, 31.21, 0
57910, 57910867, -6.08, 101398.0, 31.21, 0
58123, 58123850, -6.16, 101399.0, 31.22, 0
58564, 58564626, -6.24, 101400.0, 31.22, 0
58777, 58777860, -5.91, 101396.0, 31.23, 0
59215, 59215864, -6.33, 101401.0, 31.23, 0
59429, 59429843, -6.16, 101399.0, 31.24, 0
59868, 59868867, -6.33, 101401.0, 31.24, 0
60302, 60302860, -6.24, 101400.0, 31.25, 0
60735, 60735839, -6.16, 101399.0, 31.26, 0
61168, 61168839, -5.99, 101397.0, 31.27, 0
61381, 61381859, -6.24, 101400.0, 31.27, 0
61821, 61821868, -6.16, 101399.0, 31.27, 0
62034, 62034867, -6.08, 101398.0, 31.28, 0
62468, 62468867, -6.08, 101398.0, 31.28, 0
62902, 62902846, -6.24, 101400.0, 31.29, 0
63333, 63333863, -6.08, 101398.0, 31.3, 0
63550, 63550021, -6.24, 101400.0, 31.3, 0
63978, 63978860, -6.24, 101400.0, 31.3, 0
64414, 64414824, -6.16, 101399.0, 31.31, 0
64628, 64628859, -6.08, 101398.0, 31.31, 0
64840, 64840860, -5.99, 101397.0, 31.32, 0
65270, 65270860, -5.91, 101396.0, 31.32, 0
65708, 65708861, -5.99, 101397.0, 31.32, 0
65923, 65923860, -6.16, 101399.0, 31.33, 0
66137, 66137846, -6.24, 101400.0, 31.33, 0
66573, 66573878, -6.16, 101399.0, 31.34, 0
67008, 67008860, -5.99, 101397.0, 31.34, 0
67442, 67442836, -6.16, 101399.0, 31.35, 0
67876, 67876863, -6.16, 101399.0, 31.36, 0
68311, 68311838, -5.99, 101397.0, 31.36, 0
68524, 68524859, -6.16, 101399.0, 31.36, 0
68962, 68962896, -5.91, 101396.0, 31.36, 0
69395, 69395861, -5.99, 101397.0, 31.37, 0
69829, 69829834, -6.16, 101399.0, 31.38, 0
70264, 70264866, -5.99, 101397.0, 31.38, 0
70477, 70477863, -6.08, 101398.0, 31.39, 0
70809, 70809854, -6.24, 101400.0, 31.39, 0
71028, 71028839, -6.08, 101398.0, 31.39, 0
71244, 71244848, -6.16, 101399.0, 31.39, 0
71458, 71458860, -6.08, 101398.0, 31.4, 0
71891, 71891837, -6.24, 101400.0, 31.4, 0
72104, 72104863, -5.99, 101397.0, 31.41, 0
72549, 72549696, -6.08, 101398.0, 31.41, 0
72763, 72763844, -6.08, 101398.0, 31.41, 0
73199, 73199852, -6.08, 101398.0, 31.42, 0
73412, 73412844, -6.08, 101398.0, 31.42, 0
73847, 73847843, -5.91, 101396.0, 31.43, 0
74060, 74060862, -6.08, 101398.0, 31.43, 0
74497, 74497826, -6.24, 101400.0, 31.43, 0
74930, 74930863, -6.08, 101398.0, 31.44, 0
75361, 75361846, -5.99, 101397.0, 31.45, 0
75799, 75799867, -5.91, 101396.0, 31.45, 0
76012, 76012844, -6.08, 101398.0, 31.46, 0
76450, 76450854, -6.08, 101398.0, 31.46, 0
76882, 76882850, -5.91, 101396.0, 31.46, 0
77313, 77313859, -5.99, 101397.0, 31.47, 0
77530, 77530844, -6.08, 101398.0, 31.47, 0
77965, 77965836, -6.08, 101398.0, 31.48, 0
78400, 78400867, -6.08, 101398.0, 31.48, 0
78614, 78614836, -5.99, 101397.0, 31.48, 0
79046, 79046867, -6.16, 101399.0, 31.49, 0
79259, 79259860, -6.24, 101400.0, 31.49, 0
79696, 79696864, -5.91, 101396.0, 31.49, 0
79909, 79909860, -5.91, 101396.0, 31.49, 0
80343, 80343826, -5.99, 101397.0, 31.5, 0
80557, 80557507, -5.99, 101397.0, 31.5, 0
80992, 80992849, -5.99, 101397.0, 31.5, 0
81207, 81207848, -5.99, 101397.0, 31.5, 0
81642, 81642850, -6.24, 101400.0, 31.5, 0
81855, 81855837, -5.91, 101396.0, 31.51, 0
82288, 82288866, -6.24, 101400.0, 31.51, 0
82501, 82501860, -5.91, 101396.0, 31.51, 0
82940, 82940867, -5.91, 101396.0, 31.51, 0
83153, 83153863, -5.99, 101397.0, 31.52, 0
83593, 83593835, -6.16, 101399.0, 31.52, 0
83806, 83806863, -6.08, 101398.0, 31.52, 0
84239, 84239867, -6.16, 101399.0, 31.52, 0
84452, 84452863, -6.08, 101398.0, 31.53, 0
84666, 84666863, -5.99, 101397.0, 31.53, 0
85099, 85099863, -5.99, 101397.0, 31.53, 0
85539, 85539442, -6.16, 101399.0, 31.53, 0
85750, 85750863, -6.08, 101398.0, 31.54, 0
86186, 86186863, -6.08, 101398.0, 31.54, 0
86401, 86401859, -5.99, 101397.0, 31.55, 0
86839, 86839860, -6.08, 101398.0, 31.54, 0
87052, 87052837, -6.16, 101399.0, 31.55, 0
87485, 87485867, -5.99, 101397.0, 31.55, 0
87920, 87920863, -6.08, 101398.0, 31.56, 0
88352, 88352837, -5.99, 101397.0, 31.56, 0
88685, 88685861, -6.08, 101398.0, 31.56, 0
88904, 88904863, -5.99, 101397.0, 31.57, 0
89122, 89122863, -6.08, 101398.0, 31.57, 0
89335, 89335863, -5.99, 101397.0, 31.57, 0
89774, 89774892, -5.91, 101396.0, 31.58, 0
90208, 90208863, -5.99, 101397.0, 31.58, 0
90640, 90640834, -6.08, 101398.0, 31.59, 0
91076, 91076867, -6.08, 101398.0, 31.59, 0
91289, 91289837, -6.33, 101401.0, 31.59, 0
91505, 91505844, -5.91, 101396.0, 31.6, 0
91935, 91935844, -6.16, 101399.0, 31.6, 0
92369, 92369843, -5.99, 101397.0, 31.61, 0
92802, 92802848, -5.91, 101396.0, 31.61, 0
93233, 93233860, -6.08, 101398.0, 31.62, 0
93671, 93671863, -6.08, 101398.0, 31.62, 0
93884, 93884843, -5.91, 101396.0, 31.62, 0
94321, 94321864, -6.08, 101398.0, 31.63, 0
94534, 94534845, -5.91, 101396.0, 31.63, 0
94968, 94968839, -6.16, 101399.0, 31.64, 0
95181, 95181822, -6.16, 101399.0, 31.64, 0
95615, 95615864, -6.16, 101399.0, 31.64, 0
96049, 96049860, -6.08, 101398.0, 31.65, 0
96480, 96480867, -6.16, 101399.0, 31.65, 0
96918, 96918844, -6.24, 101400.0, 31.65, 0
97131, 97131860, -5.99, 101397.0, 31.66, 0
97345, 97345860, -6.08, 101398.0, 31.66, 0
97779, 97779862, -6.16, 101399.0, 31.66, 0
98215, 98215863, -5.91, 101396.0, 31.66, 0
98428, 98428860, -5.99, 101397.0, 31.67, 0
98868, 98868849, -6.08, 101398.0, 31.67, 0
99083, 99083862, -5.91, 101396.0, 31.67, 0
99520, 99520867, -6.08, 101398.0, 31.67, 0
99950, 99950861, -5.83, 101395.0, 31.68, 0
100380, 100380851, -5.99, 101397.0, 31.68, 0
100820, 100820859, -6.16, 101399.0, 31.68, 0
101033, 101033865, -5.99, 101397.0, 31.69, 0
101471, 101471860, -5.83, 101395.0, 31.69, 0
101905, 101905836, -5.99, 101397.0, 31.7, 0
102340, 102340865, -5.91, 101396.0, 31.7, 0
102772, 102772842, -5.83, 101395.0, 31.7, 0
103206, 103206835, -5.91, 101396.0, 31.7, 0
103643, 103643858, -5.99, 101397.0, 31.7, 0
103856, 103856860, -5.91, 101396.0, 31.71, 0
104290, 104290863, -5.91, 101396.0, 31.71, 0
104505, 104505860, -6.16, 101399.0, 31.71, 0
104939, 104939862, -5.99, 101397.0, 31.72, 0
105370, 105370860, -5.99, 101397.0, 31.72, 0
105812, 105812853, -5.91, 101396.0, 31.72, 0
106026, 106026860, -5.91, 101396.0, 31.73, 0
106463, 106463837, -6.08, 101398.0, 31.73, 0
106678, 106678844, -5.83, 101395.0, 31.74, 0
107112, 107112862, -6.08, 101398.0, 31.74, 0
107325, 107325861, -6.16, 101399.0, 31.74, 0
107759, 107759862, -5.99, 101397.0, 31.74, 0
108190, 108190860, -5.99, 101397.0, 31.75, 0
108628, 108628858, -6.08, 101398.0, 31.75, 0
108841, 108841860, -5.83, 101395.0, 31.75, 0
109276, 109276848, -5.91, 101396.0, 31.75, 0
109489, 109489862, -5.91, 101396.0, 31.76, 0
109927, 109927848, -5.99, 101397.0, 31.76, 0
110142, 110142830, -6.08, 101398.0, 31.76, 0
110351, 110351826, -5.99, 101397.0, 31.77, 0
110783, 110783822, -6.08, 101398.0, 31.77, 0
2048, 3145728, 0.0, 0.0, 0.0, 1
0, 0, -0.0, 0.0, 0.0, 1
0, 2684354560, -0.0, 0.0, 0.0, 1
0, 0, -0.0, 0.0, 0.0, 1
3477, 3477020, -5.74, 101394.0, 29.76, 0
3803, 3803492, -5.74, 101394.0, 29.78, 0
4366, 4366943, -5.58, 101392.0, 29.78, 0
4926, 4926496, -5.66, 101393.0, 29.79, 0
5493, 5493915, -5.74, 101394.0, 29.81, 0
5924, 5924862, -5.91, 101396.0, 29.89, 0
6140, 6140863, -5.74, 101394.0, 29.92, 0
6352, 6352862, -5.83, 101395.0, 29.94, 0
6790, 6790871, -5.83, 101395.0, 29.96, 0
7002, 7002861, -5.91, 101396.0, 29.98, 0
7214, 7214859, -5.74, 101394.0, 29.98, 0
7427, 7427860, -5.91, 101396.0, 29.99, 0
7860, 7860836, -5.83, 101395.0, 30.01, 0
8072, 8072860, -5.91, 101396.0, 30.01, 0
8287, 8287856, -5.83, 101395.0, 30.02, 0
8502, 8502861, -5.83, 101395.0, 30.03, 0
8933, 8933857, -5.83, 101395.0, 30.04, 0
9148, 9148862, -5.91, 101396.0, 30.05, 0
9359, 9359859, -5.91, 101396.0, 30.05, 0
9792, 9792846, -5.91, 101396.0, 30.06, 0
10004, 10004870, -5.83, 101395.0, 30.07, 0
10218, 10218848, -5.83, 101395.0, 30.07, 0
10649, 10649861, -5.83, 101395.0, 30.08, 0
10862, 10862859, -5.83, 101395.0, 30.09, 0
11076, 11076864, -6.08, 101398.0, 30.09, 0
11287, 11287844, -5.83, 101395.0, 30.1, 0
11502, 11502866, -5.99, 101397.0, 30.11, 0
11929, 11929864, -5.83, 101395.0, 30.12, 0
12364, 12364837, -6.16, 101399.0, 30.12, 0
12795, 12795860, -5.99, 101397.0, 30.14, 0
13009, 13009863, -5.91, 101396.0, 30.14, 0
13220, 13220865, -5.83, 101395.0, 30.15, 0
13434, 13434860, -5.99, 101397.0, 30.15, 0
13867, 13867861, -5.91, 101396.0, 30.16, 0
14082, 14082844, -5.83, 101395.0, 30.17, 0
14296, 14296865, -5.99, 101397.0, 30.17, 0
14508, 14508861, -5.99, 101397.0, 30.18, 0
14938, 14938863, -5.66, 101393.0, 30.19, 0
15150, 15150867, -6.08, 101398.0, 30.19, 0
15583, 15583863, -5.74, 101394.0, 30.2, 0
15798, 15798861, -5.74, 101394.0, 30.2, 0
16010, 16010821, -5.91, 101396.0, 30.21, 0
16224, 16224864, -5.91, 101396.0, 30.21, 0
16435, 16435835, -5.91, 101396.0, 30.22, 0
16866, 16866863, -5.91, 101396.0, 30.23, 0
17078, 17078861, -6.08, 101398.0, 30.24, 0
17293, 17293834, -5.83, 101395.0, 30.24, 0
17509, 17509864, -5.74, 101394.0, 30.24, 0
17937, 17937872, -5.91, 101396.0, 30.25, 0
18152, 18152849, -6.08, 101398.0, 30.25, 0
18363, 18363820, -5.99, 101397.0, 30.26, 0
18687, 18687845, -5.83, 101395.0, 30.27, 0
18993, 18993860, -5.91, 101396.0, 30.25, 0
19207, 19207861, -6.08, 101398.0, 30.27, 0
19644, 19644874, -5.83, 101395.0, 30.28, 0
19857, 19857862, -5.91, 101396.0, 30.29, 0
20070, 20070847, -5.83, 101395.0, 30.3, 0
20284, 20284837, -5.74, 101394.0, 30.3, 0
20497, 20497861, -5.91, 101396.0, 30.31, 0
20928, 20928864, -5.99, 101397.0, 30.31, 0
21143, 21143844, -5.83, 101395.0, 30.32, 0
21356, 21356861, -6.08, 101398.0, 30.33, 0
21785, 21785861, -5.91, 101396.0, 30.34, 0
22000, 22000845, -5.83, 101395.0, 30.34, 0
22428, 22428845, -5.91, 101396.0, 30.35, 0
22643, 22643871, -5.99, 101397.0, 30.36, 0
23072, 23072870, -5.83, 101395.0, 30.37, 0
23287, 23287861, -5.74, 101394.0, 30.37, 0
23502, 23502861, -5.91, 101396.0, 30.38, 0
23930, 23930870, -5.91, 101396.0, 30.39, 0
24358, 24358861, -5.83, 101395.0, 30.4, 0
24797, 24797859, -5.74, 101394.0, 30.4, 0
25009, 25009860, -5.66, 101393.0, 30.41, 0
25224, 25224845, -5.83, 101395.0, 30.42, 0
25655, 25655844, -5.99, 101397.0, 30.42, 0
25870, 25870839, -5.99, 101397.0, 30.43, 0
26298, 26298817, -5.99, 101397.0, 30.44, 0
26508, 26508812, -5.91, 101396.0, 30.45, 0
3690, 3690895, -5.66, 101393.0, 29.96, 0
4158, 4158542, -5.66, 101393.0, 30.02, 0
4852, 4852894, -5.66, 101393.0, 30.06, 0
5546, 5546894, -5.83, 101395.0, 30.08, 0
6011, 6011898, -5.83, 101395.0, 30.1, 0
6474, 6474896, -5.83, 101395.0, 30.11, 0
6936, 6936894, -5.74, 101394.0, 30.13, 0
7399, 7399896, -5.49, 101391.0, 30.14, 0
7863, 7863894, -5.74, 101394.0, 30.15, 0
8091, 8091894, -5.74, 101394.0, 30.16, 0
8710, 8710901, -5.83, 101395.0, 30.18, 0
9024, 9024899, -5.91, 101396.0, 30.18, 0
9383, 9383894, -5.74, 101394.0, 30.15, 0
10078, 10078859, -5.91, 101396.0, 30.21, 0
10776, 10776899, -5.66, 101393.0, 30.23, 0
11474, 11474898, -5.74, 101394.0, 30.25, 0
11938, 11938896, -5.74, 101394.0, 30.26, 0
12401, 12401865, -5.74, 101394.0, 30.27, 0
12862, 12862897, -5.58, 101392.0, 30.28, 0
13557, 13557897, -5.66, 101393.0, 30.29, 0
14018, 14018893, -5.74, 101394.0, 30.3, 0
14476, 14476893, -5.91, 101396.0, 30.32, 0
14943, 14943891, -5.83, 101395.0, 30.32, 0
15409, 15409858, -5.83, 101395.0, 30.33, 0
15867, 14819321, 6021956.0, 99858.0, 30.35562515258789, 1
16332, 16332899, -5.74, 101394.0, 30.35, 0
16795, 16795898, -5.74, 101394.0, 30.36, 0
17253, 17253904, -5.74, 101394.0, 30.37, 0
17872, 17872857, -5.91, 101396.0, 30.39, 0
18336, 18336860, -5.83, 101395.0, 30.4, 0
19030, 19030897, -5.74, 101394.0, 30.41, 0
19490, 19490900, -5.74, 101394.0, 30.42, 0
19953, 19953898, -5.83, 101395.0, 30.43, 0
20413, 20413860, -5.91, 101396.0, 30.44, 0
20876, 20876894, -5.83, 101395.0, 30.45, 0
21104, 21104893, -5.83, 101395.0, 30.46, 0
21721, 21721894, -5.91, 101396.0, 30.47, 0
22179, 22179492, -5.83, 101395.0, 30.48, 0
22644, 22644894, -5.99, 101397.0, 30.49, 0
23108, 23108858, -5.83, 101395.0, 30.5, 0
23567, 23567894, -5.99, 101397.0, 30.51, 0
24186, 24186460, -5.66, 101393.0, 30.52, 0
24648, 24648894, -5.83, 101395.0, 30.53, 0
25114, 25114897, -5.99, 101397.0, 30.53, 0
25574, 25574897, -6.08, 101398.0, 30.55, 0
26036, 26036897, -5.91, 101396.0, 30.56, 0
26497, 26497894, -5.91, 101396.0, 30.57, 0
26955, 26955897, -5.83, 101395.0, 30.57, 0
27419, 27419895, -5.83, 101395.0, 30.58, 0
27886, 27886901, -5.99, 101397.0, 30.59, 0
28040, 28040847, -5.99, 101397.0, 30.59, 0
28873, 28873902, -5.74, 101394.0, 30.6, 0
29570, 29570859, -5.74, 101394.0, 30.62, 0
30033, 30033891, -5.91, 101396.0, 30.63, 0
30495, 30495894, -6.16, 101399.0, 30.65, 0
30957, 30957893, -5.66, 101393.0, 30.66, 0
31422, 31422891, -6.08, 101398.0, 30.66, 0
31885, 31885891, -5.99, 101397.0, 30.67, 0
32347, 32347896, -5.99, 101397.0, 30.69, 0
33042, 33042897, -5.99, 101397.0, 30.7, 0
33504, 33504901, -5.99, 101397.0, 30.71, 0
33962, 33962898, -5.99, 101397.0, 30.72, 0
34580, 34580899, -5.83, 101395.0, 30.73, 0
35042, 35042860, -5.91, 101396.0, 30.74, 0
35585, 35585854, -5.74, 101394.0, 30.75, 0
36045, 36045894, -5.83, 101395.0, 30.76, 0
36505, 36505894, -5.91, 101396.0, 30.77, 0
36971, 36971894, -5.83, 101395.0, 30.78, 0
37430, 37430901, -5.99, 101397.0, 30.79, 0
37893, 37893863, -5.83, 101395.0, 30.8, 0
38587, 38587902, -6.08, 101398.0, 30.81, 0
39050, 39050851, -6.08, 101398.0, 30.82, 0
39511, 39511887, -6.08, 101398.0, 30.83, 0
39975, 39975860, -5.83, 101395.0, 30.84, 0
40669, 40669890, -5.99, 101397.0, 30.86, 0
41133, 41133240, -5.99, 101397.0, 30.86, 0
41590, 41590898, -5.91, 101396.0, 30.87, 0
42214, 42214875, -6.08, 101398.0, 30.88, 0
42675, 42675894, -5.83, 101395.0, 30.89, 0
43373, 43373864, -6.08, 101398.0, 30.9, 0
43835, 43835865, -6.08, 101398.0, 30.91, 0
44532, 44532898, -5.91, 101396.0, 30.92, 0
44990, 44990896, -6.16, 101399.0, 30.93, 0
45453, 45453898, -5.99, 101397.0, 30.94, 0
45920, 45920898, -5.99, 101397.0, 30.95, 0
46382, 46382894, -5.66, 101393.0, 30.96, 0
46848, 46848899, -6.08, 101398.0, 30.96, 0
47157, 47157452, -5.99, 101397.0, 30.97, 0
47753, 47753858, -5.91, 101396.0, 30.96, 0
48775, 48775858, -5.91, 101396.0, 30.99, 0
49239, 49239916, -5.74, 101394.0, 31.0, 0
49706, 49706892, -6.08, 101398.0, 31.0, 0
50166, 50166494, -6.16, 101399.0, 31.01, 0
50628, 50628890, -5.99, 101397.0, 31.02, 0
51094, 51094894, -5.99, 101397.0, 31.03, 0
51554, 51554891, -5.91, 101396.0, 31.04, 0
52021, 52021896, -5.83, 101395.0, 31.04, 0
52484, 52484893, -5.83, 101395.0, 31.05, 0
52942, 52942893, -5.99, 101397.0, 31.06, 0
53562, 53562893, -5.99, 101397.0, 31.07, 0
54024, 54024854, -5.91, 101396.0, 31.08, 0
54486, 54486895, -5.99, 101397.0, 31.08, 0
54948, 54948893, -5.99, 101397.0, 31.1, 0
55411, 55411895, -5.83, 101395.0, 31.1, 0
56108, 56108892, -5.66, 101393.0, 31.11, 0
56573, 56573887, -5.91, 101396.0, 31.12, 0
57032, 57032887, -5.83, 101395.0, 31.13, 0
57652, 57652892, -5.83, 101395.0, 31.14, 0
58116, 58116892, -5.91, 101396.0, 31.14, 0
58811, 58811895, -5.74, 101394.0, 31.15, 0
59275, 59275914, -5.83, 101395.0, 31.16, 0
59737, 59737893, -5.83, 101395.0, 31.17, 0
60199, 60199495, -5.83, 101395.0, 31.17, 0
60662, 60662897, -5.74, 101394.0, 31.18, 0
61125, 61125890, -5.91, 101396.0, 31.19, 0
61743, 61743887, -5.74, 101394.0, 31.2, 0
62441, 62441858, -5.83, 101395.0, 31.2, 0
62904, 62904890, -5.58, 101392.0, 31.21, 0
63362, 63362890, -5.74, 101394.0, 31.22, 0
63982, 63982890, -5.74, 101394.0, 31.23, 0
64446, 64446893, -5.74, 101394.0, 31.23, 0
65143, 65143350, -5.74, 101394.0, 31.24, 0
65609, 65609893, -5.99, 101397.0, 31.25, 0
66072, 66072893, -5.91, 101396.0, 31.26, 0
66235, 66235941, -5.83, 101395.0, 31.25, 0
66982, 66982884, -5.66, 101393.0, 31.25, 0
67449, 67449896, -5.99, 101397.0, 31.27, 0
67908, 67908893, -5.66, 101393.0, 31.28, 0
68374, 68374896, -5.74, 101394.0, 31.28, 0
68835, 68835893, -5.91, 101396.0, 31.29, 0
69298, 69298872, -5.74, 101394.0, 31.3, 0
69761, 69761898, -5.83, 101395.0, 31.3, 0
70229, 70229916, -5.99, 101397.0, 31.31, 0
70691, 70691893, -5.74, 101394.0, 31.32, 0
71390, 71390887, -5.66, 101393.0, 31.32, 0
71851, 71851893, -5.83, 101395.0, 31.33, 0
72782, 72782887, -5.74, 101394.0, 31.35, 0
73245, 73245914, -5.74, 101394.0, 31.35, 0
73707, 73707888, -5.91, 101396.0, 31.36, 0
74096, 74096894, -5.66, 101393.0, 31.37, 0
74558, 74558886, -5.83, 101395.0, 31.37, 0
75021, 75021895, -5.74, 101394.0, 31.38, 0
75484, 75484894, -5.66, 101393.0, 31.39, 0
75943, 75943890, -5.74, 101394.0, 31.39, 0
76408, 76408895, -5.83, 101395.0, 31.4, 0
76872, 76872894, -5.83, 101395.0, 31.4, 0
77332, 77332892, -5.74, 101394.0, 31.41, 0
77794, 77794864, -5.74, 101394.0, 31.42, 0
78258, 78258906, -5.91, 101396.0, 31.42, 0
78715, 78715890, -5.83, 101395.0, 31.43, 0
79104, 79104851, -5.83, 101395.0, 31.44, 0
79567, 79567858, -5.91, 101396.0, 31.45, 0
3012, 3012842, -5.41, 101390.0, 30.52, 0
4018, 4018842, -5.58, 101392.0, 30.69, 0
4460, 4460816, -5.83, 101395.0, 30.71, 0
4901, 4901861, -5.49, 101391.0, 30.72, 0
5344, 5344842, -5.74, 101394.0, 30.73, 0
5787, 5787929, -5.58, 101392.0, 30.74, 0
6228, 6228842, -5.58, 101392.0, 30.75, 0
6670, 6670843, -5.66, 101393.0, 30.76, 0
7112, 7112809, -5.66, 101393.0, 30.77, 0
7554, 7554813, -5.66, 101393.0, 30.78, 0
7996, 7996842, -5.66, 101393.0, 30.79, 0
8438, 8438844, -5.83, 101395.0, 30.8, 0
8878, 8878863, -5.66, 101393.0, 30.81, 0
9883, 9883858, -5.49, 101391.0, 30.83, 0
10326, 10326838, -5.66, 101393.0, 30.84, 0
10768, 10768815, -5.74, 101394.0, 30.85, 0
11210, 11210847, -5.49, 101391.0, 30.86, 0
11652, 11652815, -5.58, 101392.0, 30.86, 0
12094, 12094816, -5.66, 101393.0, 30.87, 0
12536, 12536844, -5.58, 101392.0, 30.88, 0
12981, 12981845, -5.66, 101393.0, 30.89, 0
13423, 13423846, -5.91, 101396.0, 30.9, 0
13867, 13867856, -5.58, 101392.0, 30.9, 0
14309, 14309846, -5.66, 101393.0, 30.91, 0
14751, 14751847, -5.74, 101394.0, 30.92, 0
15192, 15192840, -5.66, 101393.0, 30.93, 0
15634, 15634843, -5.83, 101395.0, 30.94, 0
16076, 16076843, -5.83, 101395.0, 30.95, 0
16518, 16518844, -5.83, 101395.0, 30.95, 0
16961, 16961843, -5.74, 101394.0, 30.96, 0
17403, 17403844, -5.66, 101393.0, 30.97, 0
17846, 17846129, -5.66, 101393.0, 30.98, 0
18287, 18287841, -5.66, 101393.0, 30.99, 0
18729, 18729851, -5.49, 101391.0, 31.0, 0
19172, 19172817, -5.58, 101392.0, 31.01, 0
3241, 3241827, -5.49, 101391.0, 29.91, 0
3684, 3684464, -5.41, 101390.0, 29.98, 0
4126, 4126830, -5.24, 101388.0, 30.0, 0
0, 3145728, -0.0, 0.0, 0.0, 1
4568, 4568829, -5.66, 101393.0, 30.03, 0
5010, 5010830, -5.41, 101390.0, 30.04, 0
5452, 5452830, -5.49, 101391.0, 30.06, 0
6456, 6456827, -5.66, 101393.0, 30.1, 0
6898, 6898830, -5.49, 101391.0, 30.11, 0
7340, 7340812, -5.58, 101392.0, 30.13, 0
7784, 7784844, -5.83, 101395.0, 30.14, 0
8226, 8226830, -5.41, 101390.0, 30.16, 0
8672, 8672112, -5.58, 101392.0, 30.17, 0
9114, 9114828, -5.49, 101391.0, 30.18, 0
9556, 9556829, -5.74, 101394.0, 30.2, 0
9998, 9998830, -5.74, 101394.0, 30.21, 0
10440, 10440828, -5.58, 101392.0, 30.23, 0
10882, 10882830, -5.74, 101394.0, 30.24, 0
11324, 11324830, -5.74, 101394.0, 30.25, 0
11766, 11766850, -5.58, 101392.0, 30.26, 0
12208, 12208832, -5.49, 101391.0, 30.27, 0
12650, 12650831, -5.66, 101393.0, 30.29, 0
13092, 13092831, -5.83, 101395.0, 30.3, 0
13534, 13534813, -5.58, 101392.0, 30.31, 0
13977, 13977829, -5.74, 101394.0, 30.32, 0
14419, 14419814, -5.74, 101394.0, 30.34, 0
14863, 14863811, -5.91, 101396.0, 30.35, 0
15305, 15305830, -5.66, 101393.0, 30.36, 0
15745, 15745849, -5.91, 101396.0, 30.37, 0
16750, 16750847, -5.74, 101394.0, 30.4, 0
17193, 17193830, -5.58, 101392.0, 30.41, 0
17635, 17635830, -5.66, 101393.0, 30.42, 0
18080, 18080829, -5.58, 101392.0, 30.43, 0
18522, 18522830, -5.58, 101392.0, 30.44, 0
18964, 18964832, -5.58, 101392.0, 30.45, 0
19406, 19406831, -5.66, 101393.0, 30.46, 0
19848, 19848831, -5.58, 101392.0, 30.47, 0
20290, 20290830, -5.49, 101391.0, 30.49, 0
20732, 20732991, -5.58, 101392.0, 30.5, 0
21174, 21174815, -5.74, 101394.0, 30.51, 0
21616, 21616828, -5.66, 101393.0, 30.52, 0
22061, 22061832, -5.58, 101392.0, 30.53, 0
22503, 22503823, -5.83, 101395.0, 30.54, 0
22945, 22945823, -5.91, 101396.0, 30.56, 0
0, 3145728, 0.0, 0.0, -0.0, 1
3247, 3247813, -5.41, 101390.0, 29.63, 0
3689, 3689804, -5.41, 101390.0, 29.69, 0
4130, 4130804, -5.24, 101388.0, 29.73, 0
4572, 4572819, -5.49, 101391.0, 29.75, 0
5017, 5017819, -5.41, 101390.0, 29.77, 0
5459, 5459818, -5.33, 101389.0, 29.79, 0
5902, 5902805, -5.49, 101391.0, 29.81, 0
6344, 6344819, -5.66, 101393.0, 29.82, 0
