Time (ms), accX, accY, accZ, gyroX, gyroY, gyroZ, tempC, Packet Error
220442, -10.9, -0.11, -0.11, -0.17, -0.17, -0.17, 32.62, 0
220442, -10.9, -0.11, -0.11, -0.17, -0.17, -0.17, 32.62, 0
222033, -10.88, -0.11, -0.11, -0.22, -0.22, -0.22, 32.57, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
222502, -10.85, -0.11, -0.11, -0.27, -0.27, -0.27, 32.67, 0
222791, -10.88, -0.11, -0.11, -0.25, -0.25, -0.25, 32.62, 0
222933, -10.85, -0.11, -0.11, -0.24, -0.24, -0.24, 32.57, 0
223227, -10.93, -0.11, -0.11, -0.28, -0.28, -0.28, 32.53, 0
223366, -10.84, -0.11, -0.11, -0.25, -0.25, -0.25, 32.62, 0
223567, -10.86, -0.11, -0.11, -0.21, -0.21, -0.21, 32.48, 0
223691, -10.82, -0.11, -0.11, -0.27, -0.27, -0.27, 32.53, 0
223908, -10.91, -0.11, -0.11, -0.25, -0.25, -0.25, 32.53, 0
224199, -10.82, -0.11, -0.11, -0.27, -0.27, -0.27, 32.62, 0
224418, -10.88, -0.11, -0.11, -0.25, -0.25, -0.25, 32.57, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
224870, -10.85, -0.11, -0.11, -0.22, -0.22, -0.22, 32.67, 0
224997, -10.88, -0.11, -0.11, -0.28, -0.28, -0.28, 32.67, 0
225212, -10.85, -0.11, -0.11, -0.21, -0.21, -0.21, 32.67, 0
225506, -10.83, -0.11, -0.11, -0.25, -0.25, -0.25, 32.62, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
225971, -10.9, -0.11, -0.11, -0.26, -0.26, -0.26, 32.62, 0
226183, -10.87, -0.11, -0.11, -0.26, -0.26, -0.26, 32.62, 0
226401, -10.85, -0.11, -0.11, -0.27, -0.27, -0.27, 32.67, 0
226621, -10.88, -0.11, -0.11, -0.15, -0.15, -0.15, 32.57, 0
226834, -10.89, -0.11, -0.11, -0.19, -0.19, -0.19, 32.57, 0
227128, -10.92, -0.11, -0.11, -0.3, -0.3, -0.3, 32.62, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
227591, -10.88, -0.11, -0.11, -0.2, -0.2, -0.2, 32.62, 0
227884, -10.88, -0.11, -0.11, -0.21, -0.21, -0.21, 32.53, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
228339, -10.88, -0.11, -0.11, -0.17, -0.17, -0.17, 32.71, 0
228471, -10.91, -0.11, -0.11, -0.16, -0.16, -0.16, 32.62, 0
228680, -10.89, -0.11, -0.11, -0.27, -0.27, -0.27, 32.71, 0
228803, -10.8, -0.11, -0.11, -0.19, -0.19, -0.19, 32.67, 0
229019, -10.85, -0.11, -0.11, -0.19, -0.19, -0.19, 32.71, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
229635, -10.88, -0.11, -0.11, -0.2, -0.2, -0.2, 32.57, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
230216, -10.91, -0.11, -0.11, -0.26, -0.26, -0.26, 32.62, 0
230433, -10.83, -0.11, -0.11, -0.25, -0.25, -0.25, 32.67, 0
230722, -10.85, -0.11, -0.11, -0.28, -0.28, -0.28, 32.62, 0
230939, -10.87, -0.11, -0.11, -0.24, -0.24, -0.24, 32.62, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
231403, -10.87, -0.11, -0.11, -0.23, -0.23, -0.23, 32.67, 0
231616, -10.87, -0.11, -0.11, -0.14, -0.14, -0.14, 32.62, 0
231835, -10.91, -0.11, -0.11, -0.19, -0.19, -0.19, 32.71, 0
232049, -10.85, -0.11, -0.11, -0.27, -0.27, -0.27, 32.71, 0
232265, -10.89, -0.11, -0.11, -0.22, -0.22, -0.22, 32.62, 0
232482, -10.88, -0.11, -0.11, -0.22, -0.22, -0.22, 32.67, 0
232772, -10.83, -0.11, -0.11, -0.21, -0.21, -0.21, 32.71, 0
232989, -10.87, -0.11, -0.11, -0.19, -0.19, -0.19, 32.62, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
233460, -10.88, -0.11, -0.11, -0.25, -0.25, -0.25, 32.71, 0
233749, -10.9, -0.11, -0.11, -0.22, -0.22, -0.22, 32.67, 0
233966, -10.87, -0.11, -0.11, -0.17, -0.17, -0.17, 32.67, 0
234103, -10.9, -0.11, -0.11, -0.2, -0.2, -0.2, 32.71, 0
234305, -10.85, -0.11, -0.11, -0.32, -0.32, -0.32, 32.71, 0
234428, -10.91, -0.11, -0.11, -0.18, -0.18, -0.18, 32.62, 0
234720, -10.87, -0.11, -0.11, -0.12, -0.12, -0.12, 32.71, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
235190, -10.88, -0.11, -0.11, -0.18, -0.18, -0.18, 32.76, 0
235481, -10.92, -0.11, -0.11, -0.31, -0.31, -0.31, 32.62, 0
235698, -10.86, -0.11, -0.11, -0.2, -0.2, -0.2, 32.62, 0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
236234, -10.91, -0.11, -0.11, -0.27, -0.27, -0.27, 32.67, 0
