Time (ms), Altitude (m), Pressure (Pa), Temperature (degC), Packet Error
220225, -19.63, 101561.0, 35.62, 0
220225, -19.63, 101561.0, 35.62, 0
222063, -19.63, 101561.0, 35.62, 0
222284, -19.55, 101560.0, 35.62, 0
223259, -19.63, 101561.0, 35.64, 0
223582, -19.55, 101560.0, 35.64, 0
224448, -19.55, 101560.0, 35.65, 0
224667, -19.55, 101560.0, 35.65, 0
224889, -19.55, 101560.0, 35.65, 0
225536, -19.55, 101560.0, 35.65, 0
225755, -19.46, 101559.0, 35.65, 0
227158, -19.63, 101561.0, 35.67, 0
227377, -19.55, 101560.0, 35.66, 0
227914, -19.63, 101561.0, 35.67, 0
228133, -19.55, 101560.0, 35.67, 0
228354, -19.71, 101562.0, 35.67, 0
228695, -19.38, 101558.0, 35.67, 0
229125, -19.63, 101561.0, 35.68, 0
229345, -19.46, 101559.0, 35.68, 0
229665, -19.38, 101558.0, 35.68, 0
229884, -19.38, 101558.0, 35.68, 0
230105, -19.55, 101560.0, 35.68, 0
230969, -19.46, 101559.0, 35.69, 0
231187, -19.46, 101559.0, 35.69, 0
233019, -19.55, 101560.0, 35.7, 0
233239, -19.63, 101561.0, 35.7, 0
233996, -19.63, 101561.0, 35.7, 0
234320, -19.55, 101560.0, 35.71, 0
234750, -19.63, 101561.0, 35.71, 0
234969, -19.55, 101560.0, 35.71, 0
235728, -19.55, 101560.0, 35.72, 0
235947, -19.38, 101558.0, 35.71, 0
236266, -19.38, 101558.0, 35.72, 0
