Time (ms), accX, accY, accZ, gyroX, gyroY, gyroZ, tempC
57617, 0.04, 0.0, 0.0, 0.0, 0.0, 0.029.61
57755, 0.04, 0.0, 0.0, 0.0, 0.0, 0.029.7
57935, -0.05, -0.0, -0.0, 0.0, 0.0, 0.029.7
58077, 0.01, 0.0, 0.0, 0.0, 0.0, 0.029.75
58259, -0.05, -0.0, -0.0, 0.0, 0.0, 0.029.75
58400, 0.04, 0.0, 0.0, 0.0, 0.0, 0.029.7
58581, 0.04, 0.0, 0.0, 0.0, 0.0, 0.029.7
58721, 0.05, 0.0, 0.0, 0.0, 0.0, 0.029.84
58901, -0.06, -0.0, -0.0, 0.0, 0.0, 0.029.65
59040, 0.05, 0.0, 0.0, 0.0, 0.0, 0.029.7
59219, 0.01, 0.0, 0.0, 0.0, 0.0, 0.029.8
59358, -0.05, -0.0, -0.0, 0.0, 0.0, 0.029.7
59536, 0.07, 0.0, 0.0, 0.0, 0.0, 0.029.7
59676, 0.05, 0.0, 0.0, 0.0, 0.0, 0.029.8
59859, 0.0, 0.0, 0.0, 0.0, 0.0, 0.029.75
59998, 0.02, 0.0, 0.0, 0.0, 0.0, 0.029.84
60181, 0.05, 0.0, 0.0, 0.0, 0.0, 0.029.89
60318, -0.05, -0.0, -0.0, 0.0, 0.0, 0.029.84
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
4207, 0.04, 0.0, 0.0, 0.0, 0.0, 0.030.31
4423, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030.22
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
4884, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030.22
5174, 0.03, 0.0, 0.0, 0.0, 0.0, 0.030.31
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
5641, 0.05, 0.0, 0.0, 0.0, 0.0, 0.030.31
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
6251, 0.07, 0.0, 0.0, 0.0, 0.0, 0.030.27
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
6601, 0.01, 0.0, 0.0, 0.0, 0.0, 0.030.45
6889, 0.05, 0.0, 0.0, -0.01, -0.01, -0.0130.27
7026, 0.01, 0.0, 0.0, 0.0, 0.0, 0.030.41
7223, 0.01, 0.0, 0.0, 0.0, 0.0, 0.030.31
7423, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030.41
7639, 0.05, 0.0, 0.0, 0.0, 0.0, 0.030.27
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
8101, -0.01, -0.0, -0.0, 0.0, 0.0, 0.030.36
8391, 0.02, 0.0, 0.0, 0.0, 0.0, 0.030.27
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
8859, -0.03, -0.0, -0.0, 0.0, 0.0, 0.030.45
9074, -0.01, -0.0, -0.0, 0.0, 0.0, 0.030.45
9362, -0.03, -0.0, -0.0, 0.0, 0.0, 0.030.45
9500, 0.05, 0.0, 0.0, 0.0, 0.0, 0.030.45
9697, 0.06, 0.0, 0.0, 0.0, 0.0, 0.030.45
9895, 0.02, 0.0, 0.0, 0.0, 0.0, 0.030.45
10111, 0.02, 0.0, 0.0, 0.0, 0.0, 0.030.6
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
10573, 0.02, 0.0, 0.0, 0.0, 0.0, 0.030.55
10865, 0.02, 0.0, 0.0, 0.0, 0.0, 0.030.55
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00.0
