Time (ms), Time (us), Altitude (m), Pressure (Pa), Temperature (degC), Packet Error
48608, -6.49, 101403.0, 29.83, 0
50111, -6.58, 101404.0, 29.87, 0
50325, -6.49, 101403.0, 29.87, 0
50536, -6.58, 101404.0, 29.87, 0
50751, -6.58, 101404.0, 29.88, 0
50966, -6.41, 101402.0, 29.88, 0
51176, -6.49, 101403.0, 29.89, 0
51606, -6.58, 101404.0, 29.89, 0
51818, -6.49, 101403.0, 29.9, 0
52250, -6.66, 101405.0, 29.91, 0
52680, -6.49, 101403.0, 29.92, 0
53111, -6.58, 101404.0, 29.93, 0
53326, -6.58, 101404.0, 29.93, 0
53540, -6.66, 101405.0, 29.94, 0
53752, -6.49, 101403.0, 29.94, 0
53967, -6.58, 101404.0, 29.95, 0
54395, -6.41, 101402.0, 29.95, 0
54609, -6.58, 101404.0, 29.96, 0
54822, -6.58, 101404.0, 29.96, 0
55249, -6.58, 101404.0, 29.97, 0
55466, -6.66, 101405.0, 29.98, 0
55677, -6.49, 101403.0, 29.98, 0
55891, -6.66, 101405.0, 29.99, 0
56325, -6.49, 101403.0, 30.0, 0
56540, -6.49, 101403.0, 30.0, 0
56755, -6.74, 101406.0, 30.01, 0
56969, -6.66, 101405.0, 30.01, 0
57397, -6.58, 101404.0, 30.02, 0
57609, -6.49, 101403.0, 30.02, 0
58042, -6.66, 101405.0, 30.03, 0
58254, -6.58, 101404.0, 30.04, 0
58469, -6.66, 101405.0, 30.04, 0
58683, -6.58, 101404.0, 30.04, 0
58793, -6.58, 101404.0, 30.04, 0
59121, -6.66, 101405.0, 30.02, 0
59446, -6.66, 101405.0, 30.05, 0
59665, -6.49, 101403.0, 30.06, 0
60095, -6.74, 101406.0, 30.07, 0
60310, -6.58, 101404.0, 30.07, 0
60737, -6.66, 101405.0, 30.08, 0
60952, -6.58, 101404.0, 30.09, 0
61381, -6.58, 101404.0, 30.1, 0
61817, -6.58, 101404.0, 30.1, 0
62250, -6.66, 101405.0, 30.11, 0
62678, -6.41, 101402.0, 30.13, 0
62893, -6.66, 101405.0, 30.13, 0
63325, -6.74, 101406.0, 30.14, 0
63540, -6.74, 101406.0, 30.14, 0
63970, -6.58, 101404.0, 30.15, 0
64183, -6.58, 101404.0, 30.15, 0
64610, -6.66, 101405.0, 30.16, 0
64825, -6.66, 101405.0, 30.16, 0
65260, -6.66, 101405.0, 30.17, 0
65468, -6.41, 101402.0, 30.17, 0
