Time (ms), Time (us), Altitude (m), Pressure (Pa), Temperature (degC), Packet Error
65683, -6.58, 101404.0, 30.18, 0
65894, -6.66, 101405.0, 30.18, 0
66327, -6.66, 101405.0, 30.19, 0
66539, -6.58, 101404.0, 30.2, 0
66975, -6.49, 101403.0, 30.2, 0
67189, -6.58, 101404.0, 30.2, 0
67402, -6.58, 101404.0, 30.21, 0
67615, -6.58, 101404.0, 30.21, 0
67826, -6.58, 101404.0, 30.22, 0
68041, -6.41, 101402.0, 30.22, 0
68255, -6.49, 101403.0, 30.22, 0
68466, -6.49, 101403.0, 30.23, 0
68900, -6.33, 101401.0, 30.23, 0
69114, -6.49, 101403.0, 30.24, 0
69328, -6.58, 101404.0, 30.24, 0
69542, -6.58, 101404.0, 30.25, 0
69753, -6.58, 101404.0, 30.25, 0
69968, -6.66, 101405.0, 30.25, 0
70398, -6.58, 101404.0, 30.26, 0
70611, -6.49, 101403.0, 30.27, 0
70825, -6.74, 101406.0, 30.27, 0
71256, -6.33, 101401.0, 30.28, 0
71471, -6.49, 101403.0, 30.28, 0
71682, -6.49, 101403.0, 30.29, 0
71896, -6.49, 101403.0, 30.29, 0
72005, -6.33, 101401.0, 30.29, 0
72545, -6.41, 101402.0, 30.29, 0
72760, -6.49, 101403.0, 30.3, 0
72976, -6.49, 101403.0, 30.31, 0
73187, -6.58, 101404.0, 30.31, 0
73401, -6.66, 101405.0, 30.32, 0
73828, -6.41, 101402.0, 30.33, 0
74041, -6.33, 101401.0, 30.33, 0
74255, -6.58, 101404.0, 30.33, 0
74469, -6.41, 101402.0, 30.34, 0
74681, -6.41, 101402.0, 30.34, 0
74894, -6.41, 101402.0, 30.35, 0
75322, -6.49, 101403.0, 30.36, 0
75537, -6.49, 101403.0, 30.36, 0
75967, -6.33, 101401.0, 30.37, 0
76182, -6.49, 101403.0, 30.37, 0
76609, -6.41, 101402.0, 30.38, 0
76824, -6.33, 101401.0, 30.39, 0
77256, -6.49, 101403.0, 30.39, 0
77691, -6.41, 101402.0, 30.4, 0
77905, -6.58, 101404.0, 30.4, 0
78336, -6.49, 101403.0, 30.41, 0
78548, -6.66, 101405.0, 30.42, 0
78762, -6.49, 101403.0, 30.42, 0
79191, -6.41, 101402.0, 30.43, 0
79624, -6.49, 101403.0, 30.43, 0
79836, -6.49, 101403.0, 30.44, 0
80268, -6.58, 101404.0, 30.45, 0
80480, -6.49, 101403.0, 30.45, 0
80694, -6.33, 101401.0, 30.46, 0
80907, -6.33, 101401.0, 30.46, 0
81121, -6.49, 101403.0, 30.46, 0
81334, -6.49, 101403.0, 30.47, 0
81548, -6.58, 101404.0, 30.47, 0
81759, -6.58, 101404.0, 30.47, 0
82193, -6.24, 101400.0, 30.48, 0
82405, -6.33, 101401.0, 30.48, 0
82619, -6.49, 101403.0, 30.49, 0
83049, -6.24, 101400.0, 30.5, 0
83263, -6.58, 101404.0, 30.5, 0
83691, -6.49, 101403.0, 30.51, 0
83906, -6.41, 101402.0, 30.51, 0
84336, -6.41, 101402.0, 30.52, 0
84769, -6.58, 101404.0, 30.52, 0
84985, -6.41, 101402.0, 30.53, 0
85198, -6.41, 101402.0, 30.53, 0
85309, -6.24, 101400.0, 30.53, 0
85834, -6.41, 101402.0, 30.53, 0
86049, -6.58, 101404.0, 30.54, 0
86483, -6.58, 101404.0, 30.55, 0
86698, -6.33, 101401.0, 30.55, 0
86912, -6.49, 101403.0, 30.56, 0
87126, -6.33, 101401.0, 30.56, 0
87340, -6.58, 101404.0, 30.56, 0
87554, -6.41, 101402.0, 30.57, 0
87765, -6.49, 101403.0, 30.57, 0
88201, -6.41, 101402.0, 30.57, 0
88413, -6.41, 101402.0, 30.58, 0
88626, -6.49, 101403.0, 30.58, 0
88840, -6.41, 101402.0, 30.58, 0
89052, -6.49, 101403.0, 30.58, 0
89265, -6.49, 101403.0, 30.59, 0
89693, -6.49, 101403.0, 30.59, 0
89907, -6.41, 101402.0, 30.6, 0
90344, -6.41, 101402.0, 30.6, 0
90560, -6.41, 101402.0, 30.6, 0
90774, -6.49, 101403.0, 30.6, 0
90987, -6.49, 101403.0, 30.61, 0
91200, -6.41, 101402.0, 30.61, 0
91413, -6.33, 101401.0, 30.61, 0
91624, -6.33, 101401.0, 30.62, 0
92058, -6.58, 101404.0, 30.62, 0
92270, -6.58, 101404.0, 30.62, 0
92485, -6.41, 101402.0, 30.63, 0
92699, -6.33, 101401.0, 30.63, 0
92910, -6.58, 101404.0, 30.63, 0
93339, -6.66, 101405.0, 30.64, 0
93557, -6.49, 101403.0, 30.64, 0
93770, -6.24, 101400.0, 30.64, 0
94200, -6.58, 101404.0, 30.65, 0
94416, -6.41, 101402.0, 30.65, 0
94630, -6.41, 101402.0, 30.65, 0
94841, -6.41, 101402.0, 30.66, 0
95276, -6.16, 101399.0, 30.66, 0
95488, -6.49, 101403.0, 30.67, 0
95703, -6.58, 101404.0, 30.67, 0
95919, -6.41, 101402.0, 30.67, 0
96346, -6.49, 101403.0, 30.68, 0
96560, -6.24, 101400.0, 30.68, 0
96771, -6.49, 101403.0, 30.68, 0
97205, -6.49, 101403.0, 30.69, 0
97417, -6.24, 101400.0, 30.69, 0
97848, -6.41, 101402.0, 30.7, 0
98061, -6.41, 101402.0, 30.7, 0
98275, -6.24, 101400.0, 30.7, 0
98714, -6.41, 101402.0, 30.67, 0
99147, -6.41, 101402.0, 30.71, 0
99361, -6.49, 101403.0, 30.71, 0
99788, -6.41, 101402.0, 30.73, 0
100006, -6.58, 101404.0, 30.73, 0
100220, -6.33, 101401.0, 30.73, 0
100431, -6.33, 101401.0, 30.74, 0
100645, -6.33, 101401.0, 30.74, 0
101076, -6.49, 101403.0, 30.75, 0
101291, -6.41, 101402.0, 30.75, 0
101504, -6.58, 101404.0, 30.75, 0
101715, -6.33, 101401.0, 30.76, 0
101929, -6.41, 101402.0, 30.76, 0
102358, -6.41, 101402.0, 30.76, 0
102576, -6.49, 101403.0, 30.77, 0
103006, -6.49, 101403.0, 30.77, 0
103218, -6.41, 101402.0, 30.78, 0
103432, -6.33, 101401.0, 30.78, 0
103646, -6.24, 101400.0, 30.78, 0
103857, -6.41, 101402.0, 30.79, 0
104070, -6.33, 101401.0, 30.79, 0
104499, -6.33, 101401.0, 30.79, 0
104714, -6.41, 101402.0, 30.8, 0
104930, -6.24, 101400.0, 30.8, 0
105360, -6.66, 101405.0, 30.81, 0
105792, -6.33, 101401.0, 30.81, 0
106223, -6.49, 101403.0, 30.82, 0
106437, -6.41, 101402.0, 30.82, 0
106648, -6.49, 101403.0, 30.83, 0
107085, -6.33, 101401.0, 30.83, 0
107297, -6.33, 101401.0, 30.83, 0
107512, -6.49, 101403.0, 30.83, 0
107726, -6.41, 101402.0, 30.84, 0
107940, -6.41, 101402.0, 30.84, 0
108373, -6.41, 101402.0, 30.84, 0
108585, -6.24, 101400.0, 30.85, 0
108800, -6.41, 101402.0, 30.85, 0
109230, -6.16, 101399.0, 30.85, 0
109445, -6.33, 101401.0, 30.86, 0
109880, -6.41, 101402.0, 30.86, 0
110093, -6.41, 101402.0, 30.86, 0
110307, -6.24, 101400.0, 30.87, 0
110521, -6.33, 101401.0, 30.87, 0
110733, -6.24, 101400.0, 30.88, 0
110947, -6.24, 101400.0, 30.88, 0
111379, -6.24, 101400.0, 30.88, 0
111594, -6.24, 101400.0, 30.89, 0
111700, -6.24, 101400.0, 30.89, 0
112041, -6.33, 101401.0, 30.86, 0
112366, -6.08, 101398.0, 30.88, 0
112796, -6.41, 101402.0, 30.9, 0
113232, -6.33, 101401.0, 30.9, 0
113663, -6.33, 101401.0, 30.91, 0
113877, -6.41, 101402.0, 30.91, 0
114306, -6.41, 101402.0, 30.92, 0
114521, -6.33, 101401.0, 30.92, 0
114735, -6.33, 101401.0, 30.93, 0
114946, -6.24, 101400.0, 30.93, 0
115380, -6.33, 101401.0, 30.94, 0
115592, -6.49, 101403.0, 30.94, 0
115807, -6.16, 101399.0, 30.94, 0
116237, -6.33, 101401.0, 30.95, 0
116452, -6.16, 101399.0, 30.95, 0
116665, -6.33, 101401.0, 30.95, 0
117100, -6.41, 101402.0, 30.96, 0
117531, -6.24, 101400.0, 30.96, 0
117743, -6.16, 101399.0, 30.96, 0
117957, -6.33, 101401.0, 30.97, 0
118386, -6.33, 101401.0, 30.97, 0
118820, -6.41, 101402.0, 30.98, 0
119252, -6.16, 101399.0, 30.98, 0
119680, -6.24, 101400.0, 30.99, 0
119895, -6.16, 101399.0, 30.99, 0
120327, -6.24, 101400.0, 30.99, 0
120542, -6.08, 101398.0, 30.99, 0
120756, -6.16, 101399.0, 30.99, 0
120972, -6.33, 101401.0, 31.0, 0
121183, -6.33, 101401.0, 31.0, 0
121612, -6.33, 101401.0, 31.0, 0
121824, -6.08, 101398.0, 31.01, 0
122259, -6.24, 101400.0, 31.01, 0
122472, -6.16, 101399.0, 31.01, 0
122686, -6.24, 101400.0, 31.01, 0
123115, -6.24, 101400.0, 31.02, 0
123328, -6.24, 101400.0, 31.02, 0
123543, -6.24, 101400.0, 31.02, 0
123757, -6.33, 101401.0, 31.03, 0
