Time (ms), Time (us), accX, accY, accZ, gyroX, gyroY, gyroZ, tempC, Packet Error
139866, 139866581, -10.85, -0.11, -0.11, -0.19, -0.19, -0.19, 29.94, 0
141641, 141641574, -10.88, -0.11, -0.11, -0.17, -0.17, -0.17, 30.03, 0
141767, 141767584, -10.87, -0.11, -0.11, -0.19, -0.19, -0.19, 30.03, 0
142005, 142005579, -10.88, -0.11, -0.11, -0.09, -0.09, -0.09, 29.98, 0
142148, 142148576, -10.92, -0.11, -0.11, -0.22, -0.22, -0.22, 30.03, 0
142387, 142387583, -10.87, -0.11, -0.11, -0.26, -0.26, -0.26, 30.08, 0
142537, 142537584, -10.88, -0.11, -0.11, -0.1, -0.1, -0.1, 30.03, 0
142770, 142770583, -10.88, -0.11, -0.11, -0.23, -0.23, -0.23, 30.13, 0
142911, 142911584, -10.9, -0.11, -0.11, -0.11, -0.11, -0.11, 30.08, 0
143150, 143150583, -10.85, -0.11, -0.11, -0.19, -0.19, -0.19, 30.03, 0
143292, 143292583, -10.89, -0.11, -0.11, -0.21, -0.21, -0.21, 30.03, 0
143529, 143529583, -10.85, -0.11, -0.11, -0.12, -0.12, -0.12, 29.98, 0
143673, 143673584, -10.99, -0.11, -0.11, -0.17, -0.17, -0.17, 30.08, 0
143911, 143911583, -10.8, -0.11, -0.11, -0.12, -0.12, -0.12, 30.08, 0
144058, 144058584, -10.9, -0.11, -0.11, -0.25, -0.25, -0.25, 30.03, 0
144293, 144293583, -10.84, -0.11, -0.11, -0.14, -0.14, -0.14, 30.03, 0
144436, 144436584, -10.83, -0.11, -0.11, -0.13, -0.13, -0.13, 30.03, 0
144686, 144686985, -10.82, -0.11, -0.11, -0.08, -0.08, -0.08, 30.13, 0
144819, 144819584, -10.88, -0.11, -0.11, -0.11, -0.11, -0.11, 30.13, 0
145069, 145069581, -10.85, -0.11, -0.11, -0.13, -0.13, -0.13, 29.94, 0
145202, 145202584, -10.82, -0.11, -0.11, -0.22, -0.22, -0.22, 30.03, 0
145436, 145436582, -10.86, -0.11, -0.11, -0.08, -0.08, -0.08, 30.13, 0
145579, 145579579, -10.87, -0.11, -0.11, -0.12, -0.12, -0.12, 30.03, 0
145818, 145818583, -10.87, -0.11, -0.11, -0.16, -0.16, -0.16, 30.13, 0
145960, 145960577, -10.85, -0.11, -0.11, -0.06, -0.06, -0.06, 30.13, 0
146199, 146199583, -10.83, -0.11, -0.11, -0.01, -0.01, -0.01, 30.17, 0
146342, 146342584, -10.86, -0.11, -0.11, -0.09, -0.09, -0.09, 30.13, 0
146583, 146583583, -10.86, -0.11, -0.11, -0.09, -0.09, -0.09, 30.13, 0
146708, 146708587, -10.86, -0.11, -0.11, -0.15, -0.15, -0.15, 30.08, 0
147073, 147073581, -10.92, -0.11, -0.11, -0.09, -0.09, -0.09, 30.08, 0
147331, 147331574, -10.95, -0.11, -0.11, 0.0, 0.0, 0.0, 30.17, 0
147454, 147454584, -10.9, -0.11, -0.11, -0.15, -0.15, -0.15, 30.13, 0
147689, 147689583, -10.82, -0.11, -0.11, -0.12, -0.12, -0.12, 30.17, 0
147838, 147838584, -10.79, -0.11, -0.11, -0.15, -0.15, -0.15, 30.13, 0
148073, 148073583, -10.91, -0.11, -0.11, -0.18, -0.18, -0.18, 30.17, 0
148216, 148216577, -10.9, -0.11, -0.11, -0.05, -0.05, -0.05, 30.22, 0
148451, 148451583, -10.81, -0.11, -0.11, -0.12, -0.12, -0.12, 30.22, 0
148595, 148595577, -10.89, -0.11, -0.11, -0.19, -0.19, -0.19, 30.22, 0
148833, 148833583, -10.91, -0.11, -0.11, -0.11, -0.11, -0.11, 30.17, 0
148979, 148979584, -10.85, -0.11, -0.11, -0.05, -0.05, -0.05, 30.13, 0
149214, 149214583, -10.89, -0.11, -0.11, -0.04, -0.04, -0.04, 30.17, 0
149358, 149358577, -10.89, -0.11, -0.11, -0.13, -0.13, -0.13, 30.27, 0
