Time (ms), Altitude (m), Pressure (Pa), Temperature (degC), Packet Error
105812, -16.89, 101528.0, 25.7, 0
106030, -16.8, 101527.0, 25.71, 0
106459, -16.72, 101526.0, 25.68, 0
106893, -16.8, 101527.0, 25.68, 0
107323, -16.8, 101527.0, 25.63, 0
107759, -16.72, 101526.0, 25.55, 0
108191, -16.64, 101525.0, 25.51, 0
108620, -16.72, 101526.0, 25.46, 0
108942, -16.64, 101525.0, 25.4, 0
109158, -16.55, 101524.0, 25.35, 0
109585, -16.22, 101520.0, 25.27, 0
110016, -16.39, 101522.0, 25.2, 0
110443, -16.31, 101521.0, 25.14, 0
110876, -16.31, 101521.0, 25.11, 0
111306, -16.06, 101518.0, 25.06, 0
111738, -15.81, 101515.0, 25.0, 0
112059, -15.97, 101517.0, 24.94, 0
112276, -15.81, 101515.0, 24.88, 0
112489, -15.64, 101513.0, 24.84, 0
112915, -15.72, 101514.0, 24.83, 0
113342, -15.89, 101516.0, 24.83, 0
113664, -15.89, 101516.0, 24.83, 0
113881, -15.81, 101515.0, 24.81, 0
114094, -15.64, 101513.0, 24.8, 0
114534, -15.64, 101513.0, 24.8, 0
114959, -15.64, 101513.0, 24.82, 0
115280, -15.97, 101517.0, 24.82, 0
115497, -15.81, 101515.0, 24.81, 0
115712, -15.81, 101515.0, 24.8, 0
116144, -15.81, 101515.0, 24.78, 0
116466, -15.97, 101517.0, 24.78, 0
116685, -15.72, 101514.0, 24.77, 0
117112, -15.97, 101517.0, 24.78, 0
117541, -15.89, 101516.0, 24.75, 0
117975, -15.97, 101517.0, 24.72, 0
118403, -15.89, 101516.0, 24.69, 0
118834, -16.06, 101518.0, 24.68, 0
119266, -15.89, 101516.0, 24.68, 0
119929, -16.14, 101519.0, 24.67, 0
120357, -15.97, 101517.0, 24.71, 0
120678, -16.22, 101520.0, 24.73, 0
120896, -16.14, 101519.0, 24.73, 0
121109, -16.31, 101521.0, 24.75, 0
121542, -15.89, 101516.0, 24.77, 0
121970, -16.06, 101518.0, 24.79, 0
122291, -16.31, 101521.0, 24.8, 0
122508, -16.14, 101519.0, 24.79, 0
122722, -16.06, 101518.0, 24.77, 0
123156, -15.81, 101515.0, 24.71, 0
123583, -15.72, 101514.0, 24.67, 0
123905, -15.72, 101514.0, 24.68, 0
124122, -15.72, 101514.0, 24.68, 0
124336, -15.89, 101516.0, 24.69, 0
124772, -15.56, 101512.0, 24.69, 0
125199, -15.64, 101513.0, 24.67, 0
125632, -15.39, 101510.0, 24.63, 0
126059, -15.64, 101513.0, 24.59, 0
126399, -15.22, 101508.0, 24.57, 0
126828, -15.22, 101508.0, 24.56, 0
127259, -15.31, 101509.0, 24.58, 0
127687, -15.31, 101509.0, 24.61, 0
128115, -15.31, 101509.0, 24.64, 0
128550, -15.47, 101511.0, 24.66, 0
128975, -15.56, 101512.0, 24.67, 0
129404, -15.31, 101509.0, 24.67, 0
129834, -15.39, 101510.0, 24.68, 0
130266, -15.14, 101507.0, 24.68, 0
130586, -15.39, 101510.0, 24.7, 0
130806, -15.14, 101507.0, 24.69, 0
131022, -15.14, 101507.0, 24.69, 0
131448, -15.22, 101508.0, 24.7, 0
131881, -15.39, 101510.0, 24.71, 0
132311, -15.22, 101508.0, 24.71, 0
132744, -15.06, 101506.0, 24.71, 0
133169, -15.31, 101509.0, 24.69, 0
133598, -15.06, 101506.0, 24.7, 0
134027, -15.31, 101509.0, 24.7, 0
134454, -15.22, 101508.0, 24.69, 0
134886, -15.31, 101509.0, 24.7, 0
135319, -15.47, 101511.0, 24.71, 0
135750, -15.06, 101506.0, 24.72, 0
136179, -15.31, 101509.0, 24.73, 0
136608, -15.39, 101510.0, 24.72, 0
137038, -15.22, 101508.0, 24.71, 0
137358, -15.64, 101513.0, 24.73, 0
137578, -15.14, 101507.0, 24.71, 0
137792, -15.14, 101507.0, 24.7, 0
138223, -14.89, 101504.0, 24.65, 0
138659, -14.81, 101503.0, 24.6, 0
139085, -15.14, 101507.0, 24.59, 0
139517, -15.06, 101506.0, 24.6, 0
139948, -14.64, 101501.0, 24.58, 0
140268, -14.89, 101504.0, 24.57, 0
140486, -14.56, 101500.0, 24.55, 0
140701, -14.73, 101502.0, 24.54, 0
141133, -14.81, 101503.0, 24.54, 0
141566, -14.73, 101502.0, 24.55, 0
141994, -14.64, 101501.0, 24.58, 0
142430, -14.89, 101504.0, 24.61, 0
142862, -14.73, 101502.0, 24.65, 0
143290, -14.89, 101504.0, 24.67, 0
143723, -14.81, 101503.0, 24.69, 0
144153, -14.81, 101503.0, 24.7, 0
144587, -14.98, 101505.0, 24.72, 0
145016, -14.89, 101504.0, 24.72, 0
145443, -15.06, 101506.0, 24.72, 0
145876, -14.81, 101503.0, 24.68, 0
145984, -15.56, 101512.0, 24.67, 0
146305, -15.14, 101507.0, 24.6, 0
146523, -14.73, 101502.0, 24.58, 0
146738, -14.48, 101499.0, 24.55, 0
147173, -14.39, 101498.0, 24.5, 0
147498, -14.31, 101497.0, 24.45, 0
147714, -14.39, 101498.0, 24.43, 0
148144, -14.23, 101496.0, 24.39, 0
148712, -14.14, 101495.0, 24.29, 0
148924, -14.06, 101494.0, 24.25, 0
149356, -14.06, 101494.0, 24.18, 0
149681, -13.81, 101491.0, 24.11, 0
149898, -13.56, 101488.0, 24.07, 0
150328, -13.64, 101489.0, 23.99, 0
150766, -13.64, 101489.0, 23.9, 0
151198, -13.98, 101493.0, 23.87, 0
151633, -13.89, 101492.0, 23.89, 0
152065, -14.31, 101497.0, 23.93, 0
152490, -14.23, 101496.0, 23.93, 0
152697, -14.39, 101498.0, 23.93, 0
153127, -14.56, 101500.0, 23.96, 0
153688, -14.56, 101500.0, 24.03, 0
153904, -14.56, 101500.0, 24.05, 0
154224, -14.89, 101504.0, 24.1, 0
154452, -14.73, 101502.0, 24.11, 0
154891, -14.64, 101501.0, 24.12, 0
155319, -14.81, 101503.0, 24.11, 0
155647, -14.98, 101505.0, 24.09, 0
155864, -14.89, 101504.0, 24.08, 0
156297, -14.81, 101503.0, 24.07, 0
156625, -14.81, 101503.0, 24.07, 0
156842, -14.64, 101501.0, 24.07, 0
157270, -14.73, 101502.0, 24.08, 0
157700, -14.73, 101502.0, 24.09, 0
158130, -14.89, 101504.0, 24.08, 0
158792, -14.73, 101502.0, 24.06, 0
159223, -14.89, 101504.0, 24.06, 0
159330, -15.56, 101512.0, 24.06, 0
159682, -14.64, 101501.0, 24.01, 0
160116, -14.81, 101503.0, 24.01, 0
160550, -14.89, 101504.0, 23.99, 0
160977, -14.81, 101503.0, 23.97, 0
161415, -14.73, 101502.0, 23.95, 0
161851, -14.73, 101502.0, 23.94, 0
162171, -14.89, 101504.0, 23.94, 0
162386, -14.73, 101502.0, 23.93, 0
162827, -14.81, 101503.0, 23.92, 0
163259, -14.73, 101502.0, 23.92, 0
163497, -14.98, 101505.0, 23.91, 0
163716, -14.64, 101501.0, 23.9, 0
163932, -14.39, 101498.0, 23.9, 0
164252, -14.81, 101503.0, 23.9, 0
164617, -14.39, 101498.0, 23.88, 0
164833, -14.48, 101499.0, 23.88, 0
165261, -14.81, 101503.0, 23.88, 0
165501, -14.64, 101501.0, 23.87, 0
165721, -14.56, 101500.0, 23.87, 0
165937, -14.39, 101498.0, 23.86, 0
166257, -14.56, 101500.0, 23.87, 0
166488, -14.56, 101500.0, 23.85, 0
166914, -14.48, 101499.0, 23.84, 0
167342, -14.48, 101499.0, 23.83, 0
167589, -14.48, 101499.0, 23.81, 0
167805, -14.39, 101498.0, 23.82, 0
168232, -14.48, 101499.0, 23.82, 0
168571, -14.56, 101500.0, 23.82, 0
168783, -14.64, 101501.0, 23.82, 0
169220, -14.73, 101502.0, 23.83, 0
169655, -14.73, 101502.0, 23.82, 0
169975, -14.73, 101502.0, 23.83, 0
170197, -14.81, 101503.0, 23.82, 0
170410, -14.64, 101501.0, 23.83, 0
170848, -14.48, 101499.0, 23.83, 0
171275, -14.73, 101502.0, 23.84, 0
171694, -14.64, 101501.0, 23.84, 0
172127, -14.56, 101500.0, 23.84, 0
172694, -14.64, 101501.0, 23.84, 0
172802, -15.22, 101508.0, 23.84, 0
173136, -14.81, 101503.0, 23.81, 0
173602, -14.23, 101496.0, 23.76, 0
174034, -13.98, 101493.0, 23.71, 0
174703, -13.98, 101493.0, 23.62, 0
175131, -14.31, 101497.0, 23.62, 0
175689, -14.31, 101497.0, 23.62, 0
175903, -14.23, 101496.0, 23.62, 0
176331, -14.48, 101499.0, 23.63, 0
176559, -15.31, 101509.0, 23.65, 0
176777, -14.39, 101498.0, 23.66, 0
176992, -14.14, 101495.0, 23.67, 0
177209, -14.31, 101497.0, 23.68, 0
177430, -14.89, 101504.0, 23.69, 0
177759, -14.06, 101494.0, 23.69, 0
178193, -14.31, 101497.0, 23.69, 0
178628, -14.14, 101495.0, 23.69, 0
178948, -14.23, 101496.0, 23.7, 0
179168, -13.98, 101493.0, 23.7, 0
179381, -13.89, 101492.0, 23.71, 0
179818, -13.98, 101493.0, 23.72, 0
180246, -13.89, 101492.0, 23.73, 0
180599, -13.98, 101493.0, 23.73, 0
180921, -14.06, 101494.0, 23.74, 0
181138, -14.14, 101495.0, 23.74, 0
181575, -13.98, 101493.0, 23.74, 0
182004, -14.39, 101498.0, 23.75, 0
182325, -14.39, 101498.0, 23.77, 0
182550, -14.23, 101496.0, 23.76, 0
182762, -14.23, 101496.0, 23.76, 0
183193, -14.23, 101496.0, 23.76, 0
183848, -14.06, 101494.0, 23.74, 0
184280, -14.14, 101495.0, 23.73, 0
184696, -14.06, 101494.0, 23.72, 0
184909, -13.98, 101493.0, 23.71, 0
